_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
5976,2018Q3,S08000030,S08000030,"",Melanoma,"",35,"",33,""
5977,2018Q3,S08000030,S08000030,"",Ovarian,"",9,"",9,""
5978,2018Q3,S08000030,S08000030,"",Upper GI,"",48,"",48,""
5979,2018Q3,S08000030,S08000030,"",Urological,"",101,"",95,""
5980,2018Q3,S08000031,S08000022,"",Breast,"",1,"",1,""
5981,2018Q3,S08000031,S08000022,"",Lung,"",1,"",1,""
5982,2018Q3,S08000031,S08000024,"",Upper GI,"",3,"",2,""
5983,2018Q3,S08000031,S08000031,"",Breast,"",350,"",316,""
5984,2018Q3,S08000031,S08000031,"",Cervical,"",9,"",9,""
5985,2018Q3,S08000031,S08000031,"",Colorectal,"",198,"",191,""
5986,2018Q3,S08000031,S08000031,"",Head & Neck,"",78,"",78,""
5987,2018Q3,S08000031,S08000031,"",Lung,"",253,"",240,""
5988,2018Q3,S08000031,S08000031,"",Lymphoma,"",77,"",77,""
5989,2018Q3,S08000031,S08000031,"",Melanoma,"",84,"",83,""
5990,2018Q3,S08000031,S08000031,"",Ovarian,"",25,"",25,""
5991,2018Q3,S08000031,S08000031,"",Upper GI,"",142,"",141,""
5992,2018Q3,S08000031,S08000031,"",Urological,"",392,"",375,""
5993,2018Q3,S08000031,S08000032,"",Breast,"",27,"",27,""
5994,2018Q3,S08000031,SB0801,"",Lung,"",65,"",65,""
5995,2018Q3,S08000031,SB0801,"",Upper GI,"",1,"",1,""
5996,2018Q3,S08000032,S08000031,"",Breast,"",9,"",7,""
5997,2018Q3,S08000032,S08000031,"",Cervical,"",6,"",6,""
5998,2018Q3,S08000032,S08000031,"",Colorectal,"",8,"",8,""
5999,2018Q3,S08000032,S08000031,"",Head & Neck,"",11,"",11,""
6000,2018Q3,S08000032,S08000031,"",Lung,"",18,"",18,""
6001,2018Q3,S08000032,S08000031,"",Lymphoma,"",1,"",1,""
6002,2018Q3,S08000032,S08000031,"",Melanoma,"",2,"",2,""
6003,2018Q3,S08000032,S08000031,"",Ovarian,"",7,"",7,""
6004,2018Q3,S08000032,S08000031,"",Upper GI,"",10,"",10,""
6005,2018Q3,S08000032,S08000031,"",Urological,"",3,"",2,""
6006,2018Q3,S08000032,S08000032,"",Breast,"",94,"",94,""
6007,2018Q3,S08000032,S08000032,"",Cervical,"",1,"",1,""
6008,2018Q3,S08000032,S08000032,"",Colorectal,"",72,"",72,""
6009,2018Q3,S08000032,S08000032,"",Head & Neck,"",27,"",26,""
6010,2018Q3,S08000032,S08000032,"",Lung,"",67,"",67,""
6011,2018Q3,S08000032,S08000032,"",Lymphoma,"",18,"",18,""
6012,2018Q3,S08000032,S08000032,"",Melanoma,"",43,"",43,""
6013,2018Q3,S08000032,S08000032,"",Ovarian,"",2,"",2,""
6014,2018Q3,S08000032,S08000032,"",Upper GI,"",38,"",38,""
6015,2018Q3,S08000032,S08000032,"",Urological,"",121,"",118,""
6016,2018Q3,S08000032,SB0801,"",Lung,"",23,"",22,""
6017,2018Q4,S08000015,S08000015,"",Breast,"",107,"",107,""
6018,2018Q4,S08000015,S08000015,"",Cervical,"",3,"",3,""
6019,2018Q4,S08000015,S08000015,"",Colorectal,"",72,"",71,""
6020,2018Q4,S08000015,S08000015,"",Head & Neck,"",16,"",16,""
6021,2018Q4,S08000015,S08000015,"",Lung,"",48,"",48,""
6022,2018Q4,S08000015,S08000015,"",Lymphoma,"",2,"",2,""
6023,2018Q4,S08000015,S08000015,"",Melanoma,"",19,"",19,""
6024,2018Q4,S08000015,S08000015,"",Ovarian,"",2,"",2,""
6025,2018Q4,S08000015,S08000015,"",Upper GI,"",38,"",38,""
6026,2018Q4,S08000015,S08000015,"",Urological,"",58,"",57,""
6027,2018Q4,S08000015,S08000017,"",Breast,"",1,"",1,""
6028,2018Q4,S08000015,S08000024,"",Breast,"",1,"",1,""
6029,2018Q4,S08000015,S08000031,"",Cervical,"",5,"",5,""
6030,2018Q4,S08000015,S08000031,"",Colorectal,"",9,"",9,""
6031,2018Q4,S08000015,S08000031,"",Head & Neck,"",7,"",7,""
6032,2018Q4,S08000015,S08000031,"",Lung,"",10,"",10,""
6033,2018Q4,S08000015,S08000031,"",Lymphoma,"",1,"",1,""
6034,2018Q4,S08000015,S08000031,"",Ovarian,"",11,"",11,""
6035,2018Q4,S08000015,S08000031,"",Upper GI,"",6,"",6,""
6036,2018Q4,S08000015,S08000031,"",Urological,"",3,"",3,""
6037,2018Q4,S08000015,SB0801,"",Lung,"",10,"",10,""
6038,2018Q4,S08000016,S08000016,"",Breast,"",22,"",22,""
6039,2018Q4,S08000016,S08000016,"",Colorectal,"",12,"",12,""
6040,2018Q4,S08000016,S08000016,"",Lung,"",8,"",8,""
6041,2018Q4,S08000016,S08000016,"",Lymphoma,"",7,"",7,""
6042,2018Q4,S08000016,S08000016,"",Melanoma,"",5,"",5,""
6043,2018Q4,S08000016,S08000016,"",Ovarian,"",1,"",1,""
6044,2018Q4,S08000016,S08000016,"",Upper GI,"",13,"",13,""
6045,2018Q4,S08000016,S08000016,"",Urological,"",20,"",20,""
6046,2018Q4,S08000016,S08000024,"",Colorectal,"",5,"",4,""
6047,2018Q4,S08000016,S08000024,"",Head & Neck,"",2,"",2,""
6048,2018Q4,S08000016,S08000024,"",Lung,"",12,"",10,""
6049,2018Q4,S08000016,S08000024,"",Melanoma,"",1,"",1,""
6050,2018Q4,S08000016,S08000024,"",Ovarian,"",1,"",1,""
6051,2018Q4,S08000016,S08000024,"",Upper GI,"",3,"",3,""
6052,2018Q4,S08000016,S08000024,"",Urological,"",10,"",10,""
6053,2018Q4,S08000017,S08000017,"",Breast,"",35,"",35,""
6054,2018Q4,S08000017,S08000017,"",Colorectal,"",27,"",26,""
6055,2018Q4,S08000017,S08000017,"",Head & Neck,"",3,"",3,""
6056,2018Q4,S08000017,S08000017,"",Lung,"",25,"",25,""
6057,2018Q4,S08000017,S08000017,"",Lymphoma,"",11,"",11,""
6058,2018Q4,S08000017,S08000017,"",Melanoma,"",12,"",12,""
6059,2018Q4,S08000017,S08000017,"",Ovarian,"",1,"",1,""
6060,2018Q4,S08000017,S08000017,"",Upper GI,"",19,"",19,""
6061,2018Q4,S08000017,S08000017,"",Urological,"",44,"",42,""
6062,2018Q4,S08000017,S08000024,"",Breast,"",3,"",3,""
6063,2018Q4,S08000017,S08000024,"",Colorectal,"",1,"",1,""
6064,2018Q4,S08000017,S08000024,"",Head & Neck,"",4,"",4,""
6065,2018Q4,S08000017,S08000024,"",Lung,"",9,"",9,""
6066,2018Q4,S08000017,S08000024,"",Melanoma,"",1,"",1,""
6067,2018Q4,S08000017,S08000024,"",Ovarian,"",3,"",3,""
6068,2018Q4,S08000017,S08000024,"",Upper GI,"",4,"",4,""
6069,2018Q4,S08000017,S08000024,"",Urological,"",20,"",18,""
6070,2018Q4,S08000017,S08000031,"",Head & Neck,"",2,"",2,""
6071,2018Q4,S08000017,S08000031,"",Urological,"",1,"",1,""
6072,2018Q4,S08000017,SB0801,"",Lung,"",3,"",3,""
6073,2018Q4,S08000019,S08000019,"",Breast,"",47,"",36,""
6074,2018Q4,S08000019,S08000019,"",Cervical,"",1,"",1,""
6075,2018Q4,S08000019,S08000019,"",Colorectal,"",42,"",42,""
6076,2018Q4,S08000019,S08000019,"",Head & Neck,"",4,"",3,""
6077,2018Q4,S08000019,S08000019,"",Lung,"",37,"",37,""
6078,2018Q4,S08000019,S08000019,"",Lymphoma,"",19,"",19,""
6079,2018Q4,S08000019,S08000019,"",Melanoma,"",19,"",18,""
6080,2018Q4,S08000019,S08000019,"",Ovarian,"",1,"",1,""
6081,2018Q4,S08000019,S08000019,"",Upper GI,"",29,"",29,""
6082,2018Q4,S08000019,S08000019,"",Urological,"",84,"",82,""
6083,2018Q4,S08000019,S08000024,"",Ovarian,"",1,"",1,""
6084,2018Q4,S08000019,S08000024,"",Upper GI,"",2,"",2,""
6085,2018Q4,S08000019,S08000031,"",Cervical,"",3,"",3,""
6086,2018Q4,S08000019,S08000031,"",Colorectal,"",2,"",2,""
6087,2018Q4,S08000019,S08000031,"",Head & Neck,"",10,"",10,""
6088,2018Q4,S08000019,S08000031,"",Lung,"",13,"",11,""
6089,2018Q4,S08000019,S08000031,"",Ovarian,"",3,"",3,""
6090,2018Q4,S08000019,S08000031,"",Upper GI,"",3,"",3,""
6091,2018Q4,S08000019,S08000031,"",Urological,"",14,"",9,""
6092,2018Q4,S08000019,S08000032,"",Head & Neck,"",1,"",1,""
6093,2018Q4,S08000019,SB0801,"",Lung,"",4,"",4,""
6094,2018Q4,S08000020,S08000020,"",Breast,"",113,"",108,""
6095,2018Q4,S08000020,S08000020,"",Cervical,"",9,"",9,""
6096,2018Q4,S08000020,S08000020,"",Colorectal,"",105,"",99,""
6097,2018Q4,S08000020,S08000020,"",Head & Neck,"",32,"",31,""
6098,2018Q4,S08000020,S08000020,"",Lung,"",112,"",109,""
6099,2018Q4,S08000020,S08000020,"",Lymphoma,"",33,"",31,""
6100,2018Q4,S08000020,S08000020,"",Melanoma,"",40,"",38,""
6101,2018Q4,S08000020,S08000020,"",Ovarian,"",13,"",13,""
6102,2018Q4,S08000020,S08000020,"",Upper GI,"",66,"",66,""
6103,2018Q4,S08000020,S08000020,"",Urological,"",188,"",143,""
6104,2018Q4,S08000020,S08000022,"",Urological,"",1,"",1,""
6105,2018Q4,S08000020,S08000024,"",Upper GI,"",1,"",1,""
6106,2018Q4,S08000020,S08000026,"",Urological,"",1,"",1,""
6107,2018Q4,S08000022,S08000020,"",Breast,"",1,"",1,""
6108,2018Q4,S08000022,S08000020,"",Urological,"",5,"",1,""
6109,2018Q4,S08000022,S08000022,"",Breast,"",75,"",75,""
6110,2018Q4,S08000022,S08000022,"",Cervical,"",4,"",4,""
6111,2018Q4,S08000022,S08000022,"",Colorectal,"",45,"",44,""
6112,2018Q4,S08000022,S08000022,"",Head & Neck,"",8,"",8,""
6113,2018Q4,S08000022,S08000022,"",Lung,"",41,"",41,""
6114,2018Q4,S08000022,S08000022,"",Lymphoma,"",21,"",21,""
6115,2018Q4,S08000022,S08000022,"",Melanoma,"",20,"",19,""
6116,2018Q4,S08000022,S08000022,"",Ovarian,"",4,"",4,""
6117,2018Q4,S08000022,S08000022,"",Upper GI,"",37,"",36,""
6118,2018Q4,S08000022,S08000022,"",Urological,"",61,"",49,""
6119,2018Q4,S08000022,S08000028,"",Urological,"",1,"",1,""
6120,2018Q4,S08000022,S08000030,"",Lymphoma,"",1,"",1,""
6121,2018Q4,S08000022,S08000031,"",Colorectal,"",3,"",3,""
6122,2018Q4,S08000022,S08000031,"",Head & Neck,"",2,"",2,""
6123,2018Q4,S08000022,S08000031,"",Lung,"",2,"",2,""
6124,2018Q4,S08000022,SB0801,"",Lung,"",10,"",10,""
6125,2018Q4,S08000022,SB0801,"",Melanoma,"",1,"",1,""
6126,2018Q4,S08000024,S08000019,"",Breast,"",1,"",1,""
6127,2018Q4,S08000024,S08000024,"",Breast,"",240,"",239,""
6128,2018Q4,S08000024,S08000024,"",Cervical,"",16,"",16,""
6129,2018Q4,S08000024,S08000024,"",Colorectal,"",107,"",91,""
6130,2018Q4,S08000024,S08000024,"",Head & Neck,"",50,"",50,""
6131,2018Q4,S08000024,S08000024,"",Lung,"",178,"",175,""
6132,2018Q4,S08000024,S08000024,"",Lymphoma,"",44,"",44,""
6133,2018Q4,S08000024,S08000024,"",Melanoma,"",27,"",27,""
6134,2018Q4,S08000024,S08000024,"",Ovarian,"",17,"",15,""
6135,2018Q4,S08000024,S08000024,"",Upper GI,"",79,"",79,""
6136,2018Q4,S08000024,S08000024,"",Urological,"",189,"",175,""
6137,2018Q4,S08000024,S08000029,"",Breast,"",1,"",1,""
6138,2018Q4,S08000025,S08000020,"",Colorectal,"",3,"",2,""
6139,2018Q4,S08000025,S08000020,"",Head & Neck,"",1,"",1,""
6140,2018Q4,S08000025,S08000020,"",Lung,"",1,"",1,""
6141,2018Q4,S08000025,S08000020,"",Lymphoma,"",1,"",1,""
6142,2018Q4,S08000025,S08000020,"",Upper GI,"",2,"",2,""
6143,2018Q4,S08000025,S08000020,"",Urological,"",1,"",0,""
6144,2018Q4,S08000025,S08000025,"",Breast,"",2,"",2,""
6145,2018Q4,S08000025,S08000025,"",Colorectal,"",3,"",2,""
6146,2018Q4,S08000025,S08000025,"",Lung,"",1,"",1,""
6147,2018Q4,S08000025,S08000025,"",Upper GI,"",1,"",1,""
6148,2018Q4,S08000025,S08000025,"",Urological,"",2,"",2,""
6149,2018Q4,S08000026,S08000020,"",Breast,"",1,"",1,""
6150,2018Q4,S08000026,S08000020,"",Head & Neck,"",2,"",2,""
6151,2018Q4,S08000026,S08000020,"",Lung,"",1,"",1,""
6152,2018Q4,S08000026,S08000020,"",Upper GI,"",1,"",1,""
6153,2018Q4,S08000026,S08000020,"",Urological,"",1,"",0,""
6154,2018Q4,S08000026,S08000026,"",Breast,"",2,"",2,""
6155,2018Q4,S08000026,S08000026,"",Cervical,"",1,"",1,""
6156,2018Q4,S08000026,S08000026,"",Colorectal,"",5,"",5,""
6157,2018Q4,S08000026,S08000026,"",Melanoma,"",1,"",1,""
6158,2018Q4,S08000026,S08000026,"",Ovarian,"",1,"",1,""
6159,2018Q4,S08000026,S08000026,"",Upper GI,"",3,"",3,""
6160,2018Q4,S08000026,S08000026,"",Urological,"",9,"",8,""
6161,2018Q4,S08000028,S08000022,"",Breast,"",1,"",1,""
6162,2018Q4,S08000028,S08000022,"",Colorectal,"",2,"",1,""
6163,2018Q4,S08000028,S08000022,"",Head & Neck,"",1,"",1,""
6164,2018Q4,S08000028,S08000022,"",Lymphoma,"",1,"",1,""
6165,2018Q4,S08000028,S08000022,"",Upper GI,"",2,"",2,""
6166,2018Q4,S08000028,S08000022,"",Urological,"",4,"",2,""
6167,2018Q4,S08000028,S08000028,"",Head & Neck,"",1,"",1,""
6168,2018Q4,S08000028,S08000028,"",Lung,"",1,"",1,""
6169,2018Q4,S08000028,S08000028,"",Melanoma,"",1,"",1,""
6170,2018Q4,S08000028,S08000028,"",Upper GI,"",1,"",1,""
6171,2018Q4,S08000028,S08000028,"",Urological,"",3,"",3,""
6172,2018Q4,S08000028,S08000031,"",Colorectal,"",1,"",1,""
6173,2018Q4,S08000028,S08000031,"",Lymphoma,"",1,"",1,""
6174,2018Q4,S08000028,S08000031,"",Upper GI,"",1,"",1,""
6175,2018Q4,S08000028,SB0801,"",Lung,"",3,"",3,""
6176,2018Q4,S08000029,S08000024,"",Breast,"",1,"",1,""
6177,2018Q4,S08000029,S08000024,"",Colorectal,"",6,"",6,""
6178,2018Q4,S08000029,S08000024,"",Head & Neck,"",5,"",5,""
6179,2018Q4,S08000029,S08000024,"",Lung,"",37,"",32,""
6180,2018Q4,S08000029,S08000024,"",Upper GI,"",12,"",12,""
6181,2018Q4,S08000029,S08000024,"",Urological,"",5,"",5,""
6182,2018Q4,S08000029,S08000029,"",Breast,"",51,"",45,""
6183,2018Q4,S08000029,S08000029,"",Cervical,"",1,"",1,""
6184,2018Q4,S08000029,S08000029,"",Colorectal,"",70,"",70,""
6185,2018Q4,S08000029,S08000029,"",Head & Neck,"",1,"",1,""
6186,2018Q4,S08000029,S08000029,"",Lung,"",50,"",50,""
6187,2018Q4,S08000029,S08000029,"",Lymphoma,"",19,"",19,""
6188,2018Q4,S08000029,S08000029,"",Melanoma,"",16,"",16,""
6189,2018Q4,S08000029,S08000029,"",Ovarian,"",6,"",5,""
6190,2018Q4,S08000029,S08000029,"",Upper GI,"",35,"",35,""
6191,2018Q4,S08000029,S08000029,"",Urological,"",90,"",82,""
6192,2018Q4,S08000029,S08000030,"",Breast,"",1,"",1,""
6193,2018Q4,S08000029,S08000030,"",Cervical,"",1,"",1,""
6194,2018Q4,S08000029,S08000030,"",Head & Neck,"",6,"",6,""
6195,2018Q4,S08000029,S08000030,"",Lung,"",1,"",1,""
6196,2018Q4,S08000030,S08000020,"",Cervical,"",1,"",0,""
6197,2018Q4,S08000030,S08000020,"",Ovarian,"",1,"",1,""
6198,2018Q4,S08000030,S08000024,"",Lung,"",16,"",13,""
6199,2018Q4,S08000030,S08000024,"",Urological,"",1,"",1,""
6200,2018Q4,S08000030,S08000030,"",Breast,"",110,"",101,""
6201,2018Q4,S08000030,S08000030,"",Cervical,"",10,"",9,""
6202,2018Q4,S08000030,S08000030,"",Colorectal,"",78,"",75,""
6203,2018Q4,S08000030,S08000030,"",Head & Neck,"",16,"",13,""
6204,2018Q4,S08000030,S08000030,"",Lung,"",83,"",76,""
6205,2018Q4,S08000030,S08000030,"",Lymphoma,"",18,"",18,""
6206,2018Q4,S08000030,S08000030,"",Melanoma,"",41,"",37,""
6207,2018Q4,S08000030,S08000030,"",Ovarian,"",6,"",6,""
6208,2018Q4,S08000030,S08000030,"",Upper GI,"",48,"",48,""
6209,2018Q4,S08000030,S08000030,"",Urological,"",102,"",83,""
6210,2018Q4,S08000031,S08000024,"",Urological,"",1,"",1,""
6211,2018Q4,S08000031,S08000030,"",Lung,"",1,"",1,""
6212,2018Q4,S08000031,S08000031,"",Breast,"",346,"",310,""
6213,2018Q4,S08000031,S08000031,"",Cervical,"",15,"",15,""
6214,2018Q4,S08000031,S08000031,"",Colorectal,"",205,"",202,""
6215,2018Q4,S08000031,S08000031,"",Head & Neck,"",83,"",83,""
6216,2018Q4,S08000031,S08000031,"",Lung,"",251,"",238,""
6217,2018Q4,S08000031,S08000031,"",Lymphoma,"",76,"",76,""
6218,2018Q4,S08000031,S08000031,"",Melanoma,"",71,"",70,""
6219,2018Q4,S08000031,S08000031,"",Ovarian,"",31,"",31,""
6220,2018Q4,S08000031,S08000031,"",Upper GI,"",136,"",133,""
6221,2018Q4,S08000031,S08000031,"",Urological,"",404,"",371,""
6222,2018Q4,S08000031,S08000032,"",Breast,"",46,"",43,""
6223,2018Q4,S08000031,S08000032,"",Lung,"",1,"",1,""
6224,2018Q4,S08000031,SB0801,"",Lung,"",34,"",34,""
6225,2018Q4,S08000032,S08000024,"",Upper GI,"",2,"",2,""
6226,2018Q4,S08000032,S08000031,"",Breast,"",3,"",2,""
6227,2018Q4,S08000032,S08000031,"",Cervical,"",10,"",10,""
6228,2018Q4,S08000032,S08000031,"",Colorectal,"",12,"",11,""
6229,2018Q4,S08000032,S08000031,"",Head & Neck,"",13,"",13,""
6230,2018Q4,S08000032,S08000031,"",Lung,"",32,"",27,""
6231,2018Q4,S08000032,S08000031,"",Lymphoma,"",3,"",3,""
6232,2018Q4,S08000032,S08000031,"",Melanoma,"",2,"",2,""
6233,2018Q4,S08000032,S08000031,"",Ovarian,"",9,"",9,""
6234,2018Q4,S08000032,S08000031,"",Upper GI,"",20,"",20,""
6235,2018Q4,S08000032,S08000031,"",Urological,"",12,"",12,""
6236,2018Q4,S08000032,S08000032,"",Breast,"",77,"",77,""
6237,2018Q4,S08000032,S08000032,"",Cervical,"",2,"",2,""
6238,2018Q4,S08000032,S08000032,"",Colorectal,"",56,"",56,""
6239,2018Q4,S08000032,S08000032,"",Head & Neck,"",26,"",26,""
6240,2018Q4,S08000032,S08000032,"",Lung,"",91,"",91,""
6241,2018Q4,S08000032,S08000032,"",Lymphoma,"",30,"",30,""
6242,2018Q4,S08000032,S08000032,"",Melanoma,"",36,"",36,""
6243,2018Q4,S08000032,S08000032,"",Ovarian,"",4,"",4,""
6244,2018Q4,S08000032,S08000032,"",Upper GI,"",41,"",41,""
6245,2018Q4,S08000032,S08000032,"",Urological,"",108,"",106,""
6246,2018Q4,S08000032,SB0801,"",Lung,"",24,"",24,""
6247,2019Q1,S08000015,S08000015,"",Breast,"",93,"",91,""
6248,2019Q1,S08000015,S08000015,"",Cervical,"",3,"",3,""
6249,2019Q1,S08000015,S08000015,"",Colorectal,"",46,"",45,""
6250,2019Q1,S08000015,S08000015,"",Head & Neck,"",11,"",10,""
6251,2019Q1,S08000015,S08000015,"",Lung,"",44,"",44,""
6252,2019Q1,S08000015,S08000015,"",Lymphoma,"",5,"",5,""
6253,2019Q1,S08000015,S08000015,"",Melanoma,"",20,"",20,""
6254,2019Q1,S08000015,S08000015,"",Ovarian,"",8,"",8,""
6255,2019Q1,S08000015,S08000015,"",Upper GI,"",27,"",27,""
6256,2019Q1,S08000015,S08000015,"",Urological,"",87,"",85,""
6257,2019Q1,S08000015,S08000017,"",Breast,"",1,"",1,""
6258,2019Q1,S08000015,S08000031,"",Breast,"",2,"",1,""
6259,2019Q1,S08000015,S08000031,"",Cervical,"",4,"",4,""
6260,2019Q1,S08000015,S08000031,"",Colorectal,"",1,"",1,""
6261,2019Q1,S08000015,S08000031,"",Head & Neck,"",8,"",8,""
6262,2019Q1,S08000015,S08000031,"",Lung,"",6,"",6,""
6263,2019Q1,S08000015,S08000031,"",Ovarian,"",2,"",2,""
6264,2019Q1,S08000015,S08000031,"",Upper GI,"",10,"",10,""
6265,2019Q1,S08000015,S08000031,"",Urological,"",8,"",8,""
6266,2019Q1,S08000015,SB0801,"",Lung,"",5,"",5,""
6267,2019Q1,S08000016,S08000016,"",Breast,"",15,"",15,""
6268,2019Q1,S08000016,S08000016,"",Cervical,"",1,"",1,""
6269,2019Q1,S08000016,S08000016,"",Colorectal,"",25,"",25,""
6270,2019Q1,S08000016,S08000016,"",Head & Neck,"",3,"",3,""
6271,2019Q1,S08000016,S08000016,"",Lung,"",16,"",16,""
6272,2019Q1,S08000016,S08000016,"",Lymphoma,"",8,"",8,""
6273,2019Q1,S08000016,S08000016,"",Melanoma,"",7,"",7,""
6274,2019Q1,S08000016,S08000016,"",Ovarian,"",3,"",3,""
6275,2019Q1,S08000016,S08000016,"",Upper GI,"",8,"",8,""
6276,2019Q1,S08000016,S08000016,"",Urological,"",16,"",16,""
6277,2019Q1,S08000016,S08000024,"",Breast,"",1,"",1,""
6278,2019Q1,S08000016,S08000024,"",Colorectal,"",1,"",1,""
6279,2019Q1,S08000016,S08000024,"",Head & Neck,"",4,"",4,""
6280,2019Q1,S08000016,S08000024,"",Lung,"",10,"",10,""
6281,2019Q1,S08000016,S08000024,"",Melanoma,"",1,"",1,""
6282,2019Q1,S08000016,S08000024,"",Upper GI,"",2,"",2,""
6283,2019Q1,S08000016,S08000024,"",Urological,"",7,"",7,""
6284,2019Q1,S08000017,S08000017,"",Breast,"",21,"",21,""
6285,2019Q1,S08000017,S08000017,"",Colorectal,"",20,"",18,""
6286,2019Q1,S08000017,S08000017,"",Head & Neck,"",3,"",3,""
6287,2019Q1,S08000017,S08000017,"",Lung,"",36,"",36,""
6288,2019Q1,S08000017,S08000017,"",Lymphoma,"",5,"",5,""
6289,2019Q1,S08000017,S08000017,"",Melanoma,"",10,"",10,""
6290,2019Q1,S08000017,S08000017,"",Ovarian,"",1,"",1,""
6291,2019Q1,S08000017,S08000017,"",Upper GI,"",19,"",19,""
6292,2019Q1,S08000017,S08000017,"",Urological,"",38,"",33,""
6293,2019Q1,S08000017,S08000024,"",Breast,"",1,"",1,""
6294,2019Q1,S08000017,S08000024,"",Cervical,"",1,"",1,""
6295,2019Q1,S08000017,S08000024,"",Colorectal,"",3,"",3,""
6296,2019Q1,S08000017,S08000024,"",Head & Neck,"",3,"",3,""
6297,2019Q1,S08000017,S08000024,"",Lung,"",2,"",2,""
6298,2019Q1,S08000017,S08000024,"",Ovarian,"",3,"",3,""
6299,2019Q1,S08000017,S08000024,"",Upper GI,"",2,"",2,""
6300,2019Q1,S08000017,S08000024,"",Urological,"",7,"",7,""
6301,2019Q1,S08000017,S08000031,"",Head & Neck,"",3,"",3,""
6302,2019Q1,S08000017,S08000031,"",Lymphoma,"",1,"",1,""
6303,2019Q1,S08000017,SB0801,"",Lung,"",7,"",7,""
6304,2019Q1,S08000019,S08000019,"",Breast,"",33,"",31,""
6305,2019Q1,S08000019,S08000019,"",Cervical,"",1,"",1,""
6306,2019Q1,S08000019,S08000019,"",Colorectal,"",46,"",42,""
6307,2019Q1,S08000019,S08000019,"",Head & Neck,"",4,"",4,""
6308,2019Q1,S08000019,S08000019,"",Lung,"",39,"",39,""
6309,2019Q1,S08000019,S08000019,"",Lymphoma,"",17,"",17,""
6310,2019Q1,S08000019,S08000019,"",Melanoma,"",18,"",18,""
6311,2019Q1,S08000019,S08000019,"",Ovarian,"",1,"",1,""
6312,2019Q1,S08000019,S08000019,"",Upper GI,"",30,"",30,""
6313,2019Q1,S08000019,S08000019,"",Urological,"",86,"",86,""
6314,2019Q1,S08000019,S08000024,"",Upper GI,"",3,"",3,""
6315,2019Q1,S08000019,S08000024,"",Urological,"",1,"",1,""
6316,2019Q1,S08000019,S08000031,"",Cervical,"",3,"",3,""
6317,2019Q1,S08000019,S08000031,"",Colorectal,"",2,"",2,""
6318,2019Q1,S08000019,S08000031,"",Head & Neck,"",10,"",10,""
6319,2019Q1,S08000019,S08000031,"",Lung,"",6,"",6,""
6320,2019Q1,S08000019,S08000031,"",Ovarian,"",6,"",6,""
6321,2019Q1,S08000019,S08000031,"",Upper GI,"",5,"",5,""
6322,2019Q1,S08000019,S08000031,"",Urological,"",15,"",12,""
6323,2019Q1,S08000019,S08000032,"",Breast,"",1,"",1,""
6324,2019Q1,S08000019,S08000032,"",Head & Neck,"",2,"",2,""
6325,2019Q1,S08000019,SB0801,"",Lung,"",8,"",8,""
6326,2019Q1,S08000020,S08000020,"",Breast,"",104,"",103,""
6327,2019Q1,S08000020,S08000020,"",Cervical,"",11,"",8,""
6328,2019Q1,S08000020,S08000020,"",Colorectal,"",101,"",91,""
6329,2019Q1,S08000020,S08000020,"",Head & Neck,"",40,"",39,""
6330,2019Q1,S08000020,S08000020,"",Lung,"",96,"",94,""
6331,2019Q1,S08000020,S08000020,"",Lymphoma,"",36,"",35,""
6332,2019Q1,S08000020,S08000020,"",Melanoma,"",31,"",31,""
6333,2019Q1,S08000020,S08000020,"",Ovarian,"",9,"",9,""
6334,2019Q1,S08000020,S08000020,"",Upper GI,"",74,"",74,""
6335,2019Q1,S08000020,S08000020,"",Urological,"",157,"",134,""
6336,2019Q1,S08000020,S08000024,"",Urological,"",1,"",1,""
6337,2019Q1,S08000020,S08000025,"",Urological,"",1,"",1,""
6338,2019Q1,S08000022,S08000020,"",Cervical,"",1,"",1,""
6339,2019Q1,S08000022,S08000020,"",Lung,"",2,"",2,""
6340,2019Q1,S08000022,S08000020,"",Ovarian,"",3,"",3,""
6341,2019Q1,S08000022,S08000020,"",Urological,"",5,"",2,""
6342,2019Q1,S08000022,S08000022,"",Breast,"",73,"",69,""
6343,2019Q1,S08000022,S08000022,"",Cervical,"",4,"",4,""
6344,2019Q1,S08000022,S08000022,"",Colorectal,"",53,"",51,""
6345,2019Q1,S08000022,S08000022,"",Head & Neck,"",9,"",9,""
6346,2019Q1,S08000022,S08000022,"",Lung,"",36,"",36,""
6347,2019Q1,S08000022,S08000022,"",Lymphoma,"",17,"",17,""
6348,2019Q1,S08000022,S08000022,"",Melanoma,"",15,"",12,""
6349,2019Q1,S08000022,S08000022,"",Ovarian,"",3,"",3,""
6350,2019Q1,S08000022,S08000022,"",Upper GI,"",37,"",36,""
6351,2019Q1,S08000022,S08000022,"",Urological,"",80,"",70,""
6352,2019Q1,S08000022,S08000024,"",Upper GI,"",1,"",1,""
6353,2019Q1,S08000022,S08000024,"",Urological,"",2,"",1,""
6354,2019Q1,S08000022,S08000030,"",Head & Neck,"",5,"",5,""
6355,2019Q1,S08000022,S08000031,"",Melanoma,"",1,"",1,""
6356,2019Q1,S08000022,S08000031,"",Upper GI,"",3,"",3,""
