_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
1768,2017Q3,"",S08000024,"",S08000024,d,Emergency Inpatients,"",16632,46530,2.79761904761905,"",16463,134124,8.1469962947215,""
1769,2017Q4,"",S08000024,"",S08000024,d,Emergency Inpatients,"",16915,49596,2.93207212533255,"",16643,142644,8.5708105509824,""
1770,2018Q1,"",S08000024,"",S08000024,d,Emergency Inpatients,"",16526,50311,3.04435435072008,"",16447,142559,8.66778135830243,""
1771,2018Q2,"",S08000024,"",S08000024,d,Emergency Inpatients,"",16117,48393,3.00260594403425,"",15991,139838,8.74479394659496,""
1772,2018Q3,"",S08000024,"",S08000024,d,Emergency Inpatients,"",16301,49515,3.03754370897491,"",16119,137260,8.51541658911843,""
1773,2018Q4,"",S08000024,"",S08000024,d,Emergency Inpatients,"",17408,48944,2.81158088235294,"",17195,146458,8.51747601046816,""
1774,2019Q1,"",S08000024,"",S08000024,d,Emergency Inpatients,"",17143,46023,2.68465262789477,"",17004,140290,8.25041166784286,""
1775,2019Q2,"",S08000024,"",S08000024,d,Emergency Inpatients,"",17724,41302,2.33028661701647,"",17575,138953,7.90628733997155,""
1776,2019Q3,"",S08000024,"",S08000024,d,Emergency Inpatients,"",17655,41849,2.37037666383461,"",17497,132114,7.55066582842773,""
1777,2019Q4,"",S08000024,"",S08000024,d,Emergency Inpatients,"",17262,43518,2.521028849496,"",17104,137352,8.03040224508887,""
1778,2020Q1,"",S08000024,"",S08000024,d,Emergency Inpatients,"",15651,42793,2.73420228739378,"",15793,146693,9.28848223896663,""
1779,2020Q2,"",S08000024,"",S08000024,d,Emergency Inpatients,"",13356,29286,2.19272237196766,"",13103,97830,7.4662291078379,""
1780,2020Q3,"",S08000024,"",S08000024,d,Emergency Inpatients,"",16067,35216,2.1918217464368,"",15802,109754,6.94557650930262,""
1781,2020Q4,"",S08000024,"",S08000024,d,Emergency Inpatients,"",15164,36849,2.43003165391717,"",14952,122313,8.1803772070626,""
1782,2021Q1,"",S08000024,"",S08000024,d,Emergency Inpatients,"",15197,38771,2.55122721589787,"",15116,127073,8.40652288965335,""
1783,2021Q2,"",S08000024,"",S08000024,d,Emergency Inpatients,"",16581,39546,2.38501899764791,"",16328,122292,7.48971092601666,""
1784,2021Q3,"",S08000024,"",S08000024,d,Emergency Inpatients,"",15582,39759,2.55159799768964,"",15431,125470,8.13103492968699,""
1785,2021Q4,"",S08000024,"",S08000024,d,Emergency Inpatients,"",14786,41539,2.80934667929122,"",14696,131592,8.95427327163854,""
1786,2022Q1,"",S08000024,"",S08000024,d,Emergency Inpatients,"",13924,40647,2.91920425165182,"",13786,127644,9.25895836355723,""
1787,2022Q2,p,S08000024,"",S08000024,d,Emergency Inpatients,"",14073,40789,2.89838698216443,"",14039,132703,9.45245387848137,""
1788,2017Q2,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3363,9764,2.90336009515314,"",3315,24479,7.3843137254902,""
1789,2017Q3,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3370,9782,2.9026706231454,"",3318,22158,6.67811934900543,""
1790,2017Q4,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3367,9908,2.94267894267894,"",3306,23938,7.24077434966727,""
1791,2018Q1,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3483,10448,2.99971289118576,"",3436,24457,7.11786961583236,""
1792,2018Q2,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3308,10044,3.03627569528416,"",3252,24514,7.53813038130381,""
1793,2018Q3,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3509,9861,2.8102023368481,"",3447,23602,6.84711343196983,""
1794,2018Q4,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3861,11115,2.87878787878788,"",3844,27238,7.08584807492196,""
1795,2019Q1,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3805,10794,2.83679369250986,"",3744,24153,6.4511217948718,""
1796,2019Q2,"",S08000024,"",S12000040,"",Emergency Inpatients,"",4080,9865,2.41789215686275,"",4034,24561,6.08849776896381,""
1797,2019Q3,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3972,10941,2.75453172205438,"",3928,25646,6.52902240325866,""
1798,2019Q4,"",S08000024,"",S12000040,"",Emergency Inpatients,"",4017,11219,2.79288025889968,"",3978,24920,6.26445449974862,""
1799,2020Q1,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3723,11022,2.96051571313457,"",3758,29019,7.72192655667908,""
1800,2020Q2,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3240,6197,1.91265432098765,"",3159,16595,5.25324469768914,""
1801,2020Q3,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3882,8048,2.07315816589387,"",3819,21023,5.50484420005237,""
1802,2020Q4,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3585,8243,2.29930264993027,"",3549,21626,6.09354747816286,""
1803,2021Q1,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3886,9032,2.32424086464231,"",3836,22550,5.87851929092805,""
1804,2021Q2,"",S08000024,"",S12000040,"",Emergency Inpatients,"",4230,8323,1.96761229314421,"",4209,23013,5.46756949394155,""
1805,2021Q3,"",S08000024,"",S12000040,"",Emergency Inpatients,"",4119,9689,2.35226996843894,"",4035,22270,5.51920693928129,""
1806,2021Q4,"",S08000024,"",S12000040,"",Emergency Inpatients,"",4061,10150,2.49938438808175,"",4037,25125,6.22368095120139,""
1807,2022Q1,"",S08000024,"",S12000040,"",Emergency Inpatients,"",3631,8926,2.45827595703663,"",3561,24116,6.7722549845549,""
1808,2022Q2,p,S08000024,"",S12000040,"",Emergency Inpatients,"",3859,8328,2.15807203938844,"",3851,24405,6.33731498312127,""
1809,2017Q2,"",S08000025,"",S08000025,d,Emergency Inpatients,"",444,1877,4.22747747747748,"",408,3124,7.65686274509804,""
1810,2017Q3,"",S08000025,"",S08000025,d,Emergency Inpatients,"",424,1501,3.54009433962264,"",392,2747,7.00765306122449,""
1811,2017Q4,"",S08000025,"",S08000025,d,Emergency Inpatients,"",472,1770,3.75,"",439,3430,7.81321184510251,""
1812,2018Q1,"",S08000025,"",S08000025,d,Emergency Inpatients,"",461,1776,3.85249457700651,"",432,3048,7.05555555555556,""
1813,2018Q2,"",S08000025,"",S08000025,d,Emergency Inpatients,"",492,1589,3.22967479674797,"",454,2969,6.53964757709251,""
1814,2018Q3,"",S08000025,"",S08000025,d,Emergency Inpatients,"",499,1635,3.27655310621242,"",464,3400,7.32758620689655,""
1815,2018Q4,"",S08000025,"",S08000025,d,Emergency Inpatients,"",515,1841,3.5747572815534,"",471,3112,6.6072186836518,""
1816,2019Q1,"",S08000025,"",S08000025,d,Emergency Inpatients,"",487,1859,3.81724845995893,"",448,3379,7.54241071428571,""
1817,2019Q2,"",S08000025,"",S08000025,d,Emergency Inpatients,"",465,1657,3.56344086021505,"",424,3734,8.8066037735849,""
1818,2019Q3,"",S08000025,"",S08000025,d,Emergency Inpatients,"",436,1649,3.78211009174312,"",412,2774,6.73300970873786,""
1819,2019Q4,"",S08000025,"",S08000025,d,Emergency Inpatients,"",486,2126,4.37448559670782,"",449,3165,7.04899777282851,""
1820,2020Q1,"",S08000025,"",S08000025,d,Emergency Inpatients,"",462,2111,4.56926406926407,"",436,3595,8.2454128440367,""
1821,2020Q2,"",S08000025,"",S08000025,d,Emergency Inpatients,"",363,1530,4.21487603305785,"",341,2816,8.25806451612903,""
1822,2020Q3,"",S08000025,"",S08000025,d,Emergency Inpatients,"",480,1894,3.94583333333333,"",434,2740,6.31336405529954,""
1823,2020Q4,"",S08000025,"",S08000025,d,Emergency Inpatients,"",480,2308,4.80833333333333,"",450,3083,6.85111111111111,""
1824,2021Q1,"",S08000025,"",S08000025,d,Emergency Inpatients,"",489,1893,3.87116564417178,"",447,3025,6.76733780760626,""
1825,2021Q2,"",S08000025,"",S08000025,d,Emergency Inpatients,"",499,2183,4.374749498998,"",459,3959,8.62527233115468,""
1826,2021Q3,"",S08000025,"",S08000025,d,Emergency Inpatients,"",533,2226,4.17636022514071,"",487,3316,6.80903490759754,""
1827,2021Q4,"",S08000025,"",S08000025,d,Emergency Inpatients,"",514,2612,5.08171206225681,"",462,3598,7.78787878787879,""
1828,2022Q1,"",S08000025,"",S08000025,d,Emergency Inpatients,"",481,2068,4.2993762993763,"",441,3620,8.20861678004535,""
1829,2022Q2,p,S08000025,"",S08000025,d,Emergency Inpatients,"",456,1983,4.34868421052632,"",440,4519,10.2704545454545,""
1830,2017Q2,"",S08000025,"",S12000023,"",Emergency Inpatients,"",444,1877,4.22747747747748,"",408,3124,7.65686274509804,""
1831,2017Q3,"",S08000025,"",S12000023,"",Emergency Inpatients,"",424,1501,3.54009433962264,"",392,2747,7.00765306122449,""
1832,2017Q4,"",S08000025,"",S12000023,"",Emergency Inpatients,"",472,1770,3.75,"",439,3430,7.81321184510251,""
1833,2018Q1,"",S08000025,"",S12000023,"",Emergency Inpatients,"",461,1776,3.85249457700651,"",432,3048,7.05555555555556,""
1834,2018Q2,"",S08000025,"",S12000023,"",Emergency Inpatients,"",492,1589,3.22967479674797,"",454,2969,6.53964757709251,""
1835,2018Q3,"",S08000025,"",S12000023,"",Emergency Inpatients,"",499,1635,3.27655310621242,"",464,3400,7.32758620689655,""
1836,2018Q4,"",S08000025,"",S12000023,"",Emergency Inpatients,"",515,1841,3.5747572815534,"",471,3112,6.6072186836518,""
1837,2019Q1,"",S08000025,"",S12000023,"",Emergency Inpatients,"",487,1859,3.81724845995893,"",448,3379,7.54241071428571,""
1838,2019Q2,"",S08000025,"",S12000023,"",Emergency Inpatients,"",465,1657,3.56344086021505,"",424,3734,8.8066037735849,""
1839,2019Q3,"",S08000025,"",S12000023,"",Emergency Inpatients,"",436,1649,3.78211009174312,"",412,2774,6.73300970873786,""
1840,2019Q4,"",S08000025,"",S12000023,"",Emergency Inpatients,"",486,2126,4.37448559670782,"",449,3165,7.04899777282851,""
1841,2020Q1,"",S08000025,"",S12000023,"",Emergency Inpatients,"",462,2111,4.56926406926407,"",436,3595,8.2454128440367,""
1842,2020Q2,"",S08000025,"",S12000023,"",Emergency Inpatients,"",363,1530,4.21487603305785,"",341,2816,8.25806451612903,""
1843,2020Q3,"",S08000025,"",S12000023,"",Emergency Inpatients,"",480,1894,3.94583333333333,"",434,2740,6.31336405529954,""
1844,2020Q4,"",S08000025,"",S12000023,"",Emergency Inpatients,"",480,2308,4.80833333333333,"",450,3083,6.85111111111111,""
1845,2021Q1,"",S08000025,"",S12000023,"",Emergency Inpatients,"",489,1893,3.87116564417178,"",447,3025,6.76733780760626,""
1846,2021Q2,"",S08000025,"",S12000023,"",Emergency Inpatients,"",499,2183,4.374749498998,"",459,3959,8.62527233115468,""
1847,2021Q3,"",S08000025,"",S12000023,"",Emergency Inpatients,"",533,2226,4.17636022514071,"",487,3316,6.80903490759754,""
1848,2021Q4,"",S08000025,"",S12000023,"",Emergency Inpatients,"",514,2612,5.08171206225681,"",462,3598,7.78787878787879,""
1849,2022Q1,"",S08000025,"",S12000023,"",Emergency Inpatients,"",481,2068,4.2993762993763,"",441,3620,8.20861678004535,""
1850,2022Q2,p,S08000025,"",S12000023,"",Emergency Inpatients,"",456,1983,4.34868421052632,"",440,4519,10.2704545454545,""
1851,2017Q2,"",S08000026,"",S08000026,d,Emergency Inpatients,"",520,2114,4.06538461538462,"",489,2441,4.9918200408998,""
1852,2017Q3,"",S08000026,"",S08000026,d,Emergency Inpatients,"",509,2108,4.14145383104126,"",472,2800,5.93220338983051,""
1853,2017Q4,"",S08000026,"",S08000026,d,Emergency Inpatients,"",544,2238,4.11397058823529,"",517,3063,5.92456479690522,""
1854,2018Q1,"",S08000026,"",S08000026,d,Emergency Inpatients,"",547,2109,3.85557586837294,"",514,2818,5.48249027237354,""
1855,2018Q2,"",S08000026,"",S08000026,d,Emergency Inpatients,"",531,2145,4.03954802259887,"",500,2901,5.802,""
1856,2018Q3,"",S08000026,"",S08000026,d,Emergency Inpatients,"",494,2064,4.17813765182186,"",464,2607,5.61853448275862,""
1857,2018Q4,"",S08000026,"",S08000026,d,Emergency Inpatients,"",537,2019,3.75977653631285,"",521,3061,5.87523992322457,""
1858,2019Q1,"",S08000026,"",S08000026,d,Emergency Inpatients,"",524,2359,4.50190839694656,"",472,2710,5.74152542372881,""
1859,2019Q2,"",S08000026,"",S08000026,d,Emergency Inpatients,"",513,2263,4.41130604288499,"",479,2857,5.96450939457203,""
1860,2019Q3,"",S08000026,"",S08000026,d,Emergency Inpatients,"",491,2479,5.04887983706721,"",465,3004,6.46021505376344,""
1861,2019Q4,"",S08000026,"",S08000026,d,Emergency Inpatients,"",485,2200,4.5360824742268004,"",453,3089,6.81898454746137,""
1862,2020Q1,"",S08000026,"",S08000026,d,Emergency Inpatients,"",481,2176,4.52390852390852,"",450,2893,6.42888888888889,""
1863,2020Q2,"",S08000026,"",S08000026,d,Emergency Inpatients,"",361,1216,3.36842105263158,"",326,1761,5.40184049079755,""
1864,2020Q3,"",S08000026,"",S08000026,d,Emergency Inpatients,"",486,1997,4.10905349794239,"",452,2565,5.67477876106195,""
1865,2020Q4,"",S08000026,"",S08000026,d,Emergency Inpatients,"",458,1750,3.82096069868996,"",437,2348,5.37299771167048,""
1866,2021Q1,"",S08000026,"",S08000026,d,Emergency Inpatients,"",448,1567,3.49776785714286,"",407,2267,5.57002457002457,""
1867,2021Q2,"",S08000026,"",S08000026,d,Emergency Inpatients,"",456,1736,3.80701754385965,"",420,2586,6.15714285714286,""
1868,2021Q3,"",S08000026,"",S08000026,d,Emergency Inpatients,"",482,1913,3.96887966804979,"",440,2472,5.61818181818182,""
1869,2021Q4,"",S08000026,"",S08000026,d,Emergency Inpatients,"",391,1482,3.79028132992327,"",377,2282,6.05305039787798,""
1870,2022Q1,"",S08000026,"",S08000026,d,Emergency Inpatients,"",379,1688,4.45382585751979,"",354,1978,5.58757062146893,""
1871,2022Q2,p,S08000026,"",S08000026,d,Emergency Inpatients,"",456,2123,4.65570175438596,"",431,2646,6.13921113689095,""
1872,2017Q2,"",S08000026,"",S12000027,"",Emergency Inpatients,"",520,2114,4.06538461538462,"",489,2441,4.9918200408998,""
1873,2017Q3,"",S08000026,"",S12000027,"",Emergency Inpatients,"",509,2108,4.14145383104126,"",472,2800,5.93220338983051,""
1874,2017Q4,"",S08000026,"",S12000027,"",Emergency Inpatients,"",544,2238,4.11397058823529,"",517,3063,5.92456479690522,""
1875,2018Q1,"",S08000026,"",S12000027,"",Emergency Inpatients,"",547,2109,3.85557586837294,"",514,2818,5.48249027237354,""
1876,2018Q2,"",S08000026,"",S12000027,"",Emergency Inpatients,"",531,2145,4.03954802259887,"",500,2901,5.802,""
1877,2018Q3,"",S08000026,"",S12000027,"",Emergency Inpatients,"",494,2064,4.17813765182186,"",464,2607,5.61853448275862,""
1878,2018Q4,"",S08000026,"",S12000027,"",Emergency Inpatients,"",537,2019,3.75977653631285,"",521,3061,5.87523992322457,""
1879,2019Q1,"",S08000026,"",S12000027,"",Emergency Inpatients,"",524,2359,4.50190839694656,"",472,2710,5.74152542372881,""
1880,2019Q2,"",S08000026,"",S12000027,"",Emergency Inpatients,"",513,2263,4.41130604288499,"",479,2857,5.96450939457203,""
1881,2019Q3,"",S08000026,"",S12000027,"",Emergency Inpatients,"",491,2479,5.04887983706721,"",465,3004,6.46021505376344,""
1882,2019Q4,"",S08000026,"",S12000027,"",Emergency Inpatients,"",485,2200,4.5360824742268004,"",453,3089,6.81898454746137,""
1883,2020Q1,"",S08000026,"",S12000027,"",Emergency Inpatients,"",481,2176,4.52390852390852,"",450,2893,6.42888888888889,""
1884,2020Q2,"",S08000026,"",S12000027,"",Emergency Inpatients,"",361,1216,3.36842105263158,"",326,1761,5.40184049079755,""
1885,2020Q3,"",S08000026,"",S12000027,"",Emergency Inpatients,"",486,1997,4.10905349794239,"",452,2565,5.67477876106195,""
1886,2020Q4,"",S08000026,"",S12000027,"",Emergency Inpatients,"",458,1750,3.82096069868996,"",437,2348,5.37299771167048,""
1887,2021Q1,"",S08000026,"",S12000027,"",Emergency Inpatients,"",448,1567,3.49776785714286,"",407,2267,5.57002457002457,""
1888,2021Q2,"",S08000026,"",S12000027,"",Emergency Inpatients,"",456,1736,3.80701754385965,"",420,2586,6.15714285714286,""
1889,2021Q3,"",S08000026,"",S12000027,"",Emergency Inpatients,"",482,1913,3.96887966804979,"",440,2472,5.61818181818182,""
1890,2021Q4,"",S08000026,"",S12000027,"",Emergency Inpatients,"",391,1482,3.79028132992327,"",377,2282,6.05305039787798,""
1891,2022Q1,"",S08000026,"",S12000027,"",Emergency Inpatients,"",379,1688,4.45382585751979,"",354,1978,5.58757062146893,""
1892,2022Q2,p,S08000026,"",S12000027,"",Emergency Inpatients,"",456,2123,4.65570175438596,"",431,2646,6.13921113689095,""
1893,2017Q2,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2453,6879,2.80432123929882,"",2447,18885,7.71761340416837,""
1894,2017Q3,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2303,6460,2.80503690838037,"",2267,17291,7.62726069695633,""
1895,2017Q4,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2367,6707,2.83354457118716,"",2305,18042,7.82733188720174,""
1896,2018Q1,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2301,6216,2.70143415906128,"",2309,18803,8.1433521004764,""
1897,2018Q2,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2295,6704,2.92113289760349,"",2281,18270,8.00964489259097,""
1898,2018Q3,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2246,6518,2.90204808548531,"",2204,16179,7.34074410163339,""
1899,2018Q4,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2280,6851,3.00482456140351,"",2252,16865,7.48889875666075,""
1900,2019Q1,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2381,7008,2.94330113397732,"",2344,16612,7.08703071672355,""
1901,2019Q2,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2397,6586,2.74760116812683,"",2393,16783,7.01337233597994,""
1902,2019Q3,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2327,6832,2.93596905887409,"",2308,16434,7.12045060658579,""
1903,2019Q4,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2425,6591,2.7179381443299,"",2396,17048,7.11519198664441,""
1904,2020Q1,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2128,5741,2.69783834586466,"",2165,16518,7.62956120092379,""
1905,2020Q2,"",S08000030,"",S12000041,"",Emergency Inpatients,"",1718,4018,2.33876600698487,"",1670,9551,5.71916167664671,""
1906,2020Q3,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2112,5566,2.63541666666667,"",2064,13651,6.61385658914729,""
1907,2020Q4,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2097,6087,2.90271816881259,"",2064,15046,7.28972868217054,""
1908,2021Q1,"",S08000030,"",S12000041,"",Emergency Inpatients,"",1912,5235,2.73797071129707,"",1901,15307,8.05207785376118,""
1909,2021Q2,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2151,5998,2.78847047884705,"",2125,14304,6.73129411764706,""
1910,2021Q3,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2175,6033,2.77379310344828,"",2143,14483,6.75828278114792,""
1911,2021Q4,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2324,6705,2.88511187607573,"",2289,16757,7.32066404543469,""
1912,2022Q1,"",S08000030,"",S12000041,"",Emergency Inpatients,"",2263,6607,2.91957578435705,"",2225,15487,6.96044943820225,""
1913,2022Q2,p,S08000030,"",S12000041,"",Emergency Inpatients,"",2308,5884,2.54939341421144,"",2269,16277,7.17364477743499,""
1914,2017Q2,"",S08000030,"",S12000042,"",Emergency Inpatients,"",3615,9359,2.58893499308437,"",3584,29693,8.28487723214286,""
1915,2017Q3,"",S08000030,"",S12000042,"",Emergency Inpatients,"",3436,8915,2.59458672875437,"",3402,27187,7.99147560258671,""
1916,2017Q4,"",S08000030,"",S12000042,"",Emergency Inpatients,"",3466,9148,2.63935372186959,"",3392,26954,7.94634433962264,""
1917,2018Q1,"",S08000030,"",S12000042,"",Emergency Inpatients,"",3309,8688,2.62556663644606,"",3313,27217,8.21521279806822,""
1918,2018Q2,"",S08000030,"",S12000042,"",Emergency Inpatients,"",3298,11491,3.48423286840509,"",3262,29273,8.97394236664623,""
1919,2018Q3,"",S08000030,"",S12000042,"",Emergency Inpatients,"",3315,8667,2.61447963800905,"",3296,25779,7.82129854368932,""
1920,2018Q4,"",S08000030,"",S12000042,"",Emergency Inpatients,"",3275,8590,2.62290076335878,"",3230,25624,7.93312693498452,""
1921,2019Q1,"",S08000030,"",S12000042,"",Emergency Inpatients,"",3239,8644,2.66872491509725,"",3198,27704,8.66291432145091,""
1922,2019Q2,"",S08000030,"",S12000042,"",Emergency Inpatients,"",3165,7799,2.46413902053712,"",3142,24243,7.71578612348822,""
1923,2019Q3,"",S08000030,"",S12000042,"",Emergency Inpatients,"",3226,8702,2.69745815251085,"",3184,25845,8.11714824120603,""
1924,2019Q4,"",S08000030,"",S12000042,"",Emergency Inpatients,"",3286,7970,2.42544126597687,"",3234,25736,7.95794681508967,""
1925,2020Q1,"",S08000030,"",S12000042,"",Emergency Inpatients,"",3260,8417,2.5819018404908,"",3295,27093,8.22245827010622,""
