Time_period,Geography_Level,Area_name,Specialty,Quarterly_available_staffed_bed_days,Quarterly_occupied_bed_days,Daily_average_available_staffed_beds,Daily_average_occupied_beds,Percentage_occupancy
Jul - Sep-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Obstetrics,1932,756,21,8.2,39.1
Jul - Sep-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Obstetrics,1932,756,21,8.2,39.1
Oct - Dec-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Obstetrics,1938,681,21.1,7.4,35.1
Oct - Dec-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Obstetrics,1938,681,21.1,7.4,35.1
Jan - Mar-22,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Obstetrics,1890,693,21,7.7,36.7
Jan - Mar-22,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Obstetrics,1890,693,21,7.7,36.7
Apr - Jun-22,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Obstetrics,1913,718,21,7.9,37.5
Apr - Jun-22,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Obstetrics,1913,718,21,7.9,37.5
Apr - Jun-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,366,21,4,0.2,5.7
Apr - Jun-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,366,21,4,0.2,5.7
Jul - Sep-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,371,63,4,0.7,17
Jul - Sep-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,371,63,4,0.7,17
Oct - Dec-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,278,51,3,0.6,18.3
Oct - Dec-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,278,51,3,0.6,18.3
Jan - Mar-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,4,4,0,0,100
Jan - Mar-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,4,4,0,0,100
Apr - Jun-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,4,4,0,0,100
Apr - Jun-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,4,4,0,0,100
Jul - Sep-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,38,38,0.4,0.4,100
Jul - Sep-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,38,38,0.4,0.4,100
Oct - Dec-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,21,21,0.2,0.2,100
Oct - Dec-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,21,21,0.2,0.2,100
Jan - Mar-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,20,20,0.2,0.2,100
Jan - Mar-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,20,20,0.2,0.2,100
Apr - Jun-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,45,45,0.5,0.5,100
Apr - Jun-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,45,45,0.5,0.5,100
Jul - Sep-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,63,63,0.7,0.7,100
Jul - Sep-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,63,63,0.7,0.7,100
Oct - Dec-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,31,31,0.3,0.3,100
Oct - Dec-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,31,31,0.3,0.3,100
Jan - Mar-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,9,9,0.1,0.1,100
Jan - Mar-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,9,9,0.1,0.1,100
Apr - Jun-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,14,14,0.2,0.2,100
Apr - Jun-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,14,14,0.2,0.2,100
Jul - Sep-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,39,39,0.4,0.4,100
Jul - Sep-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,63,63,0.7,0.7,100
Oct - Dec-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,22,22,0.2,0.2,100
Oct - Dec-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,22,22,0.2,0.2,100
Jan - Mar-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,10,10,0.1,0.1,100
Jan - Mar-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,21,21,0.2,0.2,100
Apr - Jun-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,23,23,0.3,0.3,100
Apr - Jun-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,40,40,0.4,0.4,100
Jul - Sep-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,20,20,0.2,0.2,100
Jul - Sep-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,20,20,0.2,0.2,100
Oct - Dec-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,18,18,0.2,0.2,100
Oct - Dec-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,24,24,0.3,0.3,100
Jan - Mar-22,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,37,37,0.4,0.4,100
Jan - Mar-22,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,45,45,0.5,0.5,100
Apr - Jun-22,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Ophthalmology,8,8,0.1,0.1,100
Apr - Jun-22,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Ophthalmology,8,8,0.1,0.1,100
Apr - Jun-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Oral Surgery,3,3,0,0,100
Apr - Jun-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Oral Surgery,3,3,0,0,100
Oct - Dec-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Oral Surgery,1,1,0,0,100
Oct - Dec-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Oral Surgery,1,1,0,0,100
Oct - Dec-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Oral Surgery,1,1,0,0,100
Oct - Dec-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Oral Surgery,1,1,0,0,100
Apr - Jun-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Oral Surgery,2,2,0,0,100
Apr - Jun-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Oral Surgery,2,2,0,0,100
Apr - Jun-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,734,0,8.1,0,0
Apr - Jun-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,734,0,8.1,0,0
Jul - Sep-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,329,0,3.6,0,0
Jul - Sep-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,329,0,3.6,0,0
Oct - Dec-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,1335,0,14.5,0,0
Oct - Dec-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,1335,0,14.5,0,0
Jan - Mar-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,1789,0,19.9,0,0
Jan - Mar-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,1789,0,19.9,0,0
Apr - Jun-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,2797,0,30.7,0,0
Apr - Jun-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,2797,0,30.7,0,0
Jul - Sep-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,2392,0,26,0,0
Jul - Sep-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,2392,0,26,0,0
Oct - Dec-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,3875,0,42.1,0,0
Oct - Dec-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,3875,0,42.1,0,0
Jan - Mar-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,1812,0,20.1,0,0
Jan - Mar-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,1812,0,20.1,0,0
Apr - Jun-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,2023,0,22.2,0,0
Apr - Jun-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,2023,0,22.2,0,0
Jul - Sep-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,2634,0,28.6,0,0
Jul - Sep-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,2634,0,28.6,0,0
Oct - Dec-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,2214,0,24.1,0,0
Oct - Dec-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,2214,0,24.1,0,0
Jan - Mar-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,3654,0,40.2,0,0
Jan - Mar-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,3654,0,40.2,0,0
Apr - Jun-20,NHS Dumfries & Galloway,Galloway Community Hospital,Other Grouping,22,22,0.2,0.2,100
Apr - Jun-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,6487,0,71.3,0,0
Apr - Jun-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,6509,22,71.5,0.2,0.3
Jul - Sep-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,4865,0,52.9,0,0
Jul - Sep-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,4865,0,52.9,0,0
Oct - Dec-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,5858,0,63.7,0,0
Oct - Dec-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,5858,0,63.7,0,0
Jan - Mar-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,4452,0,49.5,0,0
Jan - Mar-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,4452,0,49.5,0,0
Apr - Jun-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,4302,0,47.3,0,0
Apr - Jun-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,4302,0,47.3,0,0
Jul - Sep-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,3479,0,37.8,0,0
Jul - Sep-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,3479,0,37.8,0,0
Oct - Dec-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,3387,0,36.8,0,0
Oct - Dec-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,3387,0,36.8,0,0
Jan - Mar-22,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,3258,0,36.2,0,0
Jan - Mar-22,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,3258,0,36.2,0,0
Apr - Jun-22,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Other Grouping,2580,0,28.4,0,0
Apr - Jun-22,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Other Grouping,2580,0,28.4,0,0
Jul - Sep-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatric Surgery,1,1,0,0,100
Jul - Sep-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatric Surgery,1,1,0,0,100
Apr - Jun-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,2793,1070,30.7,11.8,38.3
Apr - Jun-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,2793,1070,30.7,11.8,38.3
Jul - Sep-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,2816,983,30.6,10.7,34.9
Jul - Sep-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,2816,983,30.6,10.7,34.9
Oct - Dec-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3198,1144,34.8,12.4,35.8
Oct - Dec-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3198,1144,34.8,12.4,35.8
Jan - Mar-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3036,1186,33.7,13.2,39.1
Jan - Mar-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3036,1186,33.7,13.2,39.1
Apr - Jun-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3036,906,33.4,10,29.8
Apr - Jun-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3036,906,33.4,10,29.8
Jul - Sep-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3135,946,34.1,10.3,30.2
Jul - Sep-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3135,946,34.1,10.3,30.2
Oct - Dec-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3143,952,34.2,10.3,30.3
Oct - Dec-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3143,952,34.2,10.3,30.3
Jan - Mar-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3048,1355,33.9,15.1,44.5
Jan - Mar-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3048,1355,33.9,15.1,44.5
Apr - Jun-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3010,910,33.1,10,30.2
Apr - Jun-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3010,910,33.1,10,30.2
Jul - Sep-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3145,983,34.2,10.7,31.3
Jul - Sep-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3145,983,34.2,10.7,31.3
Oct - Dec-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3153,1285,34.3,14,40.8
Oct - Dec-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3153,1285,34.3,14,40.8
Jan - Mar-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3133,999,34.4,11,31.9
Jan - Mar-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3133,999,34.4,11,31.9
Apr - Jun-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3152,535,34.6,5.9,17
Apr - Jun-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3152,535,34.6,5.9,17
Jul - Sep-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3125,813,34,8.8,26
Jul - Sep-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3125,813,34,8.8,26
Oct - Dec-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3168,860,34.4,9.3,27.1
Oct - Dec-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3168,860,34.4,9.3,27.1
Jan - Mar-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3077,656,34.2,7.3,21.3
Jan - Mar-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3077,656,34.2,7.3,21.3
Apr - Jun-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3084,876,33.9,9.6,28.4
Apr - Jun-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3084,876,33.9,9.6,28.4
Jul - Sep-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3062,906,33.3,9.8,29.6
Jul - Sep-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3062,906,33.3,9.8,29.6
Oct - Dec-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3139,1227,34.1,13.3,39.1
Oct - Dec-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3139,1227,34.1,13.3,39.1
Jan - Mar-22,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3030,1086,33.7,12.1,35.8
Jan - Mar-22,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3030,1086,33.7,12.1,35.8
Apr - Jun-22,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics,3165,1152,34.8,12.7,36.4
Apr - Jun-22,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics,3165,1152,34.8,12.7,36.4
Apr - Jun-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,2793,1070,30.7,11.8,38.3
Apr - Jun-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,2793,1070,30.7,11.8,38.3
Jul - Sep-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,2816,983,30.6,10.7,34.9
Jul - Sep-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,2816,983,30.6,10.7,34.9
Oct - Dec-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3198,1144,34.8,12.4,35.8
Oct - Dec-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3198,1144,34.8,12.4,35.8
Jan - Mar-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3036,1186,33.7,13.2,39.1
Jan - Mar-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3036,1186,33.7,13.2,39.1
Apr - Jun-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3036,906,33.4,10,29.8
Apr - Jun-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3036,906,33.4,10,29.8
Jul - Sep-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3136,947,34.1,10.3,30.2
Jul - Sep-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3136,947,34.1,10.3,30.2
Oct - Dec-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3143,952,34.2,10.3,30.3
Oct - Dec-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3143,952,34.2,10.3,30.3
Jan - Mar-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3048,1355,33.9,15.1,44.5
Jan - Mar-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3048,1355,33.9,15.1,44.5
Apr - Jun-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3010,910,33.1,10,30.2
Apr - Jun-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3010,910,33.1,10,30.2
Jul - Sep-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3145,983,34.2,10.7,31.3
Jul - Sep-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3145,983,34.2,10.7,31.3
Oct - Dec-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3153,1285,34.3,14,40.8
Oct - Dec-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3153,1285,34.3,14,40.8
Jan - Mar-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3133,999,34.4,11,31.9
Jan - Mar-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3133,999,34.4,11,31.9
Apr - Jun-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3152,535,34.6,5.9,17
Apr - Jun-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3152,535,34.6,5.9,17
Jul - Sep-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3125,813,34,8.8,26
Jul - Sep-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3125,813,34,8.8,26
Oct - Dec-20,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3168,860,34.4,9.3,27.1
Oct - Dec-20,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3168,860,34.4,9.3,27.1
Jan - Mar-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3077,656,34.2,7.3,21.3
Jan - Mar-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3077,656,34.2,7.3,21.3
Apr - Jun-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3084,876,33.9,9.6,28.4
Apr - Jun-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3084,876,33.9,9.6,28.4
Jul - Sep-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3062,906,33.3,9.8,29.6
Jul - Sep-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3062,906,33.3,9.8,29.6
Oct - Dec-21,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3139,1227,34.1,13.3,39.1
Oct - Dec-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3139,1227,34.1,13.3,39.1
Jan - Mar-22,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3030,1086,33.7,12.1,35.8
Jan - Mar-22,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3030,1086,33.7,12.1,35.8
Apr - Jun-22,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Paediatrics Grouping,3165,1152,34.8,12.7,36.4
Apr - Jun-22,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Paediatrics Grouping,3165,1152,34.8,12.7,36.4
Apr - Jun-17,NHS Dumfries & Galloway,Galloway Community Hospital,Palliative Medicine,1,1,0,0,100
Apr - Jun-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Palliative Medicine,731,694,8,7.6,94.9
Apr - Jun-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Palliative Medicine,732,695,8,7.6,94.9
Jul - Sep-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Palliative Medicine,742,691,8.1,7.5,93.1
Jul - Sep-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Palliative Medicine,770,719,8.4,7.8,93.4
Oct - Dec-17,NHS Dumfries & Galloway,Galloway Community Hospital,Palliative Medicine,12,12,0.1,0.1,100
Oct - Dec-17,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Palliative Medicine,1106,680,12,7.4,61.5
Oct - Dec-17,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Palliative Medicine,1122,696,12.2,7.6,62
Jan - Mar-18,NHS Dumfries & Galloway,Galloway Community Hospital,Palliative Medicine,16,16,0.2,0.2,100
Jan - Mar-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Palliative Medicine,742,712,8.2,7.9,96
Jan - Mar-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Palliative Medicine,758,728,8.4,8.1,96
Apr - Jun-18,NHS Dumfries & Galloway,Galloway Community Hospital,Palliative Medicine,1,1,0,0,100
Apr - Jun-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Palliative Medicine,737,707,8.1,7.8,95.9
Apr - Jun-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Palliative Medicine,738,708,8.1,7.8,95.9
Jul - Sep-18,NHS Dumfries & Galloway,Galloway Community Hospital,Palliative Medicine,9,9,0.1,0.1,100
Jul - Sep-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Palliative Medicine,744,721,8.1,7.8,96.9
Jul - Sep-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Palliative Medicine,753,730,8.2,7.9,96.9
Oct - Dec-18,NHS Dumfries & Galloway,Galloway Community Hospital,Palliative Medicine,19,19,0.2,0.2,100
Oct - Dec-18,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Palliative Medicine,743,689,8.1,7.5,92.7
Oct - Dec-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Palliative Medicine,772,718,8.4,7.8,93
Jan - Mar-19,NHS Dumfries & Galloway,Galloway Community Hospital,Palliative Medicine,13,13,0.1,0.1,100
Jan - Mar-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Palliative Medicine,733,714,8.1,7.9,97.4
Jan - Mar-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Palliative Medicine,746,727,8.3,8.1,97.5
Apr - Jun-19,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary,Palliative Medicine,749,723,8.2,7.9,96.5
Apr - Jun-19,NHS Dumfries & Galloway,NHS Dumfries & Galloway,Palliative Medicine,749,723,8.2,7.9,96.5
Jul - Sep-19,NHS Dumfries & Galloway,Galloway Community Hospital,Palliative Medicine,36,36,0.4,0.4,100
