"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","NumberSeen","NumberSeenQF","WaitedOver12Weeks","WaitedOver12WeeksQF","Median","MedianQF","90thPercentile","90thPercentileQF"
"20160331","S92000003","d","New Outpatient","H2",,3372,,10,,9,,28,
"20170331","S92000003","d","New Outpatient","H2",,3622,,6,,8,,25,
"20180331","S92000003","d","New Outpatient","H2",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","H2",,3831,,13,,12,,35,
"20200331","S92000003","d","New Outpatient","H2",,3753,,47,,9,,36,
"20210331","S92000003","d","New Outpatient","H2",,3588,,7,,8,,30,
"20220331","S92000003","d","New Outpatient","H2",,3853,,15,,9,,32,
"20121231","S92000003","d","New Outpatient","H2",,3107,,2,,7,,22,
"20131231","S92000003","d","New Outpatient","H2",,3337,,6,,8,,23,
"20141231","S92000003","d","New Outpatient","H2",,3376,,3,,8,,24,
"20151231","S92000003","d","New Outpatient","H2",,3485,,5,,8,,26,
"20161231","S92000003","d","New Outpatient","H2",,3367,,11,,9,,26,
"20171231","S92000003","d","New Outpatient","H2",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","H2",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","H2",,3758,,24,,10,,28,
"20201231","S92000003","d","New Outpatient","H2",,3204,,22,,8,,26,
"20211231","S92000003","d","New Outpatient","H2",,3939,,12,,9,,29,
"20130630","S92000003","d","New Outpatient","J3",,110,,1,,56,,68,
"20140630","S92000003","d","New Outpatient","J3",,166,,0,,62,,69,
"20150630","S92000003","d","New Outpatient","J3",,132,,0,,39,,65.9,
"20160630","S92000003","d","New Outpatient","J3",,165,,0,,52,,68.6,
"20170630","S92000003","d","New Outpatient","J3",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","J3",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","J3",,179,,0,,43,,82,
"20200630","S92000003","d","New Outpatient","J3",,11,,1,,37,,82,
"20210630","S92000003","d","New Outpatient","J3",,126,,2,,30,,59,
"20220630","S92000003","d","New Outpatient","J3",,172,,18,,42,,99.1000000000001,
"20130930","S92000003","d","New Outpatient","J3",,128,,0,,57,,68,
"20140930","S92000003","d","New Outpatient","J3",,150,,0,,56,,67,
"20150930","S92000003","d","New Outpatient","J3",,114,,1,,34,,65,
"20160930","S92000003","d","New Outpatient","J3",,135,,0,,42,,75.6,
"20170930","S92000003","d","New Outpatient","J3",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","J3",,,":",,":",,":",,":"
"20190930","S92000003","d","New Outpatient","J3",,178,,6,,38.5,,69,
"20200930","S92000003","d","New Outpatient","J3",,125,,78,,120,,196.6,
"20210930","S92000003","d","New Outpatient","J3",,162,,0,,28,,61,
"20220930","S92000003","d","New Outpatient","J3",,175,,31,,53,,114,
"20130331","S92000003","d","New Outpatient","J3",,32,,0,,53.5,,69.9,
"20140331","S92000003","d","New Outpatient","J3",,139,,0,,54,,66.2,
"20150331","S92000003","d","New Outpatient","J3",,127,,0,,47,,69,
"20160331","S92000003","d","New Outpatient","J3",,110,,0,,48,,67.1,
"20170331","S92000003","d","New Outpatient","J3",,194,,1,,55.5,,81,
"20180331","S92000003","d","New Outpatient","J3",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","J3",,198,,0,,50,,77.3,
"20200331","S92000003","d","New Outpatient","J3",,185,,12,,29,,83,
"20210331","S92000003","d","New Outpatient","J3",,141,,19,,35,,117,
"20220331","S92000003","d","New Outpatient","J3",,175,,24,,43,,105.6,
"20121231","S92000003","d","New Outpatient","J3",,42,,0,,48.5,,70,
"20131231","S92000003","d","New Outpatient","J3",,157,,0,,60,,68,
"20141231","S92000003","d","New Outpatient","J3",,124,,0,,44.5,,66.7,
"20151231","S92000003","d","New Outpatient","J3",,93,,0,,50,,62.8,
"20161231","S92000003","d","New Outpatient","J3",,137,,0,,42,,72.8,
"20171231","S92000003","d","New Outpatient","J3",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","J3",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","J3",,161,,8,,24,,72,
"20201231","S92000003","d","New Outpatient","J3",,135,,31,,42,,146.6,
"20211231","S92000003","d","New Outpatient","J3",,151,,24,,29,,131,
"20130630","S92000003","d","New Outpatient","J4",,2952,,9,,20,,55,
"20140630","S92000003","d","New Outpatient","J4",,3003,,6,,20,,50,
"20150630","S92000003","d","New Outpatient","J4",,3016,,15,,22,,61,
"20160630","S92000003","d","New Outpatient","J4",,3201,,57,,21,,63,
"20170630","S92000003","d","New Outpatient","J4",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","J4",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","J4",,3404,,101,,22,,68,
"20200630","S92000003","d","New Outpatient","J4",,2087,,359,,16,,116,
"20210630","S92000003","d","New Outpatient","J4",,3614,,219,,21,,70,
"20220630","S92000003","d","New Outpatient","J4",,3748,,370,,21,,84,
"20130930","S92000003","d","New Outpatient","J4",,2931,,29,,21,,58,
"20140930","S92000003","d","New Outpatient","J4",,3038,,7,,21.5,,56,
"20150930","S92000003","d","New Outpatient","J4",,3254,,83,,23,,68,
"20160930","S92000003","d","New Outpatient","J4",,3040,,58,,22,,70,
"20170930","S92000003","d","New Outpatient","J4",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","J4",,,":",,":",,":",,":"
"20190930","S92000003","d","New Outpatient","J4",,3448,,238,,22,,76,
"20200930","S92000003","d","New Outpatient","J4",,2577,,371,,18,,112,
"20210930","S92000003","d","New Outpatient","J4",,3616,,213,,23,,74,
"20220930","S92000003","d","New Outpatient","J4",,3530,,317,,21,,82,
"20130331","S92000003","d","New Outpatient","J4",,2921,,6,,20,,55,
"20140331","S92000003","d","New Outpatient","J4",,3138,,13,,21,,58,
"20150331","S92000003","d","New Outpatient","J4",,3079,,4,,21,,66,
"20160331","S92000003","d","New Outpatient","J4",,3127,,27,,21,,62,
"20170331","S92000003","d","New Outpatient","J4",,3353,,387,,23,,93,
"20180331","S92000003","d","New Outpatient","J4",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","J4",,3375,,147,,20,,67,
"20200331","S92000003","d","New Outpatient","J4",,3299,,236,,21,,80,
"20210331","S92000003","d","New Outpatient","J4",,3084,,128,,17.5,,60,
"20220331","S92000003","d","New Outpatient","J4",,3648,,456,,24,,96,
"20121231","S92000003","d","New Outpatient","J4",,2953,,8,,19,,57,
"20131231","S92000003","d","New Outpatient","J4",,2980,,34,,23,,62,
"20141231","S92000003","d","New Outpatient","J4",,3008,,31,,22,,62,
"20151231","S92000003","d","New Outpatient","J4",,3129,,38,,22,,69,
"20161231","S92000003","d","New Outpatient","J4",,3312,,196,,21,,76,
"20171231","S92000003","d","New Outpatient","J4",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","J4",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","J4",,3611,,279,,21,,79,
"20201231","S92000003","d","New Outpatient","J4",,3166,,226,,18,,75,
"20211231","S92000003","d","New Outpatient","J4",,3744,,405,,23,,89,
"20130630","S92000003","d","New Outpatient","J5",,92,,1,,35,,66.9,
"20140630","S92000003","d","New Outpatient","J5",,110,,16,,48.5,,95.3,
"20150630","S92000003","d","New Outpatient","J5",,125,,0,,60,,76.6,
"20160630","S92000003","d","New Outpatient","J5",,119,,0,,55,,69,
"20170630","S92000003","d","New Outpatient","J5",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","J5",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","J5",,123,,38,,45,,168.6,
"20200630","S92000003","d","New Outpatient","J5",,204,,173,,187,,502,
"20210630","S92000003","d","New Outpatient","J5",,128,,31,,59,,245.1,
"20220630","S92000003","d","New Outpatient","J5",,94,,18,,53,,108.1,
"20130930","S92000003","d","New Outpatient","J5",,83,,0,,55,,70,
"20140930","S92000003","d","New Outpatient","J5",,125,,24,,62,,106.6,
"20150930","S92000003","d","New Outpatient","J5",,124,,0,,63,,77,
"20160930","S92000003","d","New Outpatient","J5",,156,,24,,56,,516,
"20170930","S92000003","d","New Outpatient","J5",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","J5",,,":",,":",,":",,":"
"20190930","S92000003","d","New Outpatient","J5",,139,,51,,55,,209.6,
"20200930","S92000003","d","New Outpatient","J5",,107,,57,,121,,488.4,
"20210930","S92000003","d","New Outpatient","J5",,236,,129,,97,,595.5,
"20220930","S92000003","d","New Outpatient","J5",,60,,15,,48.5,,165.2,
"20130331","S92000003","d","New Outpatient","J5",,84,,0,,45,,64.7,
"20140331","S92000003","d","New Outpatient","J5",,127,,2,,59,,70,
"20150331","S92000003","d","New Outpatient","J5",,110,,2,,62,,79,
"20160331","S92000003","d","New Outpatient","J5",,114,,0,,51.5,,72.1,
"20170331","S92000003","d","New Outpatient","J5",,208,,69,,48,,162,
"20180331","S92000003","d","New Outpatient","J5",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","J5",,180,,76,,66.5,,157,
"20200331","S92000003","d","New Outpatient","J5",,156,,93,,171.5,,524,
"20210331","S92000003","d","New Outpatient","J5",,125,,27,,57,,436.8,
"20220331","S92000003","d","New Outpatient","J5",,143,,17,,63,,86.8,
"20121231","S92000003","d","New Outpatient","J5",,97,,0,,41,,63,
"20131231","S92000003","d","New Outpatient","J5",,86,,5,,63.5,,77.5,
"20141231","S92000003","d","New Outpatient","J5",,149,,12,,61,,76.2,
"20151231","S92000003","d","New Outpatient","J5",,120,,2,,58,,73,
"20161231","S92000003","d","New Outpatient","J5",,145,,58,,69,,497.2,
"20171231","S92000003","d","New Outpatient","J5",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","J5",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","J5",,139,,59,,59,,423.6,
"20201231","S92000003","d","New Outpatient","J5",,127,,21,,42,,149.6,
"20211231","S92000003","d","New Outpatient","J5",,168,,30,,62,,109.2,
"20140630","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20150630","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20160630","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20170630","S92000003","d","New Outpatient","R3",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","R3",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20210630","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20220630","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20130930","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20140930","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20150930","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20160930","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20170930","S92000003","d","New Outpatient","R3",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","R3",,,":",,":",,":",,":"
"20190930","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20200930","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20210930","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20220930","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20130331","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20140331","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20150331","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20160331","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20170331","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20180331","S92000003","d","New Outpatient","R3",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20200331","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20210331","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20220331","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20141231","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20151231","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20161231","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20171231","S92000003","d","New Outpatient","R3",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","R3",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20201231","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20211231","S92000003","d","New Outpatient","R3",,,":u",,":u",,":u",,":u"
"20160630","S92000003","d","New Outpatient","R6",,,":u",,":u",,":u",,":u"
"20200630","S92000003","d","New Outpatient","R6",,,":u",,":u",,":u",,":u"
"20170930","S92000003","d","New Outpatient","R6",,,":",,":",,":",,":"
"20160331","S92000003","d","New Outpatient","R6",,,":u",,":u",,":u",,":u"
"20170331","S92000003","d","New Outpatient","R6",,,":u",,":u",,":u",,":u"
"20151231","S92000003","d","New Outpatient","R6",,,":u",,":u",,":u",,":u"
"20161231","S92000003","d","New Outpatient","R6",,,":u",,":u",,":u",,":u"
"20150630","S92000003","d","New Outpatient","R8",,,":u",,":u",,":u",,":u"
"20170630","S92000003","d","New Outpatient","R8",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","R8",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","R8",,,":u",,":u",,":u",,":u"
"20170930","S92000003","d","New Outpatient","R8",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","R8",,,":",,":",,":",,":"
"20200930","S92000003","d","New Outpatient","R8",,,":u",,":u",,":u",,":u"
"20150331","S92000003","d","New Outpatient","R8",,,":u",,":u",,":u",,":u"
"20170331","S92000003","d","New Outpatient","R8",,,":u",,":u",,":u",,":u"
"20180331","S92000003","d","New Outpatient","R8",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","R8",,,":u",,":u",,":u",,":u"
"20210331","S92000003","d","New Outpatient","R8",,,":u",,":u",,":u",,":u"
"20121231","S92000003","d","New Outpatient","R8",,,":u",,":u",,":u",,":u"
"20171231","S92000003","d","New Outpatient","R8",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","R8",,,":",,":",,":",,":"
"20201231","S92000003","d","New Outpatient","R8",,,":u",,":u",,":u",,":u"
"20140630","S92000003","d","New Outpatient","R81",,,":u",,":u",,":u",,":u"
"20140930","S92000003","d","New Outpatient","R81",,,":u",,":u",,":u",,":u"
"20130630","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20140630","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20150630","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20160630","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20170630","S92000003","d","New Outpatient","R82",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","R82",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20210630","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20130930","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20140930","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20150930","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20160930","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20170930","S92000003","d","New Outpatient","R82",,,":",,":",,":",,":"
"20200930","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20210930","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20130331","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20140331","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20150331","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20160331","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20170331","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20180331","S92000003","d","New Outpatient","R82",,,":",,":",,":",,":"
"20200331","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20210331","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20220331","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20121231","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20131231","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20141231","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20151231","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20161231","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20171231","S92000003","d","New Outpatient","R82",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","R82",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20201231","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20211231","S92000003","d","New Outpatient","R82",,,":u",,":u",,":u",,":u"
"20140630","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20150630","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20160630","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20170630","S92000003","d","New Outpatient","R9",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","R9",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20140930","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20150930","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20160930","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20170930","S92000003","d","New Outpatient","R9",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","R9",,,":",,":",,":",,":"
"20190930","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20150331","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20160331","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20170331","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20180331","S92000003","d","New Outpatient","R9",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20141231","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20151231","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20161231","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20171231","S92000003","d","New Outpatient","R9",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","R9",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","R9",,,":u",,":u",,":u",,":u"
"20140630","S92000003","d","New Outpatient","RE",,,":u",,":u",,":u",,":u"
"20150630","S92000003","d","New Outpatient","RE",,,":u",,":u",,":u",,":u"
"20160630","S92000003","d","New Outpatient","RE",,,":u",,":u",,":u",,":u"
"20170630","S92000003","d","New Outpatient","RE",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","RE",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","RE",,,":u",,":u",,":u",,":u"
