_id,WeekEnding,HB,HBQF,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
18966,20220904,S08000019,"",All,d,Gynaecology,"",45,35,28.6
18967,20220904,S08000019,"",All,d,Medical (excl. Cardiology & Cancer),"",423,521,-18.8
18968,20220904,S08000019,"",All,d,Medical (incl. Cardiology & Cancer),"",430,537.5,-20
18969,20220904,S08000019,"",All,d,Paediatrics (medical & surgical),"",104,92,13
18970,20220904,S08000019,"",All,d,Paediatrics (medical),"",103,91.5,12.6
18971,20220904,S08000019,"",All,d,Surgery,"",187,257.5,-27.4
18972,20220904,S08000020,"",All,d,Accident & Emergency,"",11,64.5,-82.9
18973,20220904,S08000020,"",All,d,All,d,1237,1355.5,-8.7
18974,20220904,S08000020,"",All,d,Cancer,"",34,22.5,51.1
18975,20220904,S08000020,"",All,d,Cardiology,"",40,29.5,35.6
18976,20220904,S08000020,"",All,d,Community,"",34,45.5,-25.3
18977,20220904,S08000020,"",All,d,Gynaecology,"",32,29.5,8.5
18978,20220904,S08000020,"",All,d,Medical (excl. Cardiology & Cancer),"",477,514,-7.2
18979,20220904,S08000020,"",All,d,Medical (incl. Cardiology & Cancer),"",551,566,-2.7
18980,20220904,S08000020,"",All,d,Paediatrics (medical & surgical),"",135,132.5,1.9
18981,20220904,S08000020,"",All,d,Paediatrics (medical),"",117,115.5,1.3
18982,20220904,S08000020,"",All,d,Paediatrics (surgical),"",18,17,5.9
18983,20220904,S08000020,"",All,d,Surgery,"",474,516.5,-8.2
18984,20220904,S08000022,"",All,d,All,d,752,826.5,-9
18985,20220904,S08000022,"",All,d,Cardiology,"",9,11,-18.2
18986,20220904,S08000022,"",All,d,Community,"",65,101.5,-36
18987,20220904,S08000022,"",All,d,Gynaecology,"",24,20.5,17.1
18988,20220904,S08000022,"",All,d,Medical (excl. Cardiology & Cancer),"",300,346.5,-13.4
18989,20220904,S08000022,"",All,d,Medical (incl. Cardiology & Cancer),"",313,363.5,-13.9
18990,20220904,S08000022,"",All,d,Paediatrics (medical & surgical),"",91,60,51.7
18991,20220904,S08000022,"",All,d,Paediatrics (medical),"",91,60,51.7
18992,20220904,S08000022,"",All,d,Surgery,"",258,281,-8.2
18993,20220904,S08000024,"",All,d,Accident & Emergency,"",29,125.5,-76.9
18994,20220904,S08000024,"",All,d,All,d,1805,2267.5,-20.4
18995,20220904,S08000024,"",All,d,Cancer,"",91,96.5,-5.7
18996,20220904,S08000024,"",All,d,Cardiology,"",87,73.5,18.4
18997,20220904,S08000024,"",All,d,Gynaecology,"",47,66,-28.8
18998,20220904,S08000024,"",All,d,Medical (excl. Cardiology & Cancer),"",791,924.5,-14.4
18999,20220904,S08000024,"",All,d,Medical (incl. Cardiology & Cancer),"",969,1094.5,-11.5
19000,20220904,S08000024,"",All,d,Paediatrics (medical & surgical),"",224,185.5,20.8
19001,20220904,S08000024,"",All,d,Paediatrics (medical),"",197,155,27.1
19002,20220904,S08000024,"",All,d,Paediatrics (surgical),"",27,30.5,-11.5
19003,20220904,S08000024,"",All,d,Surgery,"",536,795.5,-32.6
19004,20220904,S08000025,"",All,d,All,d,42,34.5,21.7
19005,20220904,S08000025,"",All,d,Medical (excl. Cardiology & Cancer),"",30,22.5,33.3
19006,20220904,S08000025,"",All,d,Medical (incl. Cardiology & Cancer),"",31,22.5,37.8
19007,20220904,S08000025,"",All,d,Surgery,"",10,11,-9.1
19008,20220904,S08000026,"",All,d,All,d,41,45.5,-9.9
19009,20220904,S08000026,"",All,d,Medical (excl. Cardiology & Cancer),"",26,22.5,15.6
19010,20220904,S08000026,"",All,d,Medical (incl. Cardiology & Cancer),"",26,22.5,15.6
19011,20220904,S08000026,"",All,d,Surgery,"",14,23,-39.1
19012,20220904,S08000028,"",All,d,All,d,69,80,-13.8
19013,20220904,S08000028,"",All,d,Community,"",15,13.5,11.1
19014,20220904,S08000028,"",All,d,Medical (excl. Cardiology & Cancer),"",32,40,-20
19015,20220904,S08000028,"",All,d,Medical (incl. Cardiology & Cancer),"",32,40,-20
19016,20220904,S08000028,"",All,d,Surgery,"",21,20,5
19017,20220904,S08000029,"",All,d,Accident & Emergency,"",59,56.5,4.4
19018,20220904,S08000029,"",All,d,All,d,889,955.5,-7
19019,20220904,S08000029,"",All,d,Cardiology,"",26,38.5,-32.5
19020,20220904,S08000029,"",All,d,Community,"",12,14.5,-17.2
19021,20220904,S08000029,"",All,d,Gynaecology,"",33,30.5,8.2
19022,20220904,S08000029,"",All,d,Medical (excl. Cardiology & Cancer),"",405,447.5,-9.5
19023,20220904,S08000029,"",All,d,Medical (incl. Cardiology & Cancer),"",431,486.5,-11.4
19024,20220904,S08000029,"",All,d,Paediatrics (medical & surgical),"",89,103.5,-14
19025,20220904,S08000029,"",All,d,Paediatrics (medical),"",89,103,-13.6
19026,20220904,S08000029,"",All,d,Surgery,"",265,264,0.4
19027,20220904,S08000030,"",All,d,Accident & Emergency,"",90,74,21.6
19028,20220904,S08000030,"",All,d,All,d,1176,1328,-11.4
19029,20220904,S08000030,"",All,d,Cancer,"",13,26.5,-50.9
19030,20220904,S08000030,"",All,d,Cardiology,"",30,30.5,-1.6
19031,20220904,S08000030,"",All,d,Gynaecology,"",30,43,-30.2
19032,20220904,S08000030,"",All,d,Medical (excl. Cardiology & Cancer),"",494,527,-6.3
19033,20220904,S08000030,"",All,d,Medical (incl. Cardiology & Cancer),"",537,584,-8
19034,20220904,S08000030,"",All,d,Paediatrics (medical & surgical),"",117,164,-28.7
19035,20220904,S08000030,"",All,d,Paediatrics (medical),"",117,160,-26.9
19036,20220904,S08000030,"",All,d,Surgery,"",400,441.5,-9.4
19037,20220904,S08000031,"",All,d,Accident & Emergency,"",35,48.5,-27.8
19038,20220904,S08000031,"",All,d,All,d,3764,4215,-10.7
19039,20220904,S08000031,"",All,d,Cancer,"",91,104,-12.5
19040,20220904,S08000031,"",All,d,Cardiology,"",120,150,-20
19041,20220904,S08000031,"",All,d,Gynaecology,"",135,143,-5.6
19042,20220904,S08000031,"",All,d,Medical (excl. Cardiology & Cancer),"",1696,1943.5,-12.7
19043,20220904,S08000031,"",All,d,Medical (incl. Cardiology & Cancer),"",1907,2197.5,-13.2
19044,20220904,S08000031,"",All,d,Paediatrics (medical & surgical),"",335,294,13.9
19045,20220904,S08000031,"",All,d,Paediatrics (medical),"",300,247.5,21.2
19046,20220904,S08000031,"",All,d,Paediatrics (surgical),"",35,46.5,-24.7
19047,20220904,S08000031,"",All,d,Surgery,"",1331,1518.5,-12.3
19048,20220904,S08000031,"",All,d,NA,NA,20,12.5,60
19049,20220904,S08000032,"",All,d,All,d,1656,1718.5,-3.6
19050,20220904,S08000032,"",All,d,Cardiology,"",105,100,5
19051,20220904,S08000032,"",All,d,Gynaecology,"",34,40.5,-16
19052,20220904,S08000032,"",All,d,Medical (excl. Cardiology & Cancer),"",826,873.5,-5.4
19053,20220904,S08000032,"",All,d,Medical (incl. Cardiology & Cancer),"",931,974,-4.4
19054,20220904,S08000032,"",All,d,Paediatrics (medical & surgical),"",238,237,0.4
19055,20220904,S08000032,"",All,d,Paediatrics (medical),"",238,235,1.3
19056,20220904,S08000032,"",All,d,Surgery,"",451,461,-2.2
19057,20220904,S92000003,d,All,d,Accident & Emergency,"",236,400,-41
19058,20220904,S92000003,d,All,d,All,d,13923,15770,-11.7
19059,20220904,S92000003,d,All,d,Cancer,"",234,257,-8.9
19060,20220904,S92000003,d,All,d,Cardiology,"",527,548,-3.8
19061,20220904,S92000003,d,All,d,Community,"",165,236.5,-30.2
19062,20220904,S92000003,d,All,d,Gynaecology,"",390,422.5,-7.7
19063,20220904,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),"",6330,7109.5,-11
19064,20220904,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),"",7091,7914.5,-10.4
19065,20220904,S92000003,d,All,d,Paediatrics (medical & surgical),"",1521,1499.5,1.4
19066,20220904,S92000003,d,All,d,Paediatrics (medical),"",1440,1398.5,3
19067,20220904,S92000003,d,All,d,Paediatrics (surgical),"",81,101,-19.8
19068,20220904,S92000003,d,All,d,Surgery,"",4491,5275,-14.9
19069,20220904,S92000003,d,All,d,NA,NA,26,18,44.4
19070,20220904,NA,NA,All,d,All,d,208,225.5,-7.8
19071,20220904,NA,NA,All,d,Cardiology,"",72,68,5.9
19072,20220904,NA,NA,All,d,Medical (incl. Cardiology & Cancer),"",76,72.5,4.8
19073,20220904,NA,NA,All,d,Surgery,"",132,153,-13.7
19074,20220911,S08000015,"",All,d,All,d,932,1149.5,-18.9
19075,20220911,S08000015,"",All,d,Cardiology,"",21,12,75
19076,20220911,S08000015,"",All,d,Medical (excl. Cardiology & Cancer),"",549,641.5,-14.4
19077,20220911,S08000015,"",All,d,Medical (incl. Cardiology & Cancer),"",570,653.5,-12.8
19078,20220911,S08000015,"",All,d,Paediatrics (medical & surgical),"",106,165.5,-36
19079,20220911,S08000015,"",All,d,Paediatrics (medical),"",106,165.5,-36
19080,20220911,S08000015,"",All,d,Surgery,"",245,303,-19.1
19081,20220911,S08000015,"",All,d,NA,NA,11,5,120
19082,20220911,S08000016,"",All,d,All,d,203,277.5,-26.8
19083,20220911,S08000016,"",All,d,Community,"",9,18.5,-51.4
19084,20220911,S08000016,"",All,d,Medical (excl. Cardiology & Cancer),"",106,127.5,-16.9
19085,20220911,S08000016,"",All,d,Medical (incl. Cardiology & Cancer),"",110,140.5,-21.7
19086,20220911,S08000016,"",All,d,Paediatrics (medical & surgical),"",21,33.5,-37.3
19087,20220911,S08000016,"",All,d,Paediatrics (medical),"",21,33.5,-37.3
19088,20220911,S08000016,"",All,d,Surgery,"",63,84,-25
19089,20220911,S08000017,"",All,d,All,d,407,425,-4.2
19090,20220911,S08000017,"",All,d,Community,"",32,26.5,20.8
19091,20220911,S08000017,"",All,d,Medical (excl. Cardiology & Cancer),"",191,211.5,-9.7
19092,20220911,S08000017,"",All,d,Medical (incl. Cardiology & Cancer),"",193,215,-10.2
19093,20220911,S08000017,"",All,d,Paediatrics (medical & surgical),"",50,42.5,17.6
19094,20220911,S08000017,"",All,d,Paediatrics (medical),"",50,42.5,17.6
19095,20220911,S08000017,"",All,d,Surgery,"",128,126.5,1.2
19096,20220911,S08000019,"",All,d,All,d,768,914,-16
19097,20220911,S08000019,"",All,d,Gynaecology,"",35,30.5,14.8
19098,20220911,S08000019,"",All,d,Medical (excl. Cardiology & Cancer),"",438,548.5,-20.1
19099,20220911,S08000019,"",All,d,Medical (incl. Cardiology & Cancer),"",439,556,-21
19100,20220911,S08000019,"",All,d,Paediatrics (medical & surgical),"",110,85.5,28.7
19101,20220911,S08000019,"",All,d,Paediatrics (medical),"",109,84,29.8
19102,20220911,S08000019,"",All,d,Surgery,"",181,233.5,-22.5
19103,20220911,S08000020,"",All,d,Accident & Emergency,"",12,54.5,-78
19104,20220911,S08000020,"",All,d,All,d,1266,1333.5,-5.1
19105,20220911,S08000020,"",All,d,Cancer,"",40,29.5,35.6
19106,20220911,S08000020,"",All,d,Cardiology,"",41,38,7.9
19107,20220911,S08000020,"",All,d,Community,"",17,48,-64.6
19108,20220911,S08000020,"",All,d,Gynaecology,"",18,36.5,-50.7
19109,20220911,S08000020,"",All,d,Medical (excl. Cardiology & Cancer),"",512,470,8.9
19110,20220911,S08000020,"",All,d,Medical (incl. Cardiology & Cancer),"",593,537.5,10.3
19111,20220911,S08000020,"",All,d,Paediatrics (medical & surgical),"",139,134,3.7
19112,20220911,S08000020,"",All,d,Paediatrics (medical),"",126,120,5
19113,20220911,S08000020,"",All,d,Paediatrics (surgical),"",13,14,-7.1
19114,20220911,S08000020,"",All,d,Surgery,"",487,522,-6.7
19115,20220911,S08000022,"",All,d,All,d,785,815,-3.7
19116,20220911,S08000022,"",All,d,Cardiology,"",9,7.5,20
19117,20220911,S08000022,"",All,d,Community,"",78,97,-19.6
19118,20220911,S08000022,"",All,d,Gynaecology,"",27,21.5,25.6
19119,20220911,S08000022,"",All,d,Medical (excl. Cardiology & Cancer),"",323,343,-5.8
19120,20220911,S08000022,"",All,d,Medical (incl. Cardiology & Cancer),"",335,358.5,-6.6
19121,20220911,S08000022,"",All,d,Paediatrics (medical & surgical),"",101,68,48.5
19122,20220911,S08000022,"",All,d,Paediatrics (medical),"",101,68,48.5
19123,20220911,S08000022,"",All,d,Surgery,"",241,270,-10.7
19124,20220911,S08000024,"",All,d,Accident & Emergency,"",41,128,-68
19125,20220911,S08000024,"",All,d,All,d,2004,2255,-11.1
19126,20220911,S08000024,"",All,d,Cancer,"",89,96,-7.3
19127,20220911,S08000024,"",All,d,Cardiology,"",86,75.5,13.9
19128,20220911,S08000024,"",All,d,Gynaecology,"",43,67,-35.8
19129,20220911,S08000024,"",All,d,Medical (excl. Cardiology & Cancer),"",859,915.5,-6.2
19130,20220911,S08000024,"",All,d,Medical (incl. Cardiology & Cancer),"",1034,1087,-4.9
19131,20220911,S08000024,"",All,d,Paediatrics (medical & surgical),"",215,180,19.4
19132,20220911,S08000024,"",All,d,Paediatrics (medical),"",191,155.5,22.8
19133,20220911,S08000024,"",All,d,Paediatrics (surgical),"",24,24.5,-2
19134,20220911,S08000024,"",All,d,Surgery,"",671,792.5,-15.3
19135,20220911,S08000025,"",All,d,All,d,37,41,-9.8
19136,20220911,S08000025,"",All,d,Medical (excl. Cardiology & Cancer),"",24,21,14.3
19137,20220911,S08000025,"",All,d,Medical (incl. Cardiology & Cancer),"",26,21.5,20.9
19138,20220911,S08000025,"",All,d,Surgery,"",11,19,-42.1
19139,20220911,S08000026,"",All,d,All,d,42,34.5,21.7
19140,20220911,S08000026,"",All,d,Medical (excl. Cardiology & Cancer),"",24,24.5,-2
19141,20220911,S08000026,"",All,d,Medical (incl. Cardiology & Cancer),"",24,24.5,-2
19142,20220911,S08000026,"",All,d,Surgery,"",18,10,80
19143,20220911,S08000028,"",All,d,All,d,78,66,18.2
19144,20220911,S08000028,"",All,d,Community,"",15,8.5,76.5
19145,20220911,S08000028,"",All,d,Medical (excl. Cardiology & Cancer),"",40,30,33.3
19146,20220911,S08000028,"",All,d,Medical (incl. Cardiology & Cancer),"",40,30,33.3
19147,20220911,S08000028,"",All,d,Surgery,"",18,22.5,-20
19148,20220911,S08000029,"",All,d,Accident & Emergency,"",83,54,53.7
19149,20220911,S08000029,"",All,d,All,d,873,896.5,-2.6
19150,20220911,S08000029,"",All,d,Cardiology,"",30,26.5,13.2
19151,20220911,S08000029,"",All,d,Community,"",5,7.5,-33.3
19152,20220911,S08000029,"",All,d,Gynaecology,"",36,31.5,14.3
19153,20220911,S08000029,"",All,d,Medical (excl. Cardiology & Cancer),"",376,437.5,-14.1
19154,20220911,S08000029,"",All,d,Medical (incl. Cardiology & Cancer),"",407,464,-12.3
19155,20220911,S08000029,"",All,d,Paediatrics (medical & surgical),"",86,89,-3.4
19156,20220911,S08000029,"",All,d,Paediatrics (medical),"",86,89,-3.4
19157,20220911,S08000029,"",All,d,Surgery,"",256,250.5,2.2
19158,20220911,S08000030,"",All,d,Accident & Emergency,"",114,73,56.2
19159,20220911,S08000030,"",All,d,All,d,1285,1276.5,0.7
19160,20220911,S08000030,"",All,d,Cancer,"",17,23,-26.1
19161,20220911,S08000030,"",All,d,Cardiology,"",35,29,20.7
19162,20220911,S08000030,"",All,d,Gynaecology,"",37,39,-5.1
19163,20220911,S08000030,"",All,d,Medical (excl. Cardiology & Cancer),"",555,548.5,1.2
19164,20220911,S08000030,"",All,d,Medical (incl. Cardiology & Cancer),"",607,600.5,1.1
19165,20220911,S08000030,"",All,d,Paediatrics (medical & surgical),"",154,138,11.6
19166,20220911,S08000030,"",All,d,Paediatrics (medical),"",154,136,13.2
19167,20220911,S08000030,"",All,d,Surgery,"",373,410,-9
19168,20220911,S08000031,"",All,d,Accident & Emergency,"",21,40,-47.5
19169,20220911,S08000031,"",All,d,All,d,3890,4165,-6.6
19170,20220911,S08000031,"",All,d,Cancer,"",100,86,16.3
19171,20220911,S08000031,"",All,d,Cardiology,"",137,132,3.8
19172,20220911,S08000031,"",All,d,Gynaecology,"",130,155,-16.1
19173,20220911,S08000031,"",All,d,Medical (excl. Cardiology & Cancer),"",1804,1907,-5.4
19174,20220911,S08000031,"",All,d,Medical (incl. Cardiology & Cancer),"",2041,2125,-4
19175,20220911,S08000031,"",All,d,Paediatrics (medical & surgical),"",314,286.5,9.6
19176,20220911,S08000031,"",All,d,Paediatrics (medical),"",276,251.5,9.7
19177,20220911,S08000031,"",All,d,Paediatrics (surgical),"",38,35,8.6
19178,20220911,S08000031,"",All,d,Surgery,"",1359,1547.5,-12.2
19179,20220911,S08000031,"",All,d,NA,NA,21,8.5,147.1
19180,20220911,S08000032,"",All,d,Accident & Emergency,"",5,2,150
19181,20220911,S08000032,"",All,d,All,d,1545,1668,-7.4
19182,20220911,S08000032,"",All,d,Cardiology,"",102,72.5,40.7
19183,20220911,S08000032,"",All,d,Gynaecology,"",35,39.5,-11.4
19184,20220911,S08000032,"",All,d,Medical (excl. Cardiology & Cancer),"",752,886.5,-15.2
19185,20220911,S08000032,"",All,d,Medical (incl. Cardiology & Cancer),"",854,961,-11.1
19186,20220911,S08000032,"",All,d,Paediatrics (medical & surgical),"",233,214.5,8.6
19187,20220911,S08000032,"",All,d,Paediatrics (medical),"",233,214.5,8.6
19188,20220911,S08000032,"",All,d,Surgery,"",418,451,-7.3
19189,20220911,S92000003,d,All,d,Accident & Emergency,"",278,382,-27.2
19190,20220911,S92000003,d,All,d,All,d,14335,15536.5,-7.7
19191,20220911,S92000003,d,All,d,Cancer,"",252,245,2.9
19192,20220911,S92000003,d,All,d,Cardiology,"",539,494.5,9
19193,20220911,S92000003,d,All,d,Community,"",156,221.5,-29.6
19194,20220911,S92000003,d,All,d,Gynaecology,"",366,436.5,-16.2
19195,20220911,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),"",6557,7116.5,-7.9
19196,20220911,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),"",7348,7856,-6.5
19197,20220911,S92000003,d,All,d,Paediatrics (medical & surgical),"",1533,1441,6.4
19198,20220911,S92000003,d,All,d,Paediatrics (medical),"",1457,1364,6.8
19199,20220911,S92000003,d,All,d,Paediatrics (surgical),"",76,77,-1.3
19200,20220911,S92000003,d,All,d,Surgery,"",4614,5180,-10.9
19201,20220911,S92000003,d,All,d,NA,NA,32,13.5,137
19202,20220911,NA,NA,All,d,All,d,220,219.5,0.2
19203,20220911,NA,NA,All,d,Cardiology,"",71,77.5,-8.4
19204,20220911,NA,NA,All,d,Medical (incl. Cardiology & Cancer),"",75,81.5,-8
19205,20220911,NA,NA,All,d,Surgery,"",145,138,5.1
19206,20220918,S08000015,"",All,d,All,d,934,1095.5,-14.7
19207,20220918,S08000015,"",All,d,Cardiology,"",13,16,-18.8
19208,20220918,S08000015,"",All,d,Medical (excl. Cardiology & Cancer),"",545,609.5,-10.6
19209,20220918,S08000015,"",All,d,Medical (incl. Cardiology & Cancer),"",558,625.5,-10.8
19210,20220918,S08000015,"",All,d,Paediatrics (medical & surgical),"",124,143,-13.3
19211,20220918,S08000015,"",All,d,Paediatrics (medical),"",124,143,-13.3
19212,20220918,S08000015,"",All,d,Surgery,"",243,302.5,-19.7
19213,20220918,S08000015,"",All,d,NA,NA,9,2.5,260
19214,20220918,S08000016,"",All,d,All,d,200,264.5,-24.4
19215,20220918,S08000016,"",All,d,Community,"",10,14,-28.6
19216,20220918,S08000016,"",All,d,Medical (excl. Cardiology & Cancer),"",94,127.5,-26.3
19217,20220918,S08000016,"",All,d,Medical (incl. Cardiology & Cancer),"",98,137,-28.5
19218,20220918,S08000016,"",All,d,Paediatrics (medical & surgical),"",26,35.5,-26.8
19219,20220918,S08000016,"",All,d,Paediatrics (medical),"",26,35.5,-26.8
19220,20220918,S08000016,"",All,d,Surgery,"",66,78,-15.4
19221,20220918,S08000017,"",All,d,All,d,396,429,-7.7
19222,20220918,S08000017,"",All,d,Cardiology,"",5,4,25
19223,20220918,S08000017,"",All,d,Community,"",26,37,-29.7
19224,20220918,S08000017,"",All,d,Gynaecology,"",6,17,-64.7
19225,20220918,S08000017,"",All,d,Medical (excl. Cardiology & Cancer),"",205,207,-1
19226,20220918,S08000017,"",All,d,Medical (incl. Cardiology & Cancer),"",210,211,-0.5
19227,20220918,S08000017,"",All,d,Paediatrics (medical & surgical),"",48,49.5,-3
19228,20220918,S08000017,"",All,d,Paediatrics (medical),"",48,49.5,-3
19229,20220918,S08000017,"",All,d,Surgery,"",106,114.5,-7.4
19230,20220918,S08000019,"",All,d,All,d,787,903,-12.8
19231,20220918,S08000019,"",All,d,Cardiology,"",6,3,100
19232,20220918,S08000019,"",All,d,Gynaecology,"",31,33,-6.1
19233,20220918,S08000019,"",All,d,Medical (excl. Cardiology & Cancer),"",446,526,-15.2
19234,20220918,S08000019,"",All,d,Medical (incl. Cardiology & Cancer),"",452,529,-14.6
19235,20220918,S08000019,"",All,d,Paediatrics (medical & surgical),"",107,90.5,18.2
19236,20220918,S08000019,"",All,d,Paediatrics (medical),"",106,90.5,17.1
19237,20220918,S08000019,"",All,d,Surgery,"",193,243,-20.6
19238,20220918,S08000020,"",All,d,Accident & Emergency,"",14,61,-77
19239,20220918,S08000020,"",All,d,All,d,1272,1345,-5.4
19240,20220918,S08000020,"",All,d,Cancer,"",32,25.5,25.5
19241,20220918,S08000020,"",All,d,Cardiology,"",33,34.5,-4.3
19242,20220918,S08000020,"",All,d,Community,"",27,54,-50
19243,20220918,S08000020,"",All,d,Gynaecology,"",33,35.5,-7
19244,20220918,S08000020,"",All,d,Medical (excl. Cardiology & Cancer),"",513,477,7.5
19245,20220918,S08000020,"",All,d,Medical (incl. Cardiology & Cancer),"",578,537,7.6
19246,20220918,S08000020,"",All,d,Paediatrics (medical & surgical),"",128,131,-2.3
19247,20220918,S08000020,"",All,d,Paediatrics (medical),"",109,113,-3.5
19248,20220918,S08000020,"",All,d,Paediatrics (surgical),"",19,18,5.6
19249,20220918,S08000020,"",All,d,Surgery,"",492,526,-6.5
19250,20220918,S08000022,"",All,d,All,d,757,804.5,-5.9
19251,20220918,S08000022,"",All,d,Cancer,"",5,7.5,-33.3
19252,20220918,S08000022,"",All,d,Cardiology,"",11,12,-8.3
19253,20220918,S08000022,"",All,d,Community,"",81,96.5,-16.1
19254,20220918,S08000022,"",All,d,Gynaecology,"",20,28,-28.6
19255,20220918,S08000022,"",All,d,Medical (excl. Cardiology & Cancer),"",281,317,-11.4
19256,20220918,S08000022,"",All,d,Medical (incl. Cardiology & Cancer),"",297,336.5,-11.7
19257,20220918,S08000022,"",All,d,Paediatrics (medical & surgical),"",103,71.5,44.1
19258,20220918,S08000022,"",All,d,Paediatrics (medical),"",103,71.5,44.1
19259,20220918,S08000022,"",All,d,Surgery,"",256,272,-5.9
19260,20220918,S08000024,"",All,d,Accident & Emergency,"",18,132.5,-86.4
19261,20220918,S08000024,"",All,d,All,d,1886,2237.5,-15.7
