_id,MonthOfDelay,CA,CAQF,AgeGroup,AgeGroupQF,ReasonForDelay,ReasonForDelayQF,NumberOfDelayedBedDays,AverageDailyNumberOfDelayedBeds
7172,201709,S12000008,"",18plus,d,Health and Social Care Reasons,"",98,3
7173,201709,S12000008,"",18plus,d,Patient and Family Related Reasons,"",0,0
7174,201709,S12000008,"",18plus,d,Code 9 AWI,"",66,2
7175,201709,S12000008,"",18plus,d,Code 9 Non-AWI,"",122,4
7176,201709,S12000008,"",18-74,"",All Delay Reasons,d,94,3
7177,201709,S12000008,"",18-74,"",Health and Social Care Reasons,"",19,1
7178,201709,S12000008,"",18-74,"",Patient and Family Related Reasons,"",0,0
7179,201709,S12000008,"",18-74,"",Code 9 AWI,"",15,1
7180,201709,S12000008,"",18-74,"",Code 9 Non-AWI,"",60,2
7181,201709,S12000008,"",75plus,"",All Delay Reasons,d,192,6
7182,201709,S12000008,"",75plus,"",Health and Social Care Reasons,"",79,3
7183,201709,S12000008,"",75plus,"",Patient and Family Related Reasons,"",0,0
7184,201709,S12000008,"",75plus,"",Code 9 AWI,"",51,2
7185,201709,S12000008,"",75plus,"",Code 9 Non-AWI,"",62,2
7186,201709,S12000010,"",18plus,d,All Delay Reasons,d,1208,40
7187,201709,S12000010,"",18plus,d,Health and Social Care Reasons,"",1088,36
7188,201709,S12000010,"",18plus,d,Patient and Family Related Reasons,"",0,0
7189,201709,S12000010,"",18plus,d,Code 9 AWI,"",0,0
7190,201709,S12000010,"",18plus,d,Code 9 Non-AWI,"",120,4
7191,201709,S12000010,"",18-74,"",All Delay Reasons,d,387,13
7192,201709,S12000010,"",18-74,"",Health and Social Care Reasons,"",267,9
7193,201709,S12000010,"",18-74,"",Patient and Family Related Reasons,"",0,0
7194,201709,S12000010,"",18-74,"",Code 9 AWI,"",0,0
7195,201709,S12000010,"",18-74,"",Code 9 Non-AWI,"",120,4
7196,201709,S12000010,"",75plus,"",All Delay Reasons,d,821,27
7197,201709,S12000010,"",75plus,"",Health and Social Care Reasons,"",821,27
7198,201709,S12000010,"",75plus,"",Patient and Family Related Reasons,"",0,0
7199,201709,S12000010,"",75plus,"",Code 9 AWI,"",0,0
7200,201709,S12000010,"",75plus,"",Code 9 Non-AWI,"",0,0
7201,201709,S12000011,"",18plus,d,All Delay Reasons,d,163,5
7202,201709,S12000011,"",18plus,d,Health and Social Care Reasons,"",106,4
7203,201709,S12000011,"",18plus,d,Patient and Family Related Reasons,"",0,0
7204,201709,S12000011,"",18plus,d,Code 9 AWI,"",27,1
7205,201709,S12000011,"",18plus,d,Code 9 Non-AWI,"",30,1
7206,201709,S12000011,"",18-74,"",All Delay Reasons,d,71,2
7207,201709,S12000011,"",18-74,"",Health and Social Care Reasons,"",41,1
7208,201709,S12000011,"",18-74,"",Patient and Family Related Reasons,"",0,0
7209,201709,S12000011,"",18-74,"",Code 9 AWI,"",0,0
7210,201709,S12000011,"",18-74,"",Code 9 Non-AWI,"",30,1
7211,201709,S12000011,"",75plus,"",All Delay Reasons,d,92,3
7212,201709,S12000011,"",75plus,"",Health and Social Care Reasons,"",65,2
7213,201709,S12000011,"",75plus,"",Patient and Family Related Reasons,"",0,0
7214,201709,S12000011,"",75plus,"",Code 9 AWI,"",27,1
7215,201709,S12000011,"",75plus,"",Code 9 Non-AWI,"",0,0
7216,201709,S12000013,"",18plus,d,All Delay Reasons,d,493,16
7217,201709,S12000013,"",18plus,d,Health and Social Care Reasons,"",281,9
7218,201709,S12000013,"",18plus,d,Patient and Family Related Reasons,"",42,1
7219,201709,S12000013,"",18plus,d,Code 9 AWI,"",30,1
7220,201709,S12000013,"",18plus,d,Code 9 Non-AWI,"",140,5
7221,201709,S12000013,"",18-74,"",All Delay Reasons,d,77,3
7222,201709,S12000013,"",18-74,"",Health and Social Care Reasons,"",12,0
7223,201709,S12000013,"",18-74,"",Patient and Family Related Reasons,"",35,1
7224,201709,S12000013,"",18-74,"",Code 9 AWI,"",0,0
7225,201709,S12000013,"",18-74,"",Code 9 Non-AWI,"",30,1
7226,201709,S12000013,"",75plus,"",All Delay Reasons,d,416,14
7227,201709,S12000013,"",75plus,"",Health and Social Care Reasons,"",269,9
7228,201709,S12000013,"",75plus,"",Patient and Family Related Reasons,"",7,0
7229,201709,S12000013,"",75plus,"",Code 9 AWI,"",30,1
7230,201709,S12000013,"",75plus,"",Code 9 Non-AWI,"",110,4
7231,201709,S12000014,"",18plus,d,All Delay Reasons,d,1637,55
7232,201709,S12000014,"",18plus,d,Health and Social Care Reasons,"",1032,34
7233,201709,S12000014,"",18plus,d,Patient and Family Related Reasons,"",116,4
7234,201709,S12000014,"",18plus,d,Code 9 AWI,"",339,11
7235,201709,S12000014,"",18plus,d,Code 9 Non-AWI,"",150,5
7236,201709,S12000014,"",18-74,"",All Delay Reasons,d,428,14
7237,201709,S12000014,"",18-74,"",Health and Social Care Reasons,"",104,3
7238,201709,S12000014,"",18-74,"",Patient and Family Related Reasons,"",1,0
7239,201709,S12000014,"",18-74,"",Code 9 AWI,"",173,6
7240,201709,S12000014,"",18-74,"",Code 9 Non-AWI,"",150,5
7241,201709,S12000014,"",75plus,"",All Delay Reasons,d,1209,40
7242,201709,S12000014,"",75plus,"",Health and Social Care Reasons,"",928,31
7243,201709,S12000014,"",75plus,"",Patient and Family Related Reasons,"",115,4
7244,201709,S12000014,"",75plus,"",Code 9 AWI,"",166,6
7245,201709,S12000014,"",75plus,"",Code 9 Non-AWI,"",0,0
7246,201709,S12000017,"",18plus,d,All Delay Reasons,d,3028,101
7247,201709,S12000017,"",18plus,d,Health and Social Care Reasons,"",1437,48
7248,201709,S12000017,"",18plus,d,Patient and Family Related Reasons,"",58,2
7249,201709,S12000017,"",18plus,d,Code 9 AWI,"",419,14
7250,201709,S12000017,"",18plus,d,Code 9 Non-AWI,"",1114,37
7251,201709,S12000017,"",18-74,"",All Delay Reasons,d,652,22
7252,201709,S12000017,"",18-74,"",Health and Social Care Reasons,"",328,11
7253,201709,S12000017,"",18-74,"",Patient and Family Related Reasons,"",12,0
7254,201709,S12000017,"",18-74,"",Code 9 AWI,"",30,1
7255,201709,S12000017,"",18-74,"",Code 9 Non-AWI,"",282,9
7256,201709,S12000017,"",75plus,"",All Delay Reasons,d,2376,79
7257,201709,S12000017,"",75plus,"",Health and Social Care Reasons,"",1109,37
7258,201709,S12000017,"",75plus,"",Patient and Family Related Reasons,"",46,2
7259,201709,S12000017,"",75plus,"",Code 9 AWI,"",389,13
7260,201709,S12000017,"",75plus,"",Code 9 Non-AWI,"",832,28
7261,201709,S12000018,"",18plus,d,All Delay Reasons,d,70,2
7262,201709,S12000018,"",18plus,d,Health and Social Care Reasons,"",64,2
7263,201709,S12000018,"",18plus,d,Patient and Family Related Reasons,"",0,0
7264,201709,S12000018,"",18plus,d,Code 9 AWI,"",0,0
7265,201709,S12000018,"",18plus,d,Code 9 Non-AWI,"",6,0
7266,201709,S12000018,"",18-74,"",All Delay Reasons,d,15,1
7267,201709,S12000018,"",18-74,"",Health and Social Care Reasons,"",9,0
7268,201709,S12000018,"",18-74,"",Patient and Family Related Reasons,"",0,0
7269,201709,S12000018,"",18-74,"",Code 9 AWI,"",0,0
7270,201709,S12000018,"",18-74,"",Code 9 Non-AWI,"",6,0
7271,201709,S12000018,"",75plus,"",All Delay Reasons,d,55,2
7272,201709,S12000018,"",75plus,"",Health and Social Care Reasons,"",55,2
7273,201709,S12000018,"",75plus,"",Patient and Family Related Reasons,"",0,0
7274,201709,S12000018,"",75plus,"",Code 9 AWI,"",0,0
7275,201709,S12000018,"",75plus,"",Code 9 Non-AWI,"",0,0
7276,201709,S12000019,"",18plus,d,All Delay Reasons,d,965,32
7277,201709,S12000019,"",18plus,d,Health and Social Care Reasons,"",853,28
7278,201709,S12000019,"",18plus,d,Patient and Family Related Reasons,"",0,0
7279,201709,S12000019,"",18plus,d,Code 9 AWI,"",74,2
7280,201709,S12000019,"",18plus,d,Code 9 Non-AWI,"",38,1
7281,201709,S12000019,"",18-74,"",All Delay Reasons,d,193,6
7282,201709,S12000019,"",18-74,"",Health and Social Care Reasons,"",155,5
7283,201709,S12000019,"",18-74,"",Patient and Family Related Reasons,"",0,0
7284,201709,S12000019,"",18-74,"",Code 9 AWI,"",0,0
7285,201709,S12000019,"",18-74,"",Code 9 Non-AWI,"",38,1
7286,201709,S12000019,"",75plus,"",All Delay Reasons,d,772,26
7287,201709,S12000019,"",75plus,"",Health and Social Care Reasons,"",698,23
7288,201709,S12000019,"",75plus,"",Patient and Family Related Reasons,"",0,0
7289,201709,S12000019,"",75plus,"",Code 9 AWI,"",74,2
7290,201709,S12000019,"",75plus,"",Code 9 Non-AWI,"",0,0
7291,201709,S12000020,"",18plus,d,All Delay Reasons,d,749,25
7292,201709,S12000020,"",18plus,d,Health and Social Care Reasons,"",584,19
7293,201709,S12000020,"",18plus,d,Patient and Family Related Reasons,"",20,1
7294,201709,S12000020,"",18plus,d,Code 9 AWI,"",115,4
7295,201709,S12000020,"",18plus,d,Code 9 Non-AWI,"",30,1
7296,201709,S12000020,"",18-74,"",All Delay Reasons,d,176,6
7297,201709,S12000020,"",18-74,"",Health and Social Care Reasons,"",76,3
7298,201709,S12000020,"",18-74,"",Patient and Family Related Reasons,"",0,0
7299,201709,S12000020,"",18-74,"",Code 9 AWI,"",70,2
7300,201709,S12000020,"",18-74,"",Code 9 Non-AWI,"",30,1
7301,201709,S12000020,"",75plus,"",All Delay Reasons,d,573,19
7302,201709,S12000020,"",75plus,"",Health and Social Care Reasons,"",508,17
7303,201709,S12000020,"",75plus,"",Patient and Family Related Reasons,"",20,1
7304,201709,S12000020,"",75plus,"",Code 9 AWI,"",45,2
7305,201709,S12000020,"",75plus,"",Code 9 Non-AWI,"",0,0
7306,201709,S12000021,"",18plus,d,All Delay Reasons,d,1493,50
7307,201709,S12000021,"",18plus,d,Health and Social Care Reasons,"",1273,42
7308,201709,S12000021,"",18plus,d,Patient and Family Related Reasons,"",0,0
7309,201709,S12000021,"",18plus,d,Code 9 AWI,"",220,7
7310,201709,S12000021,"",18plus,d,Code 9 Non-AWI,"",0,0
7311,201709,S12000021,"",18-74,"",All Delay Reasons,d,280,9
7312,201709,S12000021,"",18-74,"",Health and Social Care Reasons,"",280,9
7313,201709,S12000021,"",18-74,"",Patient and Family Related Reasons,"",0,0
7314,201709,S12000021,"",18-74,"",Code 9 AWI,"",0,0
7315,201709,S12000021,"",18-74,"",Code 9 Non-AWI,"",0,0
7316,201709,S12000021,"",75plus,"",All Delay Reasons,d,1213,40
7317,201709,S12000021,"",75plus,"",Health and Social Care Reasons,"",993,33
7318,201709,S12000021,"",75plus,"",Patient and Family Related Reasons,"",0,0
7319,201709,S12000021,"",75plus,"",Code 9 AWI,"",220,7
7320,201709,S12000021,"",75plus,"",Code 9 Non-AWI,"",0,0
7321,201709,S12000023,"",18plus,d,All Delay Reasons,d,161,5
7322,201709,S12000023,"",18plus,d,Health and Social Care Reasons,"",61,2
7323,201709,S12000023,"",18plus,d,Patient and Family Related Reasons,"",0,0
7324,201709,S12000023,"",18plus,d,Code 9 AWI,"",30,1
7325,201709,S12000023,"",18plus,d,Code 9 Non-AWI,"",70,2
7326,201709,S12000023,"",18-74,"",All Delay Reasons,d,55,2
7327,201709,S12000023,"",18-74,"",Health and Social Care Reasons,"",25,1
7328,201709,S12000023,"",18-74,"",Patient and Family Related Reasons,"",0,0
7329,201709,S12000023,"",18-74,"",Code 9 AWI,"",30,1
7330,201709,S12000023,"",18-74,"",Code 9 Non-AWI,"",0,0
7331,201709,S12000023,"",75plus,"",All Delay Reasons,d,106,4
7332,201709,S12000023,"",75plus,"",Health and Social Care Reasons,"",36,1
7333,201709,S12000023,"",75plus,"",Patient and Family Related Reasons,"",0,0
7334,201709,S12000023,"",75plus,"",Code 9 AWI,"",0,0
7335,201709,S12000023,"",75plus,"",Code 9 Non-AWI,"",70,2
7336,201709,S12000026,"",18plus,d,All Delay Reasons,d,1221,41
7337,201709,S12000026,"",18plus,d,Health and Social Care Reasons,"",843,28
7338,201709,S12000026,"",18plus,d,Patient and Family Related Reasons,"",30,1
7339,201709,S12000026,"",18plus,d,Code 9 AWI,"",304,10
7340,201709,S12000026,"",18plus,d,Code 9 Non-AWI,"",44,1
7341,201709,S12000026,"",18-74,"",All Delay Reasons,d,448,15
7342,201709,S12000026,"",18-74,"",Health and Social Care Reasons,"",258,9
7343,201709,S12000026,"",18-74,"",Patient and Family Related Reasons,"",30,1
7344,201709,S12000026,"",18-74,"",Code 9 AWI,"",116,4
7345,201709,S12000026,"",18-74,"",Code 9 Non-AWI,"",44,1
7346,201709,S12000026,"",75plus,"",All Delay Reasons,d,773,26
7347,201709,S12000026,"",75plus,"",Health and Social Care Reasons,"",585,20
7348,201709,S12000026,"",75plus,"",Patient and Family Related Reasons,"",0,0
7349,201709,S12000026,"",75plus,"",Code 9 AWI,"",188,6
7350,201709,S12000026,"",75plus,"",Code 9 Non-AWI,"",0,0
7351,201709,S12000027,"",18plus,d,All Delay Reasons,d,109,4
7352,201709,S12000027,"",18plus,d,Health and Social Care Reasons,"",109,4
7353,201709,S12000027,"",18plus,d,Patient and Family Related Reasons,"",0,0
7354,201709,S12000027,"",18plus,d,Code 9 AWI,"",0,0
7355,201709,S12000027,"",18plus,d,Code 9 Non-AWI,"",0,0
7356,201709,S12000027,"",18-74,"",All Delay Reasons,d,51,2
7357,201709,S12000027,"",18-74,"",Health and Social Care Reasons,"",51,2
7358,201709,S12000027,"",18-74,"",Patient and Family Related Reasons,"",0,0
7359,201709,S12000027,"",18-74,"",Code 9 AWI,"",0,0
7360,201709,S12000027,"",18-74,"",Code 9 Non-AWI,"",0,0
7361,201709,S12000027,"",75plus,"",All Delay Reasons,d,58,2
7362,201709,S12000027,"",75plus,"",Health and Social Care Reasons,"",58,2
7363,201709,S12000027,"",75plus,"",Patient and Family Related Reasons,"",0,0
7364,201709,S12000027,"",75plus,"",Code 9 AWI,"",0,0
7365,201709,S12000027,"",75plus,"",Code 9 Non-AWI,"",0,0
7366,201709,S12000028,"",18plus,d,All Delay Reasons,d,1388,46
7367,201709,S12000028,"",18plus,d,Health and Social Care Reasons,"",1088,36
7368,201709,S12000028,"",18plus,d,Patient and Family Related Reasons,"",30,1
7369,201709,S12000028,"",18plus,d,Code 9 AWI,"",270,9
7370,201709,S12000028,"",18plus,d,Code 9 Non-AWI,"",0,0
7371,201709,S12000028,"",18-74,"",All Delay Reasons,d,185,6
7372,201709,S12000028,"",18-74,"",Health and Social Care Reasons,"",155,5
7373,201709,S12000028,"",18-74,"",Patient and Family Related Reasons,"",0,0
7374,201709,S12000028,"",18-74,"",Code 9 AWI,"",30,1
7375,201709,S12000028,"",18-74,"",Code 9 Non-AWI,"",0,0
7376,201709,S12000028,"",75plus,"",All Delay Reasons,d,1203,40
7377,201709,S12000028,"",75plus,"",Health and Social Care Reasons,"",933,31
7378,201709,S12000028,"",75plus,"",Patient and Family Related Reasons,"",30,1
7379,201709,S12000028,"",75plus,"",Code 9 AWI,"",240,8
7380,201709,S12000028,"",75plus,"",Code 9 Non-AWI,"",0,0
7381,201709,S12000029,"",18plus,d,All Delay Reasons,d,3605,120
7382,201709,S12000029,"",18plus,d,Health and Social Care Reasons,"",3016,101
7383,201709,S12000029,"",18plus,d,Patient and Family Related Reasons,"",197,7
7384,201709,S12000029,"",18plus,d,Code 9 AWI,"",305,10
7385,201709,S12000029,"",18plus,d,Code 9 Non-AWI,"",87,3
7386,201709,S12000029,"",18-74,"",All Delay Reasons,d,1010,34
7387,201709,S12000029,"",18-74,"",Health and Social Care Reasons,"",804,27
7388,201709,S12000029,"",18-74,"",Patient and Family Related Reasons,"",16,1
7389,201709,S12000029,"",18-74,"",Code 9 AWI,"",103,3
7390,201709,S12000029,"",18-74,"",Code 9 Non-AWI,"",87,3
7391,201709,S12000029,"",75plus,"",All Delay Reasons,d,2595,87
7392,201709,S12000029,"",75plus,"",Health and Social Care Reasons,"",2212,74
7393,201709,S12000029,"",75plus,"",Patient and Family Related Reasons,"",181,6
7394,201709,S12000029,"",75plus,"",Code 9 AWI,"",202,7
7395,201709,S12000029,"",75plus,"",Code 9 Non-AWI,"",0,0
7396,201709,S12000030,"",18plus,d,All Delay Reasons,d,587,20
7397,201709,S12000030,"",18plus,d,Health and Social Care Reasons,"",430,14
7398,201709,S12000030,"",18plus,d,Patient and Family Related Reasons,"",22,1
7399,201709,S12000030,"",18plus,d,Code 9 AWI,"",125,4
7400,201709,S12000030,"",18plus,d,Code 9 Non-AWI,"",10,0
7401,201709,S12000030,"",18-74,"",All Delay Reasons,d,111,4
7402,201709,S12000030,"",18-74,"",Health and Social Care Reasons,"",100,3
7403,201709,S12000030,"",18-74,"",Patient and Family Related Reasons,"",1,0
7404,201709,S12000030,"",18-74,"",Code 9 AWI,"",0,0
7405,201709,S12000030,"",18-74,"",Code 9 Non-AWI,"",10,0
7406,201709,S12000030,"",75plus,"",All Delay Reasons,d,476,16
7407,201709,S12000030,"",75plus,"",Health and Social Care Reasons,"",330,11
7408,201709,S12000030,"",75plus,"",Patient and Family Related Reasons,"",21,1
7409,201709,S12000030,"",75plus,"",Code 9 AWI,"",125,4
7410,201709,S12000030,"",75plus,"",Code 9 Non-AWI,"",0,0
7411,201709,S12000033,"",18plus,d,All Delay Reasons,d,1470,49
7412,201709,S12000033,"",18plus,d,Health and Social Care Reasons,"",1133,38
7413,201709,S12000033,"",18plus,d,Patient and Family Related Reasons,"",37,1
7414,201709,S12000033,"",18plus,d,Code 9 AWI,"",180,6
7415,201709,S12000033,"",18plus,d,Code 9 Non-AWI,"",120,4
7416,201709,S12000033,"",18-74,"",All Delay Reasons,d,516,17
7417,201709,S12000033,"",18-74,"",Health and Social Care Reasons,"",347,12
7418,201709,S12000033,"",18-74,"",Patient and Family Related Reasons,"",19,1
7419,201709,S12000033,"",18-74,"",Code 9 AWI,"",60,2
7420,201709,S12000033,"",18-74,"",Code 9 Non-AWI,"",90,3
7421,201709,S12000033,"",75plus,"",All Delay Reasons,d,954,32
7422,201709,S12000033,"",75plus,"",Health and Social Care Reasons,"",786,26
7423,201709,S12000033,"",75plus,"",Patient and Family Related Reasons,"",18,1
7424,201709,S12000033,"",75plus,"",Code 9 AWI,"",120,4
7425,201709,S12000033,"",75plus,"",Code 9 Non-AWI,"",30,1
7426,201709,S12000034,"",18plus,d,All Delay Reasons,d,1179,39
7427,201709,S12000034,"",18plus,d,Health and Social Care Reasons,"",906,30
7428,201709,S12000034,"",18plus,d,Patient and Family Related Reasons,"",38,1
7429,201709,S12000034,"",18plus,d,Code 9 AWI,"",145,5
7430,201709,S12000034,"",18plus,d,Code 9 Non-AWI,"",90,3
7431,201709,S12000034,"",18-74,"",All Delay Reasons,d,269,9
7432,201709,S12000034,"",18-74,"",Health and Social Care Reasons,"",185,6
7433,201709,S12000034,"",18-74,"",Patient and Family Related Reasons,"",24,1
7434,201709,S12000034,"",18-74,"",Code 9 AWI,"",0,0
7435,201709,S12000034,"",18-74,"",Code 9 Non-AWI,"",60,2
7436,201709,S12000034,"",75plus,"",All Delay Reasons,d,910,30
7437,201709,S12000034,"",75plus,"",Health and Social Care Reasons,"",721,24
7438,201709,S12000034,"",75plus,"",Patient and Family Related Reasons,"",14,0
7439,201709,S12000034,"",75plus,"",Code 9 AWI,"",145,5
7440,201709,S12000034,"",75plus,"",Code 9 Non-AWI,"",30,1
7441,201709,S12000035,"",18plus,d,All Delay Reasons,d,614,20
7442,201709,S12000035,"",18plus,d,Health and Social Care Reasons,"",271,9
7443,201709,S12000035,"",18plus,d,Patient and Family Related Reasons,"",53,2
7444,201709,S12000035,"",18plus,d,Code 9 AWI,"",92,3
7445,201709,S12000035,"",18plus,d,Code 9 Non-AWI,"",198,7
7446,201709,S12000035,"",18-74,"",All Delay Reasons,d,222,7
7447,201709,S12000035,"",18-74,"",Health and Social Care Reasons,"",88,3
7448,201709,S12000035,"",18-74,"",Patient and Family Related Reasons,"",0,0
7449,201709,S12000035,"",18-74,"",Code 9 AWI,"",30,1
7450,201709,S12000035,"",18-74,"",Code 9 Non-AWI,"",104,3
7451,201709,S12000035,"",75plus,"",All Delay Reasons,d,392,13
7452,201709,S12000035,"",75plus,"",Health and Social Care Reasons,"",183,6
7453,201709,S12000035,"",75plus,"",Patient and Family Related Reasons,"",53,2
7454,201709,S12000035,"",75plus,"",Code 9 AWI,"",62,2
7455,201709,S12000035,"",75plus,"",Code 9 Non-AWI,"",94,3
7456,201709,S12000036,"",18plus,d,All Delay Reasons,d,6219,207
7457,201709,S12000036,"",18plus,d,Health and Social Care Reasons,"",5286,176
7458,201709,S12000036,"",18plus,d,Patient and Family Related Reasons,"",145,5
7459,201709,S12000036,"",18plus,d,Code 9 AWI,"",518,17
7460,201709,S12000036,"",18plus,d,Code 9 Non-AWI,"",270,9
7461,201709,S12000036,"",18-74,"",All Delay Reasons,d,1845,62
7462,201709,S12000036,"",18-74,"",Health and Social Care Reasons,"",1495,50
7463,201709,S12000036,"",18-74,"",Patient and Family Related Reasons,"",0,0
7464,201709,S12000036,"",18-74,"",Code 9 AWI,"",110,4
7465,201709,S12000036,"",18-74,"",Code 9 Non-AWI,"",240,8
7466,201709,S12000036,"",75plus,"",All Delay Reasons,d,4374,146
7467,201709,S12000036,"",75plus,"",Health and Social Care Reasons,"",3791,126
7468,201709,S12000036,"",75plus,"",Patient and Family Related Reasons,"",145,5
7469,201709,S12000036,"",75plus,"",Code 9 AWI,"",408,14
7470,201709,S12000036,"",75plus,"",Code 9 Non-AWI,"",30,1
7471,201709,S12000038,"",18plus,d,All Delay Reasons,d,556,19
7472,201709,S12000038,"",18plus,d,Health and Social Care Reasons,"",330,11
7473,201709,S12000038,"",18plus,d,Patient and Family Related Reasons,"",46,2
7474,201709,S12000038,"",18plus,d,Code 9 AWI,"",90,3
7475,201709,S12000038,"",18plus,d,Code 9 Non-AWI,"",90,3
7476,201709,S12000038,"",18-74,"",All Delay Reasons,d,267,9
7477,201709,S12000038,"",18-74,"",Health and Social Care Reasons,"",85,3
7478,201709,S12000038,"",18-74,"",Patient and Family Related Reasons,"",24,1
7479,201709,S12000038,"",18-74,"",Code 9 AWI,"",68,2
7480,201709,S12000038,"",18-74,"",Code 9 Non-AWI,"",90,3
7481,201709,S12000038,"",75plus,"",All Delay Reasons,d,289,10
7482,201709,S12000038,"",75plus,"",Health and Social Care Reasons,"",245,8
