_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
1895,2014Q2,S08000032,"",S08000024,Upper GI,"",2,"",2,""
1896,2014Q2,S08000032,"",S08000024,Urological,"",1,"",0,""
1897,2014Q2,S08000032,"",S08000031,Breast,"",1,"",1,""
1898,2014Q2,S08000032,"",S08000031,Cervical,"",4,"",3,""
1899,2014Q2,S08000032,"",S08000031,Colorectal,"",8,"",7,""
1900,2014Q2,S08000032,"",S08000031,Head & Neck,"",2,"",2,""
1901,2014Q2,S08000032,"",S08000031,Lung,"",20,"",19,""
1902,2014Q2,S08000032,"",S08000031,Melanoma,"",2,"",1,""
1903,2014Q2,S08000032,"",S08000031,Ovarian,"",5,"",5,""
1904,2014Q2,S08000032,"",S08000031,Upper GI,"",7,"",7,""
1905,2014Q2,S08000032,"",S08000031,Urological,"",2,"",2,""
1906,2014Q2,S08000032,"",S08000032,Breast,"",66,"",65,""
1907,2014Q2,S08000032,"",S08000032,Cervical,"",2,"",2,""
1908,2014Q2,S08000032,"",S08000032,Colorectal,"",50,"",49,""
1909,2014Q2,S08000032,"",S08000032,Head & Neck,"",6,"",6,""
1910,2014Q2,S08000032,"",S08000032,Lung,"",45,"",45,""
1911,2014Q2,S08000032,"",S08000032,Lymphoma,"",13,"",13,""
1912,2014Q2,S08000032,"",S08000032,Melanoma,"",15,"",15,""
1913,2014Q2,S08000032,"",S08000032,Ovarian,"",3,"",3,""
1914,2014Q2,S08000032,"",S08000032,Upper GI,"",25,"",25,""
1915,2014Q2,S08000032,"",S08000032,Urological,"",44,"",38,""
1916,2014Q2,S08000032,"",SB0801,Lung,"",7,"",7,""
1917,2014Q3,S08000015,"",S08000015,Breast,"",69,"",66,""
1918,2014Q3,S08000015,"",S08000015,Cervical,"",6,"",6,""
1919,2014Q3,S08000015,"",S08000015,Colorectal,"",38,"",38,""
1920,2014Q3,S08000015,"",S08000015,Head & Neck,"",5,"",4,""
1921,2014Q3,S08000015,"",S08000015,Lung,"",45,"",45,""
1922,2014Q3,S08000015,"",S08000015,Lymphoma,"",5,"",5,""
1923,2014Q3,S08000015,"",S08000015,Melanoma,"",7,"",7,""
1924,2014Q3,S08000015,"",S08000015,Ovarian,"",2,"",2,""
1925,2014Q3,S08000015,"",S08000015,Upper GI,"",23,"",23,""
1926,2014Q3,S08000015,"",S08000015,Urological,"",37,"",35,""
1927,2014Q3,S08000015,"",S08000017,Breast,"",5,"",5,""
1928,2014Q3,S08000015,"",S08000031,Breast,"",5,"",5,""
1929,2014Q3,S08000015,"",S08000031,Cervical,"",2,"",2,""
1930,2014Q3,S08000015,"",S08000031,Colorectal,"",4,"",3,""
1931,2014Q3,S08000015,"",S08000031,Head & Neck,"",5,"",4,""
1932,2014Q3,S08000015,"",S08000031,Lung,"",9,"",9,""
1933,2014Q3,S08000015,"",S08000031,Melanoma,"",1,"",1,""
1934,2014Q3,S08000015,"",S08000031,Ovarian,"",8,"",7,""
1935,2014Q3,S08000015,"",S08000031,Upper GI,"",9,"",7,""
1936,2014Q3,S08000015,"",S08000031,Urological,"",2,"",0,""
1937,2014Q3,S08000015,"",SB0801,Lung,"",8,"",5,""
1938,2014Q3,S08000016,"",S08000016,Breast,"",5,"",5,""
1939,2014Q3,S08000016,"",S08000016,Colorectal,"",10,"",9,""
1940,2014Q3,S08000016,"",S08000016,Lung,"",12,"",12,""
1941,2014Q3,S08000016,"",S08000016,Lymphoma,"",3,"",3,""
1942,2014Q3,S08000016,"",S08000016,Melanoma,"",3,"",3,""
1943,2014Q3,S08000016,"",S08000016,Ovarian,"",1,"",1,""
1944,2014Q3,S08000016,"",S08000016,Upper GI,"",6,"",6,""
1945,2014Q3,S08000016,"",S08000016,Urological,"",4,"",4,""
1946,2014Q3,S08000016,"",S08000024,Cervical,"",1,"",1,""
1947,2014Q3,S08000016,"",S08000024,Colorectal,"",1,"",1,""
1948,2014Q3,S08000016,"",S08000024,Head & Neck,"",1,"",1,""
1949,2014Q3,S08000016,"",S08000024,Lung,"",5,"",5,""
1950,2014Q3,S08000016,"",S08000024,Melanoma,"",1,"",1,""
1951,2014Q3,S08000016,"",S08000024,Ovarian,"",1,"",1,""
1952,2014Q3,S08000016,"",S08000024,Upper GI,"",3,"",3,""
1953,2014Q3,S08000016,"",S08000024,Urological,"",7,"",7,""
1954,2014Q3,S08000017,"",S08000017,Breast,"",16,"",16,""
1955,2014Q3,S08000017,"",S08000017,Cervical,"",1,"",1,""
1956,2014Q3,S08000017,"",S08000017,Colorectal,"",18,"",17,""
1957,2014Q3,S08000017,"",S08000017,Lung,"",18,"",18,""
1958,2014Q3,S08000017,"",S08000017,Lymphoma,"",1,"",1,""
1959,2014Q3,S08000017,"",S08000017,Melanoma,"",8,"",8,""
1960,2014Q3,S08000017,"",S08000017,Ovarian,"",4,"",4,""
1961,2014Q3,S08000017,"",S08000017,Upper GI,"",12,"",12,""
1962,2014Q3,S08000017,"",S08000017,Urological,"",13,"",13,""
1963,2014Q3,S08000017,"",S08000024,Cervical,"",1,"",1,""
1964,2014Q3,S08000017,"",S08000024,Colorectal,"",1,"",1,""
1965,2014Q3,S08000017,"",S08000024,Lung,"",9,"",6,""
1966,2014Q3,S08000017,"",S08000024,Upper GI,"",1,"",1,""
1967,2014Q3,S08000017,"",S08000024,Urological,"",2,"",1,""
1968,2014Q3,S08000017,"",SB0801,Lung,"",1,"",1,""
1969,2014Q3,S08000019,"",S08000019,Breast,"",32,"",32,""
1970,2014Q3,S08000019,"",S08000019,Cervical,"",2,"",2,""
1971,2014Q3,S08000019,"",S08000019,Colorectal,"",22,"",22,""
1972,2014Q3,S08000019,"",S08000019,Lung,"",20,"",20,""
1973,2014Q3,S08000019,"",S08000019,Lymphoma,"",2,"",2,""
1974,2014Q3,S08000019,"",S08000019,Melanoma,"",9,"",7,""
1975,2014Q3,S08000019,"",S08000019,Ovarian,"",2,"",2,""
1976,2014Q3,S08000019,"",S08000019,Upper GI,"",10,"",10,""
1977,2014Q3,S08000019,"",S08000019,Urological,"",35,"",34,""
1978,2014Q3,S08000019,"",S08000031,Breast,"",3,"",3,""
1979,2014Q3,S08000019,"",S08000031,Cervical,"",1,"",1,""
1980,2014Q3,S08000019,"",S08000031,Colorectal,"",6,"",3,""
1981,2014Q3,S08000019,"",S08000031,Head & Neck,"",1,"",0,""
1982,2014Q3,S08000019,"",S08000031,Lung,"",10,"",10,""
1983,2014Q3,S08000019,"",S08000031,Lymphoma,"",1,"",1,""
1984,2014Q3,S08000019,"",S08000031,Ovarian,"",2,"",2,""
1985,2014Q3,S08000019,"",S08000031,Upper GI,"",5,"",3,""
1986,2014Q3,S08000019,"",S08000031,Urological,"",2,"",0,""
1987,2014Q3,S08000019,"",SB0801,Lung,"",11,"",11,""
1988,2014Q3,S08000020,"",S08000020,Breast,"",67,"",65,""
1989,2014Q3,S08000020,"",S08000020,Cervical,"",2,"",1,""
1990,2014Q3,S08000020,"",S08000020,Colorectal,"",50,"",35,""
1991,2014Q3,S08000020,"",S08000020,Head & Neck,"",13,"",11,""
1992,2014Q3,S08000020,"",S08000020,Lung,"",72,"",63,""
1993,2014Q3,S08000020,"",S08000020,Lymphoma,"",8,"",6,""
1994,2014Q3,S08000020,"",S08000020,Melanoma,"",14,"",14,""
1995,2014Q3,S08000020,"",S08000020,Ovarian,"",11,"",11,""
1996,2014Q3,S08000020,"",S08000020,Upper GI,"",44,"",44,""
1997,2014Q3,S08000020,"",S08000020,Urological,"",38,"",27,""
1998,2014Q3,S08000020,"",S08000026,Urological,"",1,"",1,""
1999,2014Q3,S08000022,"",S08000020,Head & Neck,"",1,"",1,""
2000,2014Q3,S08000022,"",S08000020,Lung,"",1,"",1,""
2001,2014Q3,S08000022,"",S08000020,Ovarian,"",1,"",1,""
2002,2014Q3,S08000022,"",S08000022,Breast,"",49,"",49,""
2003,2014Q3,S08000022,"",S08000022,Colorectal,"",20,"",17,""
2004,2014Q3,S08000022,"",S08000022,Head & Neck,"",5,"",5,""
2005,2014Q3,S08000022,"",S08000022,Lung,"",16,"",16,""
2006,2014Q3,S08000022,"",S08000022,Lymphoma,"",7,"",7,""
2007,2014Q3,S08000022,"",S08000022,Melanoma,"",10,"",10,""
2008,2014Q3,S08000022,"",S08000022,Ovarian,"",4,"",4,""
2009,2014Q3,S08000022,"",S08000022,Upper GI,"",23,"",22,""
2010,2014Q3,S08000022,"",S08000022,Urological,"",28,"",23,""
2011,2014Q3,S08000022,"",S08000031,Colorectal,"",1,"",1,""
2012,2014Q3,S08000022,"",S08000031,Head & Neck,"",1,"",1,""
2013,2014Q3,S08000022,"",S08000031,Upper GI,"",1,"",1,""
2014,2014Q3,S08000022,"",S08000032,Melanoma,"",1,"",1,""
2015,2014Q3,S08000022,"",SB0801,Lung,"",1,"",1,""
2016,2014Q3,S08000024,"",S08000016,Breast,"",4,"",4,""
2017,2014Q3,S08000024,"",S08000024,Breast,"",168,"",168,""
2018,2014Q3,S08000024,"",S08000024,Cervical,"",12,"",12,""
2019,2014Q3,S08000024,"",S08000024,Colorectal,"",76,"",72,""
2020,2014Q3,S08000024,"",S08000024,Head & Neck,"",19,"",16,""
2021,2014Q3,S08000024,"",S08000024,Lung,"",56,"",51,""
2022,2014Q3,S08000024,"",S08000024,Lymphoma,"",19,"",18,""
2023,2014Q3,S08000024,"",S08000024,Melanoma,"",14,"",13,""
2024,2014Q3,S08000024,"",S08000024,Ovarian,"",5,"",5,""
2025,2014Q3,S08000024,"",S08000024,Upper GI,"",23,"",22,""
2026,2014Q3,S08000024,"",S08000024,Urological,"",63,"",59,""
2027,2014Q3,S08000024,"",S08000029,Breast,"",7,"",7,""
2028,2014Q3,S08000025,"",S08000020,Breast,"",1,"",1,""
2029,2014Q3,S08000025,"",S08000020,Colorectal,"",1,"",1,""
2030,2014Q3,S08000025,"",S08000020,Lymphoma,"",1,"",0,""
2031,2014Q3,S08000025,"",S08000020,Upper GI,"",3,"",3,""
2032,2014Q3,S08000025,"",S08000025,Breast,"",2,"",2,""
2033,2014Q3,S08000025,"",S08000025,Colorectal,"",1,"",1,""
2034,2014Q3,S08000025,"",S08000025,Urological,"",1,"",1,""
2035,2014Q3,S08000026,"",S08000020,Lung,"",2,"",1,""
2036,2014Q3,S08000026,"",S08000020,Upper GI,"",1,"",1,""
2037,2014Q3,S08000026,"",S08000020,Urological,"",1,"",1,""
2038,2014Q3,S08000026,"",S08000026,Breast,"",1,"",1,""
2039,2014Q3,S08000026,"",S08000026,Colorectal,"",2,"",2,""
2040,2014Q3,S08000026,"",S08000026,Upper GI,"",1,"",1,""
2041,2014Q3,S08000026,"",S08000026,Urological,"",3,"",3,""
2042,2014Q3,S08000028,"",S08000022,Breast,"",1,"",1,""
2043,2014Q3,S08000028,"",S08000022,Colorectal,"",1,"",1,""
2044,2014Q3,S08000028,"",S08000022,Head & Neck,"",1,"",1,""
2045,2014Q3,S08000028,"",S08000022,Lung,"",1,"",1,""
2046,2014Q3,S08000028,"",S08000028,Colorectal,"",3,"",3,""
2047,2014Q3,S08000028,"",S08000028,Lung,"",3,"",3,""
2048,2014Q3,S08000028,"",S08000028,Upper GI,"",2,"",2,""
2049,2014Q3,S08000028,"",S08000031,Lung,"",1,"",1,""
2050,2014Q3,S08000029,"",S08000024,Colorectal,"",3,"",1,""
2051,2014Q3,S08000029,"",S08000024,Head & Neck,"",5,"",5,""
2052,2014Q3,S08000029,"",S08000024,Lung,"",10,"",5,""
2053,2014Q3,S08000029,"",S08000024,Ovarian,"",1,"",1,""
2054,2014Q3,S08000029,"",S08000024,Upper GI,"",2,"",2,""
2055,2014Q3,S08000029,"",S08000024,Urological,"",5,"",4,""
2056,2014Q3,S08000029,"",S08000029,Breast,"",18,"",18,""
2057,2014Q3,S08000029,"",S08000029,Cervical,"",2,"",2,""
2058,2014Q3,S08000029,"",S08000029,Colorectal,"",34,"",32,""
2059,2014Q3,S08000029,"",S08000029,Head & Neck,"",1,"",1,""
2060,2014Q3,S08000029,"",S08000029,Lung,"",33,"",32,""
2061,2014Q3,S08000029,"",S08000029,Lymphoma,"",8,"",8,""
2062,2014Q3,S08000029,"",S08000029,Melanoma,"",5,"",4,""
2063,2014Q3,S08000029,"",S08000029,Ovarian,"",3,"",3,""
2064,2014Q3,S08000029,"",S08000029,Upper GI,"",15,"",15,""
2065,2014Q3,S08000029,"",S08000029,Urological,"",35,"",29,""
2066,2014Q3,S08000029,"",S08000030,Lung,"",1,"",0,""
2067,2014Q3,S08000030,"",S08000020,Lung,"",1,"",1,""
2068,2014Q3,S08000030,"",S08000024,Lung,"",1,"",1,""
2069,2014Q3,S08000030,"",S08000024,Urological,"",1,"",1,""
2070,2014Q3,S08000030,"",S08000030,Breast,"",58,"",56,""
2071,2014Q3,S08000030,"",S08000030,Cervical,"",3,"",3,""
2072,2014Q3,S08000030,"",S08000030,Colorectal,"",35,"",33,""
2073,2014Q3,S08000030,"",S08000030,Head & Neck,"",4,"",4,""
2074,2014Q3,S08000030,"",S08000030,Lung,"",52,"",52,""
2075,2014Q3,S08000030,"",S08000030,Melanoma,"",12,"",12,""
2076,2014Q3,S08000030,"",S08000030,Upper GI,"",27,"",27,""
2077,2014Q3,S08000030,"",S08000030,Urological,"",34,"",34,""
2078,2014Q3,S08000031,"",S08000019,Breast,"",8,"",8,""
2079,2014Q3,S08000031,"",S08000022,Colorectal,"",3,"",3,""
2080,2014Q3,S08000031,"",S08000024,Breast,"",2,"",2,""
2081,2014Q3,S08000031,"",S08000031,Breast,"",228,"",214,""
2082,2014Q3,S08000031,"",S08000031,Cervical,"",4,"",4,""
2083,2014Q3,S08000031,"",S08000031,Colorectal,"",122,"",114,""
2084,2014Q3,S08000031,"",S08000031,Head & Neck,"",44,"",42,""
2085,2014Q3,S08000031,"",S08000031,Lung,"",149,"",142,""
2086,2014Q3,S08000031,"",S08000031,Lymphoma,"",30,"",27,""
2087,2014Q3,S08000031,"",S08000031,Melanoma,"",35,"",33,""
2088,2014Q3,S08000031,"",S08000031,Ovarian,"",14,"",14,""
2089,2014Q3,S08000031,"",S08000031,Upper GI,"",67,"",56,""
2090,2014Q3,S08000031,"",S08000031,Urological,"",110,"",91,""
2091,2014Q3,S08000031,"",S08000032,Breast,"",8,"",8,""
2092,2014Q3,S08000031,"",SB0801,Lung,"",19,"",17,""
2093,2014Q3,S08000032,"",S08000020,Upper GI,"",1,"",1,""
2094,2014Q3,S08000032,"",S08000031,Cervical,"",3,"",2,""
2095,2014Q3,S08000032,"",S08000031,Colorectal,"",5,"",4,""
2096,2014Q3,S08000032,"",S08000031,Head & Neck,"",6,"",5,""
2097,2014Q3,S08000032,"",S08000031,Lung,"",12,"",11,""
2098,2014Q3,S08000032,"",S08000031,Melanoma,"",1,"",1,""
2099,2014Q3,S08000032,"",S08000031,Ovarian,"",4,"",4,""
2100,2014Q3,S08000032,"",S08000031,Upper GI,"",2,"",2,""
2101,2014Q3,S08000032,"",S08000031,Urological,"",2,"",2,""
2102,2014Q3,S08000032,"",S08000032,Breast,"",58,"",58,""
2103,2014Q3,S08000032,"",S08000032,Cervical,"",1,"",1,""
2104,2014Q3,S08000032,"",S08000032,Colorectal,"",48,"",47,""
2105,2014Q3,S08000032,"",S08000032,Head & Neck,"",8,"",8,""
2106,2014Q3,S08000032,"",S08000032,Lung,"",32,"",32,""
2107,2014Q3,S08000032,"",S08000032,Lymphoma,"",9,"",9,""
2108,2014Q3,S08000032,"",S08000032,Melanoma,"",18,"",18,""
2109,2014Q3,S08000032,"",S08000032,Ovarian,"",5,"",5,""
2110,2014Q3,S08000032,"",S08000032,Upper GI,"",24,"",24,""
2111,2014Q3,S08000032,"",S08000032,Urological,"",33,"",29,""
2112,2014Q3,S08000032,"",SB0801,Lung,"",2,"",2,""
2113,2014Q4,S08000015,"",S08000015,Breast,"",71,"",68,""
2114,2014Q4,S08000015,"",S08000015,Cervical,"",1,"",1,""
2115,2014Q4,S08000015,"",S08000015,Colorectal,"",28,"",27,""
2116,2014Q4,S08000015,"",S08000015,Head & Neck,"",5,"",4,""
2117,2014Q4,S08000015,"",S08000015,Lung,"",44,"",42,""
2118,2014Q4,S08000015,"",S08000015,Lymphoma,"",10,"",8,""
2119,2014Q4,S08000015,"",S08000015,Melanoma,"",6,"",6,""
2120,2014Q4,S08000015,"",S08000015,Ovarian,"",3,"",3,""
2121,2014Q4,S08000015,"",S08000015,Upper GI,"",29,"",28,""
2122,2014Q4,S08000015,"",S08000015,Urological,"",35,"",35,""
2123,2014Q4,S08000015,"",S08000017,Breast,"",15,"",15,""
2124,2014Q4,S08000015,"",S08000024,Breast,"",2,"",2,""
2125,2014Q4,S08000015,"",S08000031,Breast,"",2,"",1,""
2126,2014Q4,S08000015,"",S08000031,Colorectal,"",1,"",0,""
2127,2014Q4,S08000015,"",S08000031,Head & Neck,"",2,"",2,""
2128,2014Q4,S08000015,"",S08000031,Lung,"",17,"",15,""
2129,2014Q4,S08000015,"",S08000031,Melanoma,"",1,"",1,""
2130,2014Q4,S08000015,"",S08000031,Ovarian,"",1,"",0,""
2131,2014Q4,S08000015,"",S08000031,Upper GI,"",7,"",5,""
2132,2014Q4,S08000015,"",S08000031,Urological,"",2,"",2,""
2133,2014Q4,S08000015,"",SB0801,Lung,"",3,"",2,""
2134,2014Q4,S08000016,"",S08000016,Breast,"",11,"",11,""
2135,2014Q4,S08000016,"",S08000016,Cervical,"",1,"",1,""
2136,2014Q4,S08000016,"",S08000016,Colorectal,"",10,"",10,""
2137,2014Q4,S08000016,"",S08000016,Lung,"",11,"",11,""
2138,2014Q4,S08000016,"",S08000016,Lymphoma,"",4,"",4,""
2139,2014Q4,S08000016,"",S08000016,Melanoma,"",6,"",6,""
2140,2014Q4,S08000016,"",S08000016,Ovarian,"",4,"",4,""
2141,2014Q4,S08000016,"",S08000016,Upper GI,"",12,"",12,""
2142,2014Q4,S08000016,"",S08000016,Urological,"",10,"",10,""
2143,2014Q4,S08000016,"",S08000024,Colorectal,"",1,"",1,""
2144,2014Q4,S08000016,"",S08000024,Head & Neck,"",1,"",1,""
2145,2014Q4,S08000016,"",S08000024,Lung,"",5,"",5,""
2146,2014Q4,S08000016,"",S08000024,Lymphoma,"",1,"",1,""
2147,2014Q4,S08000016,"",S08000024,Upper GI,"",1,"",1,""
2148,2014Q4,S08000016,"",S08000024,Urological,"",3,"",1,""
2149,2014Q4,S08000017,"",S08000017,Breast,"",10,"",10,""
2150,2014Q4,S08000017,"",S08000017,Cervical,"",1,"",1,""
2151,2014Q4,S08000017,"",S08000017,Colorectal,"",17,"",17,""
2152,2014Q4,S08000017,"",S08000017,Head & Neck,"",1,"",1,""
2153,2014Q4,S08000017,"",S08000017,Lung,"",20,"",20,""
2154,2014Q4,S08000017,"",S08000017,Lymphoma,"",3,"",3,""
2155,2014Q4,S08000017,"",S08000017,Melanoma,"",2,"",2,""
2156,2014Q4,S08000017,"",S08000017,Ovarian,"",2,"",2,""
2157,2014Q4,S08000017,"",S08000017,Upper GI,"",8,"",8,""
2158,2014Q4,S08000017,"",S08000017,Urological,"",16,"",16,""
2159,2014Q4,S08000017,"",S08000024,Lung,"",4,"",3,""
2160,2014Q4,S08000017,"",S08000024,Upper GI,"",1,"",1,""
2161,2014Q4,S08000017,"",S08000024,Urological,"",1,"",0,""
2162,2014Q4,S08000017,"",S08000031,Head & Neck,"",1,"",1,""
2163,2014Q4,S08000017,"",SB0801,Lung,"",2,"",1,""
2164,2014Q4,S08000019,"",S08000019,Breast,"",33,"",33,""
2165,2014Q4,S08000019,"",S08000019,Cervical,"",1,"",1,""
2166,2014Q4,S08000019,"",S08000019,Colorectal,"",25,"",24,""
2167,2014Q4,S08000019,"",S08000019,Head & Neck,"",3,"",3,""
2168,2014Q4,S08000019,"",S08000019,Lung,"",32,"",31,""
2169,2014Q4,S08000019,"",S08000019,Lymphoma,"",9,"",9,""
2170,2014Q4,S08000019,"",S08000019,Melanoma,"",11,"",10,""
2171,2014Q4,S08000019,"",S08000019,Ovarian,"",5,"",4,""
2172,2014Q4,S08000019,"",S08000019,Upper GI,"",14,"",13,""
2173,2014Q4,S08000019,"",S08000019,Urological,"",32,"",30,""
2174,2014Q4,S08000019,"",S08000024,Upper GI,"",2,"",2,""
2175,2014Q4,S08000019,"",S08000031,Cervical,"",3,"",3,""
2176,2014Q4,S08000019,"",S08000031,Colorectal,"",4,"",3,""
2177,2014Q4,S08000019,"",S08000031,Head & Neck,"",2,"",2,""
2178,2014Q4,S08000019,"",S08000031,Lung,"",6,"",5,""
2179,2014Q4,S08000019,"",S08000031,Ovarian,"",4,"",4,""
2180,2014Q4,S08000019,"",S08000031,Upper GI,"",3,"",3,""
2181,2014Q4,S08000019,"",S08000031,Urological,"",2,"",2,""
2182,2014Q4,S08000019,"",SB0801,Lung,"",4,"",4,""
2183,2014Q4,S08000020,"",S08000020,Breast,"",69,"",68,""
2184,2014Q4,S08000020,"",S08000020,Cervical,"",7,"",7,""
2185,2014Q4,S08000020,"",S08000020,Colorectal,"",50,"",39,""
2186,2014Q4,S08000020,"",S08000020,Head & Neck,"",12,"",9,""
2187,2014Q4,S08000020,"",S08000020,Lung,"",72,"",66,""
2188,2014Q4,S08000020,"",S08000020,Lymphoma,"",6,"",5,""
2189,2014Q4,S08000020,"",S08000020,Melanoma,"",9,"",8,""
2190,2014Q4,S08000020,"",S08000020,Ovarian,"",14,"",12,""
2191,2014Q4,S08000020,"",S08000020,Upper GI,"",29,"",28,""
2192,2014Q4,S08000020,"",S08000020,Urological,"",47,"",41,""
2193,2014Q4,S08000020,"",S08000031,Upper GI,"",1,"",0,""
2194,2014Q4,S08000022,"",S08000020,Lung,"",1,"",1,""
2195,2014Q4,S08000022,"",S08000022,Breast,"",37,"",37,""
2196,2014Q4,S08000022,"",S08000022,Cervical,"",1,"",1,""
2197,2014Q4,S08000022,"",S08000022,Colorectal,"",29,"",24,""
2198,2014Q4,S08000022,"",S08000022,Head & Neck,"",5,"",5,""
2199,2014Q4,S08000022,"",S08000022,Lung,"",34,"",33,""
2200,2014Q4,S08000022,"",S08000022,Lymphoma,"",10,"",10,""
2201,2014Q4,S08000022,"",S08000022,Melanoma,"",7,"",7,""
2202,2014Q4,S08000022,"",S08000022,Ovarian,"",5,"",5,""
2203,2014Q4,S08000022,"",S08000022,Upper GI,"",20,"",20,""
2204,2014Q4,S08000022,"",S08000022,Urological,"",18,"",14,""
2205,2014Q4,S08000022,"",S08000024,Melanoma,"",1,"",1,""
2206,2014Q4,S08000022,"",S08000028,Urological,"",1,"",1,""
2207,2014Q4,S08000022,"",S08000031,Upper GI,"",1,"",1,""
2208,2014Q4,S08000022,"",S08000031,Urological,"",1,"",1,""
2209,2014Q4,S08000022,"",SB0801,Lung,"",1,"",1,""
2210,2014Q4,S08000024,"",S08000016,Breast,"",4,"",4,""
2211,2014Q4,S08000024,"",S08000019,Breast,"",1,"",1,""
2212,2014Q4,S08000024,"",S08000024,Breast,"",164,"",164,""
2213,2014Q4,S08000024,"",S08000024,Cervical,"",11,"",10,""
2214,2014Q4,S08000024,"",S08000024,Colorectal,"",68,"",61,""
2215,2014Q4,S08000024,"",S08000024,Head & Neck,"",13,"",12,""
2216,2014Q4,S08000024,"",S08000024,Lung,"",57,"",57,""
2217,2014Q4,S08000024,"",S08000024,Lymphoma,"",17,"",14,""
2218,2014Q4,S08000024,"",S08000024,Melanoma,"",12,"",11,""
2219,2014Q4,S08000024,"",S08000024,Ovarian,"",8,"",7,""
2220,2014Q4,S08000024,"",S08000024,Upper GI,"",26,"",25,""
2221,2014Q4,S08000024,"",S08000024,Urological,"",65,"",60,""
2222,2014Q4,S08000024,"",S08000029,Breast,"",3,"",3,""
2223,2014Q4,S08000024,"",S08000029,Cervical,"",1,"",1,""
2224,2014Q4,S08000025,"",S08000020,Upper GI,"",1,"",0,""
2225,2014Q4,S08000025,"",S08000020,Urological,"",1,"",0,""
2226,2014Q4,S08000025,"",S08000025,Lung,"",1,"",1,""
2227,2014Q4,S08000025,"",S08000025,Urological,"",1,"",1,""
2228,2014Q4,S08000026,"",S08000020,Breast,"",1,"",1,""
2229,2014Q4,S08000026,"",S08000020,Colorectal,"",1,"",1,""
2230,2014Q4,S08000026,"",S08000020,Head & Neck,"",1,"",0,""
2231,2014Q4,S08000026,"",S08000020,Lung,"",1,"",1,""
2232,2014Q4,S08000026,"",S08000026,Breast,"",3,"",3,""
2233,2014Q4,S08000026,"",S08000026,Colorectal,"",4,"",4,""
2234,2014Q4,S08000026,"",S08000026,Melanoma,"",3,"",3,""
2235,2014Q4,S08000026,"",S08000026,Upper GI,"",2,"",2,""
2236,2014Q4,S08000026,"",S08000026,Urological,"",2,"",2,""
2237,2014Q4,S08000028,"",S08000022,Lung,"",3,"",3,""
2238,2014Q4,S08000028,"",S08000022,Upper GI,"",4,"",4,""
2239,2014Q4,S08000028,"",S08000028,Colorectal,"",2,"",2,""
2240,2014Q4,S08000028,"",S08000028,Lung,"",2,"",2,""
2241,2014Q4,S08000028,"",S08000028,Upper GI,"",1,"",1,""
2242,2014Q4,S08000029,"",S08000024,Breast,"",2,"",2,""
2243,2014Q4,S08000029,"",S08000024,Cervical,"",2,"",2,""
2244,2014Q4,S08000029,"",S08000024,Colorectal,"",2,"",2,""
2245,2014Q4,S08000029,"",S08000024,Head & Neck,"",4,"",2,""
2246,2014Q4,S08000029,"",S08000024,Lung,"",15,"",15,""
2247,2014Q4,S08000029,"",S08000024,Lymphoma,"",1,"",0,""
2248,2014Q4,S08000029,"",S08000024,Ovarian,"",2,"",2,""
2249,2014Q4,S08000029,"",S08000024,Upper GI,"",4,"",3,""
2250,2014Q4,S08000029,"",S08000024,Urological,"",4,"",2,""
2251,2014Q4,S08000029,"",S08000029,Breast,"",24,"",23,""
2252,2014Q4,S08000029,"",S08000029,Cervical,"",4,"",4,""
2253,2014Q4,S08000029,"",S08000029,Colorectal,"",30,"",29,""
2254,2014Q4,S08000029,"",S08000029,Head & Neck,"",4,"",4,""
2255,2014Q4,S08000029,"",S08000029,Lung,"",19,"",19,""
2256,2014Q4,S08000029,"",S08000029,Lymphoma,"",4,"",4,""
2257,2014Q4,S08000029,"",S08000029,Melanoma,"",1,"",1,""
2258,2014Q4,S08000029,"",S08000029,Ovarian,"",6,"",6,""
2259,2014Q4,S08000029,"",S08000029,Upper GI,"",13,"",13,""
2260,2014Q4,S08000029,"",S08000029,Urological,"",21,"",16,""
2261,2014Q4,S08000029,"",S08000030,Lung,"",2,"",2,""
2262,2014Q4,S08000030,"",S08000024,Lung,"",3,"",3,""
2263,2014Q4,S08000030,"",S08000030,Breast,"",65,"",63,""
2264,2014Q4,S08000030,"",S08000030,Cervical,"",8,"",8,""
2265,2014Q4,S08000030,"",S08000030,Colorectal,"",45,"",41,""
2266,2014Q4,S08000030,"",S08000030,Head & Neck,"",1,"",1,""
2267,2014Q4,S08000030,"",S08000030,Lung,"",39,"",39,""
2268,2014Q4,S08000030,"",S08000030,Melanoma,"",12,"",12,""
2269,2014Q4,S08000030,"",S08000030,Upper GI,"",22,"",22,""
2270,2014Q4,S08000030,"",S08000030,Urological,"",35,"",34,""
2271,2014Q4,S08000031,"",S08000019,Breast,"",4,"",4,""
2272,2014Q4,S08000031,"",S08000022,Colorectal,"",1,"",1,""
2273,2014Q4,S08000031,"",S08000022,Lung,"",1,"",1,""
2274,2014Q4,S08000031,"",S08000022,Lymphoma,"",1,"",1,""
2275,2014Q4,S08000031,"",S08000031,Breast,"",232,"",227,""
2276,2014Q4,S08000031,"",S08000031,Cervical,"",9,"",9,""
