_id,MonthOfDelay,HBT,HBTQF,AgeGroup,AgeGroupQF,ReasonForDelay,ReasonForDelayQF,NumberOfDelayedBedDays,AverageDailyNumberOfDelayedBeds
2105,201704,S08000022,"",18plus,d,Code 9 Non-AWI,"",1756,59
2106,201704,S08000022,"",18-74,"",All Delay Reasons,d,966,32
2107,201704,S08000022,"",18-74,"",Health and Social Care Reasons,"",304,10
2108,201704,S08000022,"",18-74,"",Patient and Family Related Reasons,"",90,3
2109,201704,S08000022,"",18-74,"",Code 9 AWI,"",117,4
2110,201704,S08000022,"",18-74,"",Code 9 Non-AWI,"",455,15
2111,201704,S08000022,"",75plus,"",All Delay Reasons,d,3421,114
2112,201704,S08000022,"",75plus,"",Health and Social Care Reasons,"",1384,46
2113,201704,S08000022,"",75plus,"",Patient and Family Related Reasons,"",289,10
2114,201704,S08000022,"",75plus,"",Code 9 AWI,"",447,15
2115,201704,S08000022,"",75plus,"",Code 9 Non-AWI,"",1301,43
2116,201704,S08000024,"",18plus,d,All Delay Reasons,d,8983,299
2117,201704,S08000024,"",18plus,d,Health and Social Care Reasons,"",7532,251
2118,201704,S08000024,"",18plus,d,Patient and Family Related Reasons,"",166,6
2119,201704,S08000024,"",18plus,d,Code 9 AWI,"",809,27
2120,201704,S08000024,"",18plus,d,Code 9 Non-AWI,"",476,16
2121,201704,S08000024,"",18-74,"",All Delay Reasons,d,2980,99
2122,201704,S08000024,"",18-74,"",Health and Social Care Reasons,"",2258,75
2123,201704,S08000024,"",18-74,"",Patient and Family Related Reasons,"",55,2
2124,201704,S08000024,"",18-74,"",Code 9 AWI,"",251,8
2125,201704,S08000024,"",18-74,"",Code 9 Non-AWI,"",416,14
2126,201704,S08000024,"",75plus,"",All Delay Reasons,d,6003,200
2127,201704,S08000024,"",75plus,"",Health and Social Care Reasons,"",5274,176
2128,201704,S08000024,"",75plus,"",Patient and Family Related Reasons,"",111,4
2129,201704,S08000024,"",75plus,"",Code 9 AWI,"",558,19
2130,201704,S08000024,"",75plus,"",Code 9 Non-AWI,"",60,2
2131,201704,S08000025,"",18plus,d,All Delay Reasons,d,33,1
2132,201704,S08000025,"",18plus,d,Health and Social Care Reasons,"",8,0
2133,201704,S08000025,"",18plus,d,Patient and Family Related Reasons,"",0,0
2134,201704,S08000025,"",18plus,d,Code 9 AWI,"",25,1
2135,201704,S08000025,"",18plus,d,Code 9 Non-AWI,"",0,0
2136,201704,S08000025,"",18-74,"",All Delay Reasons,d,7,0
2137,201704,S08000025,"",18-74,"",Health and Social Care Reasons,"",7,0
2138,201704,S08000025,"",18-74,"",Patient and Family Related Reasons,"",0,0
2139,201704,S08000025,"",18-74,"",Code 9 AWI,"",0,0
2140,201704,S08000025,"",18-74,"",Code 9 Non-AWI,"",0,0
2141,201704,S08000025,"",75plus,"",All Delay Reasons,d,26,1
2142,201704,S08000025,"",75plus,"",Health and Social Care Reasons,"",1,0
2143,201704,S08000025,"",75plus,"",Patient and Family Related Reasons,"",0,0
2144,201704,S08000025,"",75plus,"",Code 9 AWI,"",25,1
2145,201704,S08000025,"",75plus,"",Code 9 Non-AWI,"",0,0
2146,201704,S08000026,"",18plus,d,All Delay Reasons,d,46,2
2147,201704,S08000026,"",18plus,d,Health and Social Care Reasons,"",46,2
2148,201704,S08000026,"",18plus,d,Patient and Family Related Reasons,"",0,0
2149,201704,S08000026,"",18plus,d,Code 9 AWI,"",0,0
2150,201704,S08000026,"",18plus,d,Code 9 Non-AWI,"",0,0
2151,201704,S08000026,"",18-74,"",All Delay Reasons,d,29,1
2152,201704,S08000026,"",18-74,"",Health and Social Care Reasons,"",29,1
2153,201704,S08000026,"",18-74,"",Patient and Family Related Reasons,"",0,0
2154,201704,S08000026,"",18-74,"",Code 9 AWI,"",0,0
2155,201704,S08000026,"",18-74,"",Code 9 Non-AWI,"",0,0
2156,201704,S08000026,"",75plus,"",All Delay Reasons,d,17,1
2157,201704,S08000026,"",75plus,"",Health and Social Care Reasons,"",17,1
2158,201704,S08000026,"",75plus,"",Patient and Family Related Reasons,"",0,0
2159,201704,S08000026,"",75plus,"",Code 9 AWI,"",0,0
2160,201704,S08000026,"",75plus,"",Code 9 Non-AWI,"",0,0
2161,201704,S08000028,"",18plus,d,All Delay Reasons,d,560,19
2162,201704,S08000028,"",18plus,d,Health and Social Care Reasons,"",470,16
2163,201704,S08000028,"",18plus,d,Patient and Family Related Reasons,"",0,0
2164,201704,S08000028,"",18plus,d,Code 9 AWI,"",0,0
2165,201704,S08000028,"",18plus,d,Code 9 Non-AWI,"",90,3
2166,201704,S08000028,"",18-74,"",All Delay Reasons,d,121,4
2167,201704,S08000028,"",18-74,"",Health and Social Care Reasons,"",91,3
2168,201704,S08000028,"",18-74,"",Patient and Family Related Reasons,"",0,0
2169,201704,S08000028,"",18-74,"",Code 9 AWI,"",0,0
2170,201704,S08000028,"",18-74,"",Code 9 Non-AWI,"",30,1
2171,201704,S08000028,"",75plus,"",All Delay Reasons,d,439,15
2172,201704,S08000028,"",75plus,"",Health and Social Care Reasons,"",379,13
2173,201704,S08000028,"",75plus,"",Patient and Family Related Reasons,"",0,0
2174,201704,S08000028,"",75plus,"",Code 9 AWI,"",0,0
2175,201704,S08000028,"",75plus,"",Code 9 Non-AWI,"",60,2
2176,201704,S08000029,"",18plus,d,All Delay Reasons,d,2106,70
2177,201704,S08000029,"",18plus,d,Health and Social Care Reasons,"",1500,50
2178,201704,S08000029,"",18plus,d,Patient and Family Related Reasons,"",18,1
2179,201704,S08000029,"",18plus,d,Code 9 AWI,"",588,20
2180,201704,S08000029,"",18plus,d,Code 9 Non-AWI,"",0,0
2181,201704,S08000029,"",18-74,"",All Delay Reasons,d,747,25
2182,201704,S08000029,"",18-74,"",Health and Social Care Reasons,"",558,19
2183,201704,S08000029,"",18-74,"",Patient and Family Related Reasons,"",0,0
2184,201704,S08000029,"",18-74,"",Code 9 AWI,"",189,6
2185,201704,S08000029,"",18-74,"",Code 9 Non-AWI,"",0,0
2186,201704,S08000029,"",75plus,"",All Delay Reasons,d,1359,45
2187,201704,S08000029,"",75plus,"",Health and Social Care Reasons,"",942,31
2188,201704,S08000029,"",75plus,"",Patient and Family Related Reasons,"",18,1
2189,201704,S08000029,"",75plus,"",Code 9 AWI,"",399,13
2190,201704,S08000029,"",75plus,"",Code 9 Non-AWI,"",0,0
2191,201704,S08000030,"",18plus,d,All Delay Reasons,d,3106,104
2192,201704,S08000030,"",18plus,d,Health and Social Care Reasons,"",1919,64
2193,201704,S08000030,"",18plus,d,Patient and Family Related Reasons,"",142,5
2194,201704,S08000030,"",18plus,d,Code 9 AWI,"",467,16
2195,201704,S08000030,"",18plus,d,Code 9 Non-AWI,"",578,19
2196,201704,S08000030,"",18-74,"",All Delay Reasons,d,1446,48
2197,201704,S08000030,"",18-74,"",Health and Social Care Reasons,"",660,22
2198,201704,S08000030,"",18-74,"",Patient and Family Related Reasons,"",30,1
2199,201704,S08000030,"",18-74,"",Code 9 AWI,"",208,7
2200,201704,S08000030,"",18-74,"",Code 9 Non-AWI,"",548,18
2201,201704,S08000030,"",75plus,"",All Delay Reasons,d,1660,55
2202,201704,S08000030,"",75plus,"",Health and Social Care Reasons,"",1259,42
2203,201704,S08000030,"",75plus,"",Patient and Family Related Reasons,"",112,4
2204,201704,S08000030,"",75plus,"",Code 9 AWI,"",259,9
2205,201704,S08000030,"",75plus,"",Code 9 Non-AWI,"",30,1
2206,201704,S08000031,"",18plus,d,All Delay Reasons,d,4743,158
2207,201704,S08000031,"",18plus,d,Health and Social Care Reasons,"",2966,99
2208,201704,S08000031,"",18plus,d,Patient and Family Related Reasons,"",370,12
2209,201704,S08000031,"",18plus,d,Code 9 AWI,"",962,32
2210,201704,S08000031,"",18plus,d,Code 9 Non-AWI,"",445,15
2211,201704,S08000031,"",18-74,"",All Delay Reasons,d,2193,73
2212,201704,S08000031,"",18-74,"",Health and Social Care Reasons,"",1206,40
2213,201704,S08000031,"",18-74,"",Patient and Family Related Reasons,"",102,3
2214,201704,S08000031,"",18-74,"",Code 9 AWI,"",459,15
2215,201704,S08000031,"",18-74,"",Code 9 Non-AWI,"",426,14
2216,201704,S08000031,"",75plus,"",All Delay Reasons,d,2550,85
2217,201704,S08000031,"",75plus,"",Health and Social Care Reasons,"",1760,59
2218,201704,S08000031,"",75plus,"",Patient and Family Related Reasons,"",268,9
2219,201704,S08000031,"",75plus,"",Code 9 AWI,"",503,17
2220,201704,S08000031,"",75plus,"",Code 9 Non-AWI,"",19,1
2221,201704,S08000032,"",18plus,d,All Delay Reasons,d,6278,209
2222,201704,S08000032,"",18plus,d,Health and Social Care Reasons,"",5153,172
2223,201704,S08000032,"",18plus,d,Patient and Family Related Reasons,"",347,12
2224,201704,S08000032,"",18plus,d,Code 9 AWI,"",643,21
2225,201704,S08000032,"",18plus,d,Code 9 Non-AWI,"",135,5
2226,201704,S08000032,"",18-74,"",All Delay Reasons,d,1768,59
2227,201704,S08000032,"",18-74,"",Health and Social Care Reasons,"",1424,47
2228,201704,S08000032,"",18-74,"",Patient and Family Related Reasons,"",55,2
2229,201704,S08000032,"",18-74,"",Code 9 AWI,"",193,6
2230,201704,S08000032,"",18-74,"",Code 9 Non-AWI,"",96,3
2231,201704,S08000032,"",75plus,"",All Delay Reasons,d,4510,150
2232,201704,S08000032,"",75plus,"",Health and Social Care Reasons,"",3729,124
2233,201704,S08000032,"",75plus,"",Patient and Family Related Reasons,"",292,10
2234,201704,S08000032,"",75plus,"",Code 9 AWI,"",450,15
2235,201704,S08000032,"",75plus,"",Code 9 Non-AWI,"",39,1
2236,201704,S92000003,d,18plus,d,All Delay Reasons,d,40925,1364
2237,201704,S92000003,d,18plus,d,Health and Social Care Reasons,"",29037,968
2238,201704,S92000003,d,18plus,d,Patient and Family Related Reasons,"",1746,58
2239,201704,S92000003,d,18plus,d,Code 9 AWI,"",6057,202
2240,201704,S92000003,d,18plus,d,Code 9 Non-AWI,"",4085,136
2241,201704,S92000003,d,18-74,"",All Delay Reasons,d,13002,433
2242,201704,S92000003,d,18-74,"",Health and Social Care Reasons,"",8370,279
2243,201704,S92000003,d,18-74,"",Patient and Family Related Reasons,"",366,12
2244,201704,S92000003,d,18-74,"",Code 9 AWI,"",1895,63
2245,201704,S92000003,d,18-74,"",Code 9 Non-AWI,"",2371,79
2246,201704,S92000003,d,75plus,"",All Delay Reasons,d,27923,931
2247,201704,S92000003,d,75plus,"",Health and Social Care Reasons,"",20667,689
2248,201704,S92000003,d,75plus,"",Patient and Family Related Reasons,"",1380,46
2249,201704,S92000003,d,75plus,"",Code 9 AWI,"",4162,139
2250,201704,S92000003,d,75plus,"",Code 9 Non-AWI,"",1714,57
2251,201705,S08000015,"",18plus,d,All Delay Reasons,d,2216,71
2252,201705,S08000015,"",18plus,d,Health and Social Care Reasons,"",1341,43
2253,201705,S08000015,"",18plus,d,Patient and Family Related Reasons,"",17,1
2254,201705,S08000015,"",18plus,d,Code 9 AWI,"",845,27
2255,201705,S08000015,"",18plus,d,Code 9 Non-AWI,"",13,0
2256,201705,S08000015,"",18-74,"",All Delay Reasons,d,577,19
2257,201705,S08000015,"",18-74,"",Health and Social Care Reasons,"",340,11
2258,201705,S08000015,"",18-74,"",Patient and Family Related Reasons,"",0,0
2259,201705,S08000015,"",18-74,"",Code 9 AWI,"",237,8
2260,201705,S08000015,"",18-74,"",Code 9 Non-AWI,"",0,0
2261,201705,S08000015,"",75plus,"",All Delay Reasons,d,1639,53
2262,201705,S08000015,"",75plus,"",Health and Social Care Reasons,"",1001,32
2263,201705,S08000015,"",75plus,"",Patient and Family Related Reasons,"",17,1
2264,201705,S08000015,"",75plus,"",Code 9 AWI,"",608,20
2265,201705,S08000015,"",75plus,"",Code 9 Non-AWI,"",13,0
2266,201705,S08000016,"",18plus,d,All Delay Reasons,d,970,31
2267,201705,S08000016,"",18plus,d,Health and Social Care Reasons,"",619,20
2268,201705,S08000016,"",18plus,d,Patient and Family Related Reasons,"",45,1
2269,201705,S08000016,"",18plus,d,Code 9 AWI,"",110,4
2270,201705,S08000016,"",18plus,d,Code 9 Non-AWI,"",196,6
2271,201705,S08000016,"",18-74,"",All Delay Reasons,d,259,8
2272,201705,S08000016,"",18-74,"",Health and Social Care Reasons,"",117,4
2273,201705,S08000016,"",18-74,"",Patient and Family Related Reasons,"",31,1
2274,201705,S08000016,"",18-74,"",Code 9 AWI,"",62,2
2275,201705,S08000016,"",18-74,"",Code 9 Non-AWI,"",49,2
2276,201705,S08000016,"",75plus,"",All Delay Reasons,d,711,23
2277,201705,S08000016,"",75plus,"",Health and Social Care Reasons,"",502,16
2278,201705,S08000016,"",75plus,"",Patient and Family Related Reasons,"",14,0
2279,201705,S08000016,"",75plus,"",Code 9 AWI,"",48,2
2280,201705,S08000016,"",75plus,"",Code 9 Non-AWI,"",147,5
2281,201705,S08000017,"",18plus,d,All Delay Reasons,d,895,29
2282,201705,S08000017,"",18plus,d,Health and Social Care Reasons,"",722,23
2283,201705,S08000017,"",18plus,d,Patient and Family Related Reasons,"",19,1
2284,201705,S08000017,"",18plus,d,Code 9 AWI,"",154,5
2285,201705,S08000017,"",18plus,d,Code 9 Non-AWI,"",0,0
2286,201705,S08000017,"",18-74,"",All Delay Reasons,d,197,6
2287,201705,S08000017,"",18-74,"",Health and Social Care Reasons,"",82,3
2288,201705,S08000017,"",18-74,"",Patient and Family Related Reasons,"",5,0
2289,201705,S08000017,"",18-74,"",Code 9 AWI,"",110,4
2290,201705,S08000017,"",18-74,"",Code 9 Non-AWI,"",0,0
2291,201705,S08000017,"",75plus,"",All Delay Reasons,d,698,23
2292,201705,S08000017,"",75plus,"",Health and Social Care Reasons,"",640,21
2293,201705,S08000017,"",75plus,"",Patient and Family Related Reasons,"",14,0
2294,201705,S08000017,"",75plus,"",Code 9 AWI,"",44,1
2295,201705,S08000017,"",75plus,"",Code 9 Non-AWI,"",0,0
2296,201705,S08000019,"",18plus,d,All Delay Reasons,d,1795,58
2297,201705,S08000019,"",18plus,d,Health and Social Care Reasons,"",1364,44
2298,201705,S08000019,"",18plus,d,Patient and Family Related Reasons,"",116,4
2299,201705,S08000019,"",18plus,d,Code 9 AWI,"",159,5
2300,201705,S08000019,"",18plus,d,Code 9 Non-AWI,"",156,5
2301,201705,S08000019,"",18-74,"",All Delay Reasons,d,499,16
2302,201705,S08000019,"",18-74,"",Health and Social Care Reasons,"",301,10
2303,201705,S08000019,"",18-74,"",Patient and Family Related Reasons,"",44,1
2304,201705,S08000019,"",18-74,"",Code 9 AWI,"",40,1
2305,201705,S08000019,"",18-74,"",Code 9 Non-AWI,"",114,4
2306,201705,S08000019,"",75plus,"",All Delay Reasons,d,1296,42
2307,201705,S08000019,"",75plus,"",Health and Social Care Reasons,"",1063,34
2308,201705,S08000019,"",75plus,"",Patient and Family Related Reasons,"",72,2
2309,201705,S08000019,"",75plus,"",Code 9 AWI,"",119,4
2310,201705,S08000019,"",75plus,"",Code 9 Non-AWI,"",42,1
2311,201705,S08000020,"",18plus,d,All Delay Reasons,d,4299,139
2312,201705,S08000020,"",18plus,d,Health and Social Care Reasons,"",2986,96
2313,201705,S08000020,"",18plus,d,Patient and Family Related Reasons,"",310,10
2314,201705,S08000020,"",18plus,d,Code 9 AWI,"",772,25
2315,201705,S08000020,"",18plus,d,Code 9 Non-AWI,"",231,7
2316,201705,S08000020,"",18-74,"",All Delay Reasons,d,1454,47
2317,201705,S08000020,"",18-74,"",Health and Social Care Reasons,"",861,28
2318,201705,S08000020,"",18-74,"",Patient and Family Related Reasons,"",157,5
2319,201705,S08000020,"",18-74,"",Code 9 AWI,"",251,8
2320,201705,S08000020,"",18-74,"",Code 9 Non-AWI,"",185,6
2321,201705,S08000020,"",75plus,"",All Delay Reasons,d,2845,92
2322,201705,S08000020,"",75plus,"",Health and Social Care Reasons,"",2125,69
2323,201705,S08000020,"",75plus,"",Patient and Family Related Reasons,"",153,5
2324,201705,S08000020,"",75plus,"",Code 9 AWI,"",521,17
2325,201705,S08000020,"",75plus,"",Code 9 Non-AWI,"",46,1
2326,201705,S08000022,"",18plus,d,All Delay Reasons,d,3835,124
2327,201705,S08000022,"",18plus,d,Health and Social Care Reasons,"",1341,43
2328,201705,S08000022,"",18plus,d,Patient and Family Related Reasons,"",364,12
2329,201705,S08000022,"",18plus,d,Code 9 AWI,"",464,15
2330,201705,S08000022,"",18plus,d,Code 9 Non-AWI,"",1666,54
2331,201705,S08000022,"",18-74,"",All Delay Reasons,d,902,29
2332,201705,S08000022,"",18-74,"",Health and Social Care Reasons,"",278,9
2333,201705,S08000022,"",18-74,"",Patient and Family Related Reasons,"",121,4
2334,201705,S08000022,"",18-74,"",Code 9 AWI,"",62,2
2335,201705,S08000022,"",18-74,"",Code 9 Non-AWI,"",441,14
2336,201705,S08000022,"",75plus,"",All Delay Reasons,d,2933,95
2337,201705,S08000022,"",75plus,"",Health and Social Care Reasons,"",1063,34
2338,201705,S08000022,"",75plus,"",Patient and Family Related Reasons,"",243,8
2339,201705,S08000022,"",75plus,"",Code 9 AWI,"",402,13
2340,201705,S08000022,"",75plus,"",Code 9 Non-AWI,"",1225,40
2341,201705,S08000024,"",18plus,d,All Delay Reasons,d,9084,293
2342,201705,S08000024,"",18plus,d,Health and Social Care Reasons,"",7586,245
2343,201705,S08000024,"",18plus,d,Patient and Family Related Reasons,"",135,4
2344,201705,S08000024,"",18plus,d,Code 9 AWI,"",782,25
2345,201705,S08000024,"",18plus,d,Code 9 Non-AWI,"",581,19
2346,201705,S08000024,"",18-74,"",All Delay Reasons,d,2817,91
2347,201705,S08000024,"",18-74,"",Health and Social Care Reasons,"",2140,69
2348,201705,S08000024,"",18-74,"",Patient and Family Related Reasons,"",39,1
2349,201705,S08000024,"",18-74,"",Code 9 AWI,"",119,4
2350,201705,S08000024,"",18-74,"",Code 9 Non-AWI,"",519,17
2351,201705,S08000024,"",75plus,"",All Delay Reasons,d,6267,202
2352,201705,S08000024,"",75plus,"",Health and Social Care Reasons,"",5446,176
2353,201705,S08000024,"",75plus,"",Patient and Family Related Reasons,"",96,3
2354,201705,S08000024,"",75plus,"",Code 9 AWI,"",663,21
2355,201705,S08000024,"",75plus,"",Code 9 Non-AWI,"",62,2
2356,201705,S08000025,"",18plus,d,All Delay Reasons,d,63,2
2357,201705,S08000025,"",18plus,d,Health and Social Care Reasons,"",33,1
2358,201705,S08000025,"",18plus,d,Patient and Family Related Reasons,"",0,0
2359,201705,S08000025,"",18plus,d,Code 9 AWI,"",16,1
2360,201705,S08000025,"",18plus,d,Code 9 Non-AWI,"",14,0
2361,201705,S08000025,"",18-74,"",All Delay Reasons,d,14,0
2362,201705,S08000025,"",18-74,"",Health and Social Care Reasons,"",14,0
2363,201705,S08000025,"",18-74,"",Patient and Family Related Reasons,"",0,0
2364,201705,S08000025,"",18-74,"",Code 9 AWI,"",0,0
2365,201705,S08000025,"",18-74,"",Code 9 Non-AWI,"",0,0
2366,201705,S08000025,"",75plus,"",All Delay Reasons,d,49,2
2367,201705,S08000025,"",75plus,"",Health and Social Care Reasons,"",19,1
2368,201705,S08000025,"",75plus,"",Patient and Family Related Reasons,"",0,0
2369,201705,S08000025,"",75plus,"",Code 9 AWI,"",16,1
2370,201705,S08000025,"",75plus,"",Code 9 Non-AWI,"",14,0
2371,201705,S08000026,"",18plus,d,All Delay Reasons,d,47,2
2372,201705,S08000026,"",18plus,d,Health and Social Care Reasons,"",38,1
2373,201705,S08000026,"",18plus,d,Patient and Family Related Reasons,"",9,0
2374,201705,S08000026,"",18plus,d,Code 9 AWI,"",0,0
2375,201705,S08000026,"",18plus,d,Code 9 Non-AWI,"",0,0
2376,201705,S08000026,"",18-74,"",All Delay Reasons,d,21,1
2377,201705,S08000026,"",18-74,"",Health and Social Care Reasons,"",12,0
2378,201705,S08000026,"",18-74,"",Patient and Family Related Reasons,"",9,0
2379,201705,S08000026,"",18-74,"",Code 9 AWI,"",0,0
2380,201705,S08000026,"",18-74,"",Code 9 Non-AWI,"",0,0
2381,201705,S08000026,"",75plus,"",All Delay Reasons,d,26,1
2382,201705,S08000026,"",75plus,"",Health and Social Care Reasons,"",26,1
2383,201705,S08000026,"",75plus,"",Patient and Family Related Reasons,"",0,0
2384,201705,S08000026,"",75plus,"",Code 9 AWI,"",0,0
2385,201705,S08000026,"",75plus,"",Code 9 Non-AWI,"",0,0
2386,201705,S08000028,"",18plus,d,All Delay Reasons,d,582,19
2387,201705,S08000028,"",18plus,d,Health and Social Care Reasons,"",426,14
2388,201705,S08000028,"",18plus,d,Patient and Family Related Reasons,"",0,0
2389,201705,S08000028,"",18plus,d,Code 9 AWI,"",31,1
2390,201705,S08000028,"",18plus,d,Code 9 Non-AWI,"",125,4
2391,201705,S08000028,"",18-74,"",All Delay Reasons,d,70,2
2392,201705,S08000028,"",18-74,"",Health and Social Care Reasons,"",39,1
2393,201705,S08000028,"",18-74,"",Patient and Family Related Reasons,"",0,0
2394,201705,S08000028,"",18-74,"",Code 9 AWI,"",31,1
2395,201705,S08000028,"",18-74,"",Code 9 Non-AWI,"",0,0
2396,201705,S08000028,"",75plus,"",All Delay Reasons,d,512,17
2397,201705,S08000028,"",75plus,"",Health and Social Care Reasons,"",387,12
2398,201705,S08000028,"",75plus,"",Patient and Family Related Reasons,"",0,0
2399,201705,S08000028,"",75plus,"",Code 9 AWI,"",0,0
2400,201705,S08000028,"",75plus,"",Code 9 Non-AWI,"",125,4
2401,201705,S08000029,"",18plus,d,All Delay Reasons,d,2369,76
2402,201705,S08000029,"",18plus,d,Health and Social Care Reasons,"",1725,56
2403,201705,S08000029,"",18plus,d,Patient and Family Related Reasons,"",59,2
2404,201705,S08000029,"",18plus,d,Code 9 AWI,"",571,18
2405,201705,S08000029,"",18plus,d,Code 9 Non-AWI,"",14,0
2406,201705,S08000029,"",18-74,"",All Delay Reasons,d,542,17
2407,201705,S08000029,"",18-74,"",Health and Social Care Reasons,"",420,14
2408,201705,S08000029,"",18-74,"",Patient and Family Related Reasons,"",0,0
2409,201705,S08000029,"",18-74,"",Code 9 AWI,"",108,3
