date,hbt,hb_name,treatment_location,department_type,number_of_attendances_aggregate,number_meeting_target_aggregate,percent_meeting_target
2018-12-01,S08000022,NHS Highland,H227H,Minor Injury Unit or Other,74,74,100
2018-12-01,S08000032,NHS Lanarkshire,L106H,Emergency Department,5792,5363,92.59323204419888
2018-12-01,S08000032,NHS Lanarkshire,L206H,Minor Injury Unit or Other,71,71,100
2018-12-01,S08000032,NHS Lanarkshire,L207H,Minor Injury Unit or Other,46,46,100
2018-12-01,S08000032,NHS Lanarkshire,L302H,Emergency Department,5307,4863,91.63369135104578
2018-12-01,S08000032,NHS Lanarkshire,L308H,Emergency Department,5941,5191,87.37586264938562
2018-12-01,S08000024,NHS Lothian,S108H,Minor Injury Unit or Other,114,114,100
2018-12-01,S08000024,NHS Lothian,S116H,Minor Injury Unit or Other,3770,3186,84.50928381962865
2018-12-01,S08000024,NHS Lothian,S308H,Emergency Department,4906,4169,84.97757847533633
2018-12-01,S08000024,NHS Lothian,S314H,Emergency Department,10273,8582,83.53937506083909
2018-12-01,S08000024,NHS Lothian,S319H,Emergency Department,4649,4298,92.44998924499892
2018-12-01,S08000025,NHS Orkney,R103H,Emergency Department,535,506,94.57943925233646
2018-12-01,S08000026,NHS Shetland,Z102H,Emergency Department,649,633,97.5346687211094
2018-12-01,S08000030,NHS Tayside,T101H,Emergency Department,4114,3942,95.81915410792416
2018-12-01,S08000030,NHS Tayside,T202H,Emergency Department,1965,1919,97.65903307888041
2018-12-01,S08000030,NHS Tayside,T205H,Minor Injury Unit or Other,20,20,100
2018-12-01,S08000030,NHS Tayside,T209H,Minor Injury Unit or Other,258,258,100
2018-12-01,S08000030,NHS Tayside,T304H,Minor Injury Unit or Other,1268,1267,99.9211356466877
2018-12-01,S08000030,NHS Tayside,T305H,Minor Injury Unit or Other,60,60,100
2018-12-01,S08000030,NHS Tayside,T316H,Minor Injury Unit or Other,38,38,100
2018-12-01,S08000030,NHS Tayside,T319H,Minor Injury Unit or Other,455,455,100
2018-12-01,S08000030,NHS Tayside,T320H,Minor Injury Unit or Other,54,54,100
2018-12-01,S08000030,NHS Tayside,T357C,Minor Injury Unit or Other,204,204,100
2018-12-01,S08000028,NHS Western Isles,W106H,Minor Injury Unit or Other,45,45,100
2018-12-01,S08000028,NHS Western Isles,W107H,Emergency Department,546,540,98.9010989010989
2018-12-01,S08000028,NHS Western Isles,W108H,Minor Injury Unit or Other,147,146,99.31972789115646
2019-01-01,S08000015,NHS Ayrshire and Arran,A101H,Minor Injury Unit or Other,172,168,97.67441860465115
2019-01-01,S08000015,NHS Ayrshire and Arran,A110H,Minor Injury Unit or Other,83,83,100
2019-01-01,S08000015,NHS Ayrshire and Arran,A111H,Emergency Department,6098,5418,88.84880288619219
2019-01-01,S08000015,NHS Ayrshire and Arran,A210H,Emergency Department,3173,2692,84.84084462653641
2019-01-01,S08000015,NHS Ayrshire and Arran,A216H,Minor Injury Unit or Other,69,68,98.55072463768117
2019-01-01,S08000016,NHS Borders,B103H,Minor Injury Unit or Other,2,2,100
2019-01-01,S08000016,NHS Borders,B105H,Minor Injury Unit or Other,55,55,100
2019-01-01,S08000016,NHS Borders,B114H,Minor Injury Unit or Other,7,7,100
2019-01-01,S08000016,NHS Borders,B118H,Minor Injury Unit or Other,33,33,100
2019-01-01,S08000016,NHS Borders,B120H,Emergency Department,2575,2397,93.08737864077669
2019-01-01,S08000017,NHS Dumfries and Galloway,Y101H,Minor Injury Unit or Other,16,16,100
2019-01-01,S08000017,NHS Dumfries and Galloway,Y106H,Minor Injury Unit or Other,30,30,100
2019-01-01,S08000017,NHS Dumfries and Galloway,Y109H,Minor Injury Unit or Other,1,1,100
2019-01-01,S08000017,NHS Dumfries and Galloway,Y110H,Minor Injury Unit or Other,11,11,100
2019-01-01,S08000017,NHS Dumfries and Galloway,Y144H,Emergency Department,1041,969,93.0835734870317
2019-01-01,S08000017,NHS Dumfries and Galloway,Y146H,Emergency Department,2653,2357,88.84281944967961
2019-01-01,S08000029,NHS Fife,F704H,Emergency Department,5515,4903,88.90299184043518
2019-01-01,S08000029,NHS Fife,F708H,Minor Injury Unit or Other,132,132,100
2019-01-01,S08000029,NHS Fife,F709H,Minor Injury Unit or Other,203,203,100
2019-01-01,S08000029,NHS Fife,F805H,Minor Injury Unit or Other,1547,1547,100
2019-01-01,S08000019,NHS Forth Valley,V201H,Minor Injury Unit or Other,1501,1499,99.86675549633578
2019-01-01,S08000019,NHS Forth Valley,V217H,Emergency Department,5416,4179,77.1602658788774
2019-01-01,S08000020,NHS Grampian,N101H,Emergency Department,4970,4282,86.1569416498994
2019-01-01,S08000020,NHS Grampian,N121H,Emergency Department,1316,1294,98.32826747720364
2019-01-01,S08000020,NHS Grampian,N151H,Minor Injury Unit or Other,81,81,100
2019-01-01,S08000020,NHS Grampian,N331H,Minor Injury Unit or Other,4,4,100
2019-01-01,S08000020,NHS Grampian,N332H,Minor Injury Unit or Other,23,23,100
2019-01-01,S08000020,NHS Grampian,N333H,Minor Injury Unit or Other,1291,1291,100
2019-01-01,S08000020,NHS Grampian,N334H,Minor Injury Unit or Other,621,619,99.6779388083736
2019-01-01,S08000020,NHS Grampian,N335H,Minor Injury Unit or Other,218,216,99.08256880733946
2019-01-01,S08000020,NHS Grampian,N336H,Minor Injury Unit or Other,126,126,100
2019-01-01,S08000020,NHS Grampian,N337H,Minor Injury Unit or Other,247,246,99.59514170040485
2019-01-01,S08000020,NHS Grampian,N411H,Emergency Department,1950,1866,95.6923076923077
2019-01-01,S08000020,NHS Grampian,N431H,Minor Injury Unit or Other,40,40,100
2019-01-01,S08000020,NHS Grampian,N432H,Minor Injury Unit or Other,13,13,100
2019-01-01,S08000020,NHS Grampian,N433H,Minor Injury Unit or Other,86,86,100
2019-01-01,S08000020,NHS Grampian,N451H,Minor Injury Unit or Other,8,8,100
2019-01-01,S08000020,NHS Grampian,N494H,Minor Injury Unit or Other,79,79,100
2019-01-01,S08000020,NHS Grampian,N683C,Minor Injury Unit or Other,39,39,100
2019-01-01,S08000031,NHS Greater Glasgow and Clyde,C206H,Minor Injury Unit or Other,1445,1386,95.91695501730104
2019-01-01,S08000031,NHS Greater Glasgow and Clyde,C313H,Emergency Department,2708,2351,86.81683899556869
2019-01-01,S08000031,NHS Greater Glasgow and Clyde,C418H,Emergency Department,5806,4797,82.62142611091974
2019-01-01,S08000031,NHS Greater Glasgow and Clyde,G107H,Emergency Department,8036,6744,83.92234942757591
2019-01-01,S08000031,NHS Greater Glasgow and Clyde,G207H,Minor Injury Unit or Other,1704,1701,99.82394366197182
2019-01-01,S08000031,NHS Greater Glasgow and Clyde,G306H,Minor Injury Unit or Other,2734,2731,99.89027066569129
2019-01-01,S08000031,NHS Greater Glasgow and Clyde,G405H,Emergency Department,8834,7001,79.25062259452118
2019-01-01,S08000031,NHS Greater Glasgow and Clyde,G513H,Emergency Department,6149,5883,95.67409334851196
2019-01-01,S08000022,NHS Highland,C106H,Minor Injury Unit or Other,644,640,99.37888198757764
2019-01-01,S08000022,NHS Highland,C108H,Minor Injury Unit or Other,94,92,97.87234042553192
2019-01-01,S08000022,NHS Highland,C113H,Minor Injury Unit or Other,337,330,97.92284866468842
2019-01-01,S08000022,NHS Highland,C121H,Emergency Department,615,603,98.04878048780488
2019-01-01,S08000022,NHS Highland,C122H,Minor Injury Unit or Other,420,418,99.52380952380952
2019-01-01,S08000022,NHS Highland,H101H,Minor Injury Unit or Other,161,160,99.37888198757764
2019-01-01,S08000022,NHS Highland,H103H,Emergency Department,682,656,96.18768328445748
2019-01-01,S08000022,NHS Highland,H106H,Minor Injury Unit or Other,25,25,100
2019-01-01,S08000022,NHS Highland,H202H,Emergency Department,2836,2534,89.35119887165021
2019-01-01,S08000022,NHS Highland,H208H,Minor Injury Unit or Other,270,270,100
2019-01-01,S08000022,NHS Highland,H210H,Minor Injury Unit or Other,41,41,100
2019-01-01,S08000022,NHS Highland,H212H,Emergency Department,664,640,96.3855421686747
2019-01-01,S08000022,NHS Highland,H214H,Minor Injury Unit or Other,399,399,100
2019-01-01,S08000022,NHS Highland,H215H,Minor Injury Unit or Other,168,168,100
2019-01-01,S08000022,NHS Highland,H219H,Minor Injury Unit or Other,108,108,100
2019-01-01,S08000022,NHS Highland,H224H,Minor Injury Unit or Other,439,424,96.58314350797266
2019-01-01,S08000022,NHS Highland,H227B,Minor Injury Unit or Other,110,110,100
2019-01-01,S08000022,NHS Highland,H227H,Minor Injury Unit or Other,63,62,98.4126984126984
2019-01-01,S08000032,NHS Lanarkshire,L106H,Emergency Department,6074,5642,92.88771814290419
2019-01-01,S08000032,NHS Lanarkshire,L206H,Minor Injury Unit or Other,79,79,100
2019-01-01,S08000032,NHS Lanarkshire,L207H,Minor Injury Unit or Other,36,36,100
2019-01-01,S08000032,NHS Lanarkshire,L302H,Emergency Department,5705,4732,82.94478527607362
2019-01-01,S08000032,NHS Lanarkshire,L308H,Emergency Department,6127,5204,84.93553125510037
2019-01-01,S08000024,NHS Lothian,S108H,Minor Injury Unit or Other,149,149,100
2019-01-01,S08000024,NHS Lothian,S116H,Minor Injury Unit or Other,4191,3442,82.1283703173467
2019-01-01,S08000024,NHS Lothian,S308H,Emergency Department,4845,3977,82.08462332301342
2019-01-01,S08000024,NHS Lothian,S314H,Emergency Department,10165,8696,85.5484505656665
2019-01-01,S08000024,NHS Lothian,S319H,Emergency Department,4385,4073,92.884834663626
2019-01-01,S08000025,NHS Orkney,R103H,Emergency Department,520,499,95.96153846153847
2019-01-01,S08000026,NHS Shetland,Z102H,Emergency Department,625,599,95.84
2019-01-01,S08000030,NHS Tayside,T101H,Emergency Department,4009,3855,96.15864305313046
2019-01-01,S08000030,NHS Tayside,T202H,Emergency Department,2012,1916,95.2286282306163
2019-01-01,S08000030,NHS Tayside,T205H,Minor Injury Unit or Other,20,20,100
2019-01-01,S08000030,NHS Tayside,T209H,Minor Injury Unit or Other,233,233,100
2019-01-01,S08000030,NHS Tayside,T304H,Minor Injury Unit or Other,1277,1277,100
2019-01-01,S08000030,NHS Tayside,T305H,Minor Injury Unit or Other,60,60,100
2019-01-01,S08000030,NHS Tayside,T316H,Minor Injury Unit or Other,74,74,100
2019-01-01,S08000030,NHS Tayside,T319H,Minor Injury Unit or Other,387,387,100
2019-01-01,S08000030,NHS Tayside,T320H,Minor Injury Unit or Other,74,74,100
2019-01-01,S08000030,NHS Tayside,T357C,Minor Injury Unit or Other,223,223,100
2019-01-01,S08000028,NHS Western Isles,W106H,Minor Injury Unit or Other,38,38,100
2019-01-01,S08000028,NHS Western Isles,W107H,Emergency Department,503,493,98.01192842942345
2019-01-01,S08000028,NHS Western Isles,W108H,Minor Injury Unit or Other,137,137,100
2019-02-01,S08000015,NHS Ayrshire and Arran,A101H,Minor Injury Unit or Other,172,168,97.67441860465115
2019-02-01,S08000015,NHS Ayrshire and Arran,A110H,Minor Injury Unit or Other,46,45,97.82608695652173
2019-02-01,S08000015,NHS Ayrshire and Arran,A111H,Emergency Department,5587,4927,88.1868623590478
2019-02-01,S08000015,NHS Ayrshire and Arran,A210H,Emergency Department,2917,2387,81.83064792595131
2019-02-01,S08000015,NHS Ayrshire and Arran,A216H,Minor Injury Unit or Other,60,60,100
2019-02-01,S08000016,NHS Borders,B103H,Minor Injury Unit or Other,7,7,100
2019-02-01,S08000016,NHS Borders,B105H,Minor Injury Unit or Other,63,63,100
2019-02-01,S08000016,NHS Borders,B114H,Minor Injury Unit or Other,6,6,100
2019-02-01,S08000016,NHS Borders,B118H,Minor Injury Unit or Other,34,34,100
2019-02-01,S08000016,NHS Borders,B120H,Emergency Department,2315,2105,90.92872570194385
2019-02-01,S08000017,NHS Dumfries and Galloway,Y101H,Minor Injury Unit or Other,15,15,100
2019-02-01,S08000017,NHS Dumfries and Galloway,Y106H,Minor Injury Unit or Other,23,23,100
2019-02-01,S08000017,NHS Dumfries and Galloway,Y109H,Minor Injury Unit or Other,3,3,100
2019-02-01,S08000017,NHS Dumfries and Galloway,Y110H,Minor Injury Unit or Other,2,2,100
2019-02-01,S08000017,NHS Dumfries and Galloway,Y144H,Emergency Department,971,901,92.79093717816684
2019-02-01,S08000017,NHS Dumfries and Galloway,Y146H,Emergency Department,2680,2323,86.67910447761194
2019-02-01,S08000029,NHS Fife,F704H,Emergency Department,5153,4590,89.07432563555211
2019-02-01,S08000029,NHS Fife,F708H,Minor Injury Unit or Other,143,143,100
2019-02-01,S08000029,NHS Fife,F709H,Minor Injury Unit or Other,273,273,100
2019-02-01,S08000029,NHS Fife,F805H,Minor Injury Unit or Other,1552,1550,99.87113402061856
2019-02-01,S08000019,NHS Forth Valley,V201H,Minor Injury Unit or Other,1464,1464,100
2019-02-01,S08000019,NHS Forth Valley,V217H,Emergency Department,4877,4563,93.56161574738569
2019-02-01,S08000020,NHS Grampian,N101H,Emergency Department,4892,4001,81.78659035159444
2019-02-01,S08000020,NHS Grampian,N121H,Emergency Department,1245,1230,98.79518072289156
2019-02-01,S08000020,NHS Grampian,N151H,Minor Injury Unit or Other,73,73,100
2019-02-01,S08000020,NHS Grampian,N331H,Minor Injury Unit or Other,1,1,100
2019-02-01,S08000020,NHS Grampian,N332H,Minor Injury Unit or Other,37,37,100
2019-02-01,S08000020,NHS Grampian,N333H,Minor Injury Unit or Other,1327,1327,100
2019-02-01,S08000020,NHS Grampian,N334H,Minor Injury Unit or Other,550,548,99.63636363636364
2019-02-01,S08000020,NHS Grampian,N335H,Minor Injury Unit or Other,206,203,98.54368932038835
2019-02-01,S08000020,NHS Grampian,N336H,Minor Injury Unit or Other,123,123,100
2019-02-01,S08000020,NHS Grampian,N337H,Minor Injury Unit or Other,257,254,98.83268482490273
2019-02-01,S08000020,NHS Grampian,N411H,Emergency Department,1950,1845,94.61538461538461
2019-02-01,S08000020,NHS Grampian,N431H,Minor Injury Unit or Other,45,45,100
2019-02-01,S08000020,NHS Grampian,N432H,Minor Injury Unit or Other,12,12,100
2019-02-01,S08000020,NHS Grampian,N433H,Minor Injury Unit or Other,71,71,100
2019-02-01,S08000020,NHS Grampian,N451H,Minor Injury Unit or Other,15,15,100
2019-02-01,S08000020,NHS Grampian,N494H,Minor Injury Unit or Other,80,80,100
2019-02-01,S08000020,NHS Grampian,N683C,Minor Injury Unit or Other,36,36,100
2019-02-01,S08000031,NHS Greater Glasgow and Clyde,C206H,Minor Injury Unit or Other,1421,1369,96.34060520760028
2019-02-01,S08000031,NHS Greater Glasgow and Clyde,C313H,Emergency Department,2494,2275,91.21892542101043
2019-02-01,S08000031,NHS Greater Glasgow and Clyde,C418H,Emergency Department,5052,4257,84.26365795724465
2019-02-01,S08000031,NHS Greater Glasgow and Clyde,G107H,Emergency Department,7591,6256,82.41338427084706
2019-02-01,S08000031,NHS Greater Glasgow and Clyde,G207H,Minor Injury Unit or Other,1639,1631,99.51189749847468
2019-02-01,S08000031,NHS Greater Glasgow and Clyde,G306H,Minor Injury Unit or Other,2705,2704,99.9630314232902
2019-02-01,S08000031,NHS Greater Glasgow and Clyde,G405H,Emergency Department,7858,6263,79.70221430389412
2019-02-01,S08000031,NHS Greater Glasgow and Clyde,G513H,Emergency Department,5651,5332,94.35498141921784
2019-02-01,S08000022,NHS Highland,C106H,Minor Injury Unit or Other,616,612,99.35064935064936
2019-02-01,S08000022,NHS Highland,C108H,Minor Injury Unit or Other,78,78,100
2019-02-01,S08000022,NHS Highland,C113H,Minor Injury Unit or Other,272,265,97.42647058823529
2019-02-01,S08000022,NHS Highland,C121H,Emergency Department,555,535,96.3963963963964
2019-02-01,S08000022,NHS Highland,C122H,Minor Injury Unit or Other,398,395,99.2462311557789
2019-02-01,S08000022,NHS Highland,H101H,Minor Injury Unit or Other,155,155,100
2019-02-01,S08000022,NHS Highland,H103H,Emergency Department,608,566,93.0921052631579
2019-02-01,S08000022,NHS Highland,H106H,Minor Injury Unit or Other,25,25,100
2019-02-01,S08000022,NHS Highland,H202H,Emergency Department,2714,2444,90.05158437730287
2019-02-01,S08000022,NHS Highland,H208H,Minor Injury Unit or Other,297,296,99.66329966329967
2019-02-01,S08000022,NHS Highland,H210H,Minor Injury Unit or Other,40,40,100
2019-02-01,S08000022,NHS Highland,H212H,Emergency Department,639,615,96.24413145539906
2019-02-01,S08000022,NHS Highland,H214H,Minor Injury Unit or Other,325,325,100
2019-02-01,S08000022,NHS Highland,H215H,Minor Injury Unit or Other,172,171,99.4186046511628
2019-02-01,S08000022,NHS Highland,H219H,Minor Injury Unit or Other,183,183,100
2019-02-01,S08000022,NHS Highland,H224H,Minor Injury Unit or Other,346,343,99.13294797687861
2019-02-01,S08000022,NHS Highland,H227B,Minor Injury Unit or Other,136,136,100
2019-02-01,S08000022,NHS Highland,H227H,Minor Injury Unit or Other,52,51,98.07692307692307
2019-02-01,S08000032,NHS Lanarkshire,L106H,Emergency Department,5510,5166,93.7568058076225
2019-02-01,S08000032,NHS Lanarkshire,L206H,Minor Injury Unit or Other,75,75,100
2019-02-01,S08000032,NHS Lanarkshire,L207H,Minor Injury Unit or Other,63,63,100
2019-02-01,S08000032,NHS Lanarkshire,L302H,Emergency Department,5183,4633,89.38838510515146
2019-02-01,S08000032,NHS Lanarkshire,L308H,Emergency Department,5707,4861,85.17609952689679
2019-02-01,S08000024,NHS Lothian,S108H,Minor Injury Unit or Other,117,117,100
2019-02-01,S08000024,NHS Lothian,S116H,Minor Injury Unit or Other,3931,3250,82.67616382599847
2019-02-01,S08000024,NHS Lothian,S308H,Emergency Department,4528,3863,85.31360424028269
2019-02-01,S08000024,NHS Lothian,S314H,Emergency Department,9452,7738,81.86627168853153
2019-02-01,S08000024,NHS Lothian,S319H,Emergency Department,4231,3941,93.14582840935948
2019-02-01,S08000025,NHS Orkney,R103H,Emergency Department,500,478,95.6
2019-02-01,S08000026,NHS Shetland,Z102H,Emergency Department,616,579,93.9935064935065
2019-02-01,S08000030,NHS Tayside,T101H,Emergency Department,3947,3720,94.24879655434508
2019-02-01,S08000030,NHS Tayside,T202H,Emergency Department,1900,1827,96.15789473684211
2019-02-01,S08000030,NHS Tayside,T205H,Minor Injury Unit or Other,17,17,100
2019-02-01,S08000030,NHS Tayside,T209H,Minor Injury Unit or Other,238,238,100
2019-02-01,S08000030,NHS Tayside,T304H,Minor Injury Unit or Other,1201,1201,100
2019-02-01,S08000030,NHS Tayside,T305H,Minor Injury Unit or Other,86,86,100
2019-02-01,S08000030,NHS Tayside,T316H,Minor Injury Unit or Other,64,64,100
2019-02-01,S08000030,NHS Tayside,T319H,Minor Injury Unit or Other,406,406,100
2019-02-01,S08000030,NHS Tayside,T320H,Minor Injury Unit or Other,79,79,100
2019-02-01,S08000030,NHS Tayside,T357C,Minor Injury Unit or Other,246,246,100
2019-02-01,S08000028,NHS Western Isles,W106H,Minor Injury Unit or Other,37,37,100
2019-02-01,S08000028,NHS Western Isles,W107H,Emergency Department,487,480,98.56262833675564
2019-02-01,S08000028,NHS Western Isles,W108H,Minor Injury Unit or Other,121,121,100
2019-03-01,S08000015,NHS Ayrshire and Arran,A101H,Minor Injury Unit or Other,182,179,98.35164835164835
2019-03-01,S08000015,NHS Ayrshire and Arran,A110H,Minor Injury Unit or Other,48,47,97.91666666666666
2019-03-01,S08000015,NHS Ayrshire and Arran,A111H,Emergency Department,6396,5676,88.74296435272045
2019-03-01,S08000015,NHS Ayrshire and Arran,A210H,Emergency Department,3382,2777,82.11117681845063
2019-03-01,S08000015,NHS Ayrshire and Arran,A216H,Minor Injury Unit or Other,62,62,100
2019-03-01,S08000016,NHS Borders,B103H,Minor Injury Unit or Other,8,8,100
2019-03-01,S08000016,NHS Borders,B105H,Minor Injury Unit or Other,66,66,100
2019-03-01,S08000016,NHS Borders,B114H,Minor Injury Unit or Other,5,5,100
2019-03-01,S08000016,NHS Borders,B118H,Minor Injury Unit or Other,45,45,100
2019-03-01,S08000016,NHS Borders,B120H,Emergency Department,2560,2471,96.5234375
2019-03-01,S08000017,NHS Dumfries and Galloway,Y101H,Minor Injury Unit or Other,18,18,100
